,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
6075,2020-03-30,1,0,8007,2020-05-29,8.0,0.0,2020-06-08,8.0,0.0,2020-06-12,8.0,0.0,0,12592,4283,4662,589,288
6078,2020-03-30,1,0,26041,2020-05-29,17.0,2.0,2020-06-08,20.0,2.0,2020-06-12,21.0,2.0,9,36395,10991,13224,2018,1465
6081,2020-03-30,2,0,26009,2020-05-29,12.0,0.0,2020-06-08,13.0,0.0,2020-06-12,14.0,0.0,0,23133,8100,4810,4442,1584
6084,2020-03-30,1,0,26061,2020-05-29,5.0,0.0,2020-06-08,8.0,0.0,2020-06-12,8.0,0.0,5,36333,8122,13780,1270,895
6087,2020-03-30,1,0,28003,2020-05-29,16.0,1.0,2020-06-08,22.0,1.0,2020-06-12,28.0,1.0,24,37242,8512,10761,3756,4188
6090,2020-03-30,3,0,26149,2020-05-29,112.0,2.0,2020-06-08,156.0,3.0,2020-06-12,171.0,3.0,8,60890,14461,17888,7972,5953
6093,2020-03-30,1,0,27061,2020-05-29,54.0,9.0,2020-06-08,56.0,11.0,2020-06-12,58.0,12.0,9,45237,13673,16467,3124,1917
6096,2020-03-30,1,0,27165,2020-05-29,69.0,0.0,2020-06-08,83.0,0.0,2020-06-12,96.0,0.0,0,10936,2839,3760,1831,719
6099,2020-03-30,1,0,27093,2020-05-29,44.0,0.0,2020-06-08,47.0,1.0,2020-06-12,49.0,1.0,0,23105,6003,6022,5178,2326
6102,2020-03-30,1,0,19077,2020-05-29,50.0,3.0,2020-06-08,55.0,3.0,2020-06-12,57.0,3.0,0,10664,3168,2692,2527,916
6105,2020-03-30,1,0,19047,2020-05-29,504.0,2.0,2020-06-08,576.0,2.0,2020-06-12,595.0,2.0,0,17131,3829,6471,1514,1323
6108,2020-03-30,1,0,19009,2020-05-29,12.0,1.0,2020-06-08,13.0,1.0,2020-06-12,13.0,1.0,0,5711,1817,1915,1041,368
6111,2020-03-30,1,0,19177,2020-05-29,9.0,0.0,2020-06-08,10.0,0.0,2020-06-12,11.0,0.0,0,7308,2036,1728,1525,899
6114,2020-03-30,1,0,19105,2020-05-29,36.0,0.0,2020-06-08,38.0,0.0,2020-06-12,41.0,0.0,0,20468,5304,5627,4067,1344
6117,2020-03-30,1,0,19097,2020-05-29,12.0,0.0,2020-06-08,14.0,0.0,2020-06-12,14.0,0.0,0,19409,5316,5597,4004,1182
6120,2020-03-30,1,0,21157,2020-05-29,38.0,2.0,2020-06-08,37.0,2.0,2020-06-12,41.0,2.0,4,31177,8929,7482,5321,4059
6123,2020-03-30,1,0,21155,2020-05-29,20.0,0.0,2020-06-08,37.0,0.0,2020-06-12,41.0,0.0,6,19335,4112,5736,1862,2660
6126,2020-03-30,1,0,20005,2020-05-29,20.0,0.0,2020-06-08,23.0,0.0,2020-06-12,25.0,0.0,4,16466,3518,5592,1754,1458
6129,2020-03-30,1,0,20169,2020-05-29,29.0,2.0,2020-06-08,31.0,2.0,2020-06-12,33.0,2.0,18,55334,12413,25440,2553,4461
6132,2020-03-31,3,0,38105,2020-05-30,25.0,0.0,2020-06-09,25.0,0.0,2020-06-12,26.0,0.0,0,32916,4852,15234,693,9856
6135,2020-03-31,1,0,39127,2020-05-30,18.0,1.0,2020-06-09,21.0,1.0,2020-06-12,22.0,1.0,0,35983,8197,5293,8956,2068
6138,2020-03-31,2,0,37117,2020-05-30,70.0,4.0,2020-06-09,78.0,4.0,2020-06-12,88.0,4.0,6,23227,6835,5317,3613,2339
6141,2020-03-31,1,0,37157,2020-05-30,92.0,2.0,2020-06-09,115.0,2.0,2020-06-12,124.0,2.0,9,91566,24175,22236,14701,7773
6144,2020-03-31,1,0,38053,2020-05-30,17.0,0.0,2020-06-09,18.0,0.0,2020-06-12,21.0,0.0,0,11679,1663,3863,719,3801
6147,2020-03-31,1,0,38037,2020-05-30,2.0,0.0,2020-06-09,2.0,0.0,2020-06-12,2.0,0.0,0,2387,877,936,248,195
6150,2020-03-31,2,0,37193,2020-05-30,494.0,5.0,2020-06-09,513.0,6.0,2020-06-12,530.0,6.0,8,68525,18236,19402,6578,3748
6153,2020-03-31,2,0,42009,2020-05-30,39.0,2.0,2020-06-09,45.0,2.0,2020-06-12,46.0,2.0,4,48891,14259,14428,7452,3060
6156,2020-03-31,1,0,41063,2020-05-30,2.0,0.0,2020-06-09,3.0,0.0,2020-06-12,4.0,0.0,0,6864,2625,2669,204,184
6159,2020-03-31,1,0,41045,2020-05-30,32.0,0.0,2020-06-09,34.0,1.0,2020-06-12,34.0,1.0,8,30421,6727,8673,1833,5226
6162,2020-03-31,1,0,30065,2020-05-30,1.0,0.0,2020-06-09,1.0,0.0,2020-06-12,1.0,0.0,0,4766,1594,1361,547,514
6165,2020-03-31,1,0,30051,2020-05-30,1.0,0.0,2020-06-09,1.0,0.0,2020-06-12,1.0,0.0,0,2245,724,843,86,141
6168,2020-03-31,2,0,29186,2020-05-30,12.0,1.0,2020-06-09,12.0,1.0,2020-06-12,13.0,1.0,0,17882,4593,4370,3631,1577
6171,2020-03-31,1,0,31105,2020-05-30,10.0,0.0,2020-06-09,10.0,0.0,2020-06-12,10.0,0.0,0,3688,1160,1380,250,268
6174,2020-03-31,1,0,28141,2020-05-30,32.0,0.0,2020-06-09,42.0,0.0,2020-06-12,44.0,0.0,0,19476,5209,4225,3442,1770
6177,2020-03-31,1,0,29081,2020-05-30,9.0,0.0,2020-06-09,9.0,0.0,2020-06-12,9.0,0.0,0,8615,2484,2867,793,557
6180,2020-03-31,2,0,36099,2020-05-30,58.0,0.0,2020-06-09,61.0,0.0,2020-06-12,63.0,0.0,0,34843,8362,8368,6751,4763
6183,2020-03-31,1,0,37043,2020-05-30,5.0,0.0,2020-06-09,8.0,0.0,2020-06-12,8.0,0.0,0,10753,4115,1700,2152,759
6186,2020-03-31,1,0,37007,2020-05-30,64.0,1.0,2020-06-09,78.0,1.0,2020-06-12,83.0,1.0,0,25531,5848,5591,4084,2455
6189,2020-03-31,1,0,51097,2020-05-30,10.0,1.0,2020-06-09,23.0,1.0,2020-06-12,24.0,1.0,0,7052,2107,726,2503,699
6195,2020-03-31,1,0,51139,2020-05-30,219.0,21.0,2020-06-09,246.0,24.0,2020-06-12,250.0,24.0,0,23694,6578,5531,4475,749
6198,2020-03-31,1,0,51043,2020-05-30,25.0,0.0,2020-06-09,35.0,0.0,2020-06-12,37.0,0.0,0,14331,3666,1640,5104,2479
6201,2020-03-31,1,0,51181,2020-05-30,10.0,1.0,2020-06-09,10.0,1.0,2020-06-12,13.0,1.0,0,6670,1840,1043,2086,1468
6204,2020-03-31,1,0,51035,2020-05-30,91.0,1.0,2020-06-09,149.0,5.0,2020-06-12,159.0,5.0,0,29767,8816,5902,6869,2986
6207,2020-03-31,1,0,51031,2020-05-30,18.0,1.0,2020-06-09,20.0,1.0,2020-06-12,22.0,1.0,0,55158,13887,9578,16188,10422
6210,2020-03-31,2,0,51029,2020-05-30,456.0,3.0,2020-06-09,484.0,3.0,2020-06-12,518.0,3.0,0,17048,4020,2648,3546,1386
6213,2020-03-31,1,0,51025,2020-05-30,25.0,1.0,2020-06-09,41.0,1.0,2020-06-12,44.0,1.0,0,16435,4495,2708,3724,1491
6216,2020-03-31,1,0,55011,2020-05-30,6.0,1.0,2020-06-09,6.0,2.0,2020-06-12,7.0,2.0,0,13243,3806,3078,3769,1264
6219,2020-03-31,1,0,55003,2020-05-30,2.0,0.0,2020-06-09,3.0,0.0,2020-06-12,3.0,0.0,0,15779,4029,5881,1434,2571
6222,2020-03-31,1,0,55083,2020-05-30,37.0,0.0,2020-06-09,42.0,0.0,2020-06-12,43.0,0.0,0,37465,10126,8094,10595,1849
6228,2020-03-31,1,0,54031,2020-05-30,39.0,0.0,2020-06-09,40.0,0.0,2020-06-12,40.0,0.0,0,13812,3692,3989,2077,2000
6231,2020-03-31,2,0,47085,2020-05-30,13.0,1.0,2020-06-09,18.0,1.0,2020-06-12,18.0,1.0,0,18281,4794,4556,2372,1990
6234,2020-03-31,2,0,45009,2020-05-30,22.0,0.0,2020-06-09,36.0,0.0,2020-06-12,40.0,0.0,0,14842,3897,3264,2072,1453
6237,2020-03-31,1,0,13131,2020-05-30,94.0,4.0,2020-06-09,127.0,4.0,2020-06-12,137.0,4.0,4,25048,5593,4581,4611,1447
6240,2020-03-31,1,0,13107,2020-05-30,27.0,2.0,2020-06-09,33.0,2.0,2020-06-12,38.0,2.0,8,22502,4782,5407,2553,1908
6243,2020-03-31,1,0,12125,2020-05-30,31.0,1.0,2020-06-09,38.0,1.0,2020-06-12,38.0,1.0,0,15300,3196,1874,2016,2700
6246,2020-03-31,1,0,13221,2020-05-30,61.0,6.0,2020-06-09,70.0,7.0,2020-06-12,71.0,7.0,0,14654,3441,1763,4527,701
6249,2020-03-31,1,0,17053,2020-05-30,20.0,1.0,2020-06-09,21.0,1.0,2020-06-12,21.0,1.0,2,13470,3522,3174,2918,2172
6252,2020-03-31,1,0,17141,2020-05-30,211.0,3.0,2020-06-09,231.0,4.0,2020-06-12,231.0,4.0,4,51619,12307,12326,12285,5624
6255,2020-03-31,1,0,13295,2020-05-30,141.0,0.0,2020-06-09,203.0,0.0,2020-06-12,216.0,1.0,0,68609,16583,10729,16914,4995
6258,2020-03-31,1,0,13251,2020-05-30,51.0,2.0,2020-06-09,59.0,3.0,2020-06-12,61.0,4.0,0,14037,3450,3003,2356,1231
6261,2020-03-31,2,0,13241,2020-05-30,20.0,1.0,2020-06-09,27.0,1.0,2020-06-12,30.0,2.0,0,16354,5564,4874,1190,1451
6264,2020-03-31,1,0,13259,2020-05-30,52.0,1.0,2020-06-09,58.0,1.0,2020-06-12,60.0,1.0,0,5832,1209,610,878,745
6267,2020-03-31,1,0,13307,2020-05-30,12.0,1.0,2020-06-09,14.0,1.0,2020-06-12,14.0,1.0,0,2627,671,340,775,259
6270,2020-03-31,1,0,16025,2020-05-30,1.0,0.0,2020-06-09,1.0,0.0,2020-06-12,1.0,0.0,0,886,267,304,190,99
6273,2020-03-31,1,0,13319,2020-05-30,69.0,5.0,2020-06-09,72.0,7.0,2020-06-12,73.0,7.0,0,9147,2285,1606,1603,1435
6276,2020-03-31,1,0,13315,2020-05-30,111.0,13.0,2020-06-09,117.0,14.0,2020-06-12,117.0,14.0,0,8896,1960,1301,1100,650
6279,2020-03-31,1,0,16003,2020-05-30,3.0,0.0,2020-06-09,3.0,0.0,2020-06-12,4.0,0.0,0,3946,1513,962,499,254
6282,2020-03-31,1,0,5127,2020-05-30,1.0,0.0,2020-06-09,2.0,0.0,2020-06-12,2.0,0.0,0,10584,2606,3182,960,695
6285,2020-03-31,1,0,5091,2020-05-30,43.0,1.0,2020-06-09,59.0,1.0,2020-06-12,66.0,1.0,0,43760,9791,7867,9891,5823
6288,2020-03-31,1,0,8109,2020-05-30,79.0,1.0,2020-06-09,94.0,2.0,2020-06-12,97.0,2.0,0,6338,1917,1649,784,511
6291,2020-03-31,1,0,8065,2020-05-30,29.0,0.0,2020-06-09,38.0,0.0,2020-06-12,38.0,0.0,0,7481,1439,2879,1215,263
6294,2020-03-31,1,0,12013,2020-05-30,56.0,4.0,2020-06-09,64.0,4.0,2020-06-12,65.0,5.0,0,14458,3483,2457,2195,751
6297,2020-03-31,1,0,6063,2020-05-30,4.0,0.0,2020-06-09,4.0,0.0,2020-06-12,4.0,0.0,0,18724,6935,6024,1034,1233
6300,2020-03-31,1,0,18017,2020-05-30,1589.0,8.0,2020-06-09,1596.0,10.0,2020-06-12,1599.0,10.0,5,38248,8878,11932,5123,3678
6303,2020-03-31,2,0,26023,2020-05-30,117.0,2.0,2020-06-09,153.0,2.0,2020-06-12,161.0,2.0,10,43543,10379,11902,6159,3709
6306,2020-03-31,1,0,26011,2020-05-30,34.0,1.0,2020-06-09,38.0,1.0,2020-06-12,38.0,1.0,5,15238,4939,3140,2328,1681
6309,2020-03-31,1,0,22091,2020-05-30,51.0,1.0,2020-06-09,55.0,1.0,2020-06-12,56.0,1.0,0,10509,2784,984,2457,574
6312,2020-03-31,1,0,27017,2020-05-30,73.0,0.0,2020-06-09,78.0,0.0,2020-06-12,80.0,0.0,6,35408,8198,10441,5803,3825
6315,2020-03-31,2,0,27015,2020-05-30,15.0,2.0,2020-06-09,17.0,2.0,2020-06-12,18.0,2.0,0,25243,6857,11507,1935,3747
6318,2020-03-31,2,0,26135,2020-05-30,5.0,1.0,2020-06-09,8.0,1.0,2020-06-12,8.0,1.0,0,8304,2898,1900,770,349
6321,2020-03-31,2,0,27155,2020-05-30,3.0,0.0,2020-06-09,5.0,0.0,2020-06-12,5.0,0.0,0,3357,1101,1210,384,272
6324,2020-03-31,1,0,27083,2020-05-30,49.0,0.0,2020-06-09,145.0,2.0,2020-06-12,183.0,2.0,0,25789,5263,12484,1152,2971
6327,2020-03-31,1,0,19041,2020-05-30,15.0,0.0,2020-06-09,36.0,0.0,2020-06-12,62.0,0.0,0,16387,4559,6958,1490,2055
6330,2020-03-31,1,0,18077,2020-05-30,46.0,1.0,2020-06-09,53.0,1.0,2020-06-12,53.0,1.0,6,32293,7164,10359,3641,2899
6333,2020-03-31,1,0,21203,2020-05-30,13.0,0.0,2020-06-09,13.0,0.0,2020-06-12,14.0,0.0,0,16815,4047,3067,2794,1097
6336,2020-03-31,1,0,21197,2020-05-30,1.0,0.0,2020-06-09,2.0,0.0,2020-06-12,4.0,0.0,0,12349,2502,1842,2219,717
6339,2020-03-31,1,0,21127,2020-05-30,2.0,0.0,2020-06-09,5.0,0.0,2020-06-12,5.0,0.0,6,15844,3685,2736,2454,1026
6342,2020-03-31,1,0,21103,2020-05-30,22.0,0.0,2020-06-09,24.0,1.0,2020-06-12,25.0,1.0,0,15677,3627,2451,4496,1067
6345,2020-03-31,1,0,20009,2020-05-30,45.0,1.0,2020-06-09,47.0,2.0,2020-06-12,48.0,2.0,4,27067,6712,11569,1544,1338
6348,2020-03-31,3,0,22029,2020-05-30,87.0,5.0,2020-06-09,97.0,5.0,2020-06-12,97.0,5.0,5,20211,4548,4473,2448,1819
6351,2020-03-31,1,0,21207,2020-05-30,24.0,4.0,2020-06-09,36.0,4.0,2020-06-12,37.0,4.0,2,17731,4680,4528,1360,1727
6354,2020-03-31,1,0,20099,2020-05-30,22.0,0.0,2020-06-09,23.0,0.0,2020-06-12,27.0,0.0,5,20553,5125,7902,1555,2184
6357,2020-03-31,1,0,21091,2020-05-30,8.0,0.0,2020-06-09,9.0,0.0,2020-06-12,11.0,0.0,0,8700,1996,1718,1855,2930
6360,2020-03-31,1,0,20019,2020-05-30,4.0,0.0,2020-06-09,4.0,0.0,2020-06-12,4.0,0.0,0,3425,1156,939,544,137
6363,2020-03-31,1,0,21083,2020-05-30,165.0,19.0,2020-06-09,167.0,20.0,2020-06-12,168.0,20.0,8,37259,8947,9901,5639,2400
6366,2020-03-31,2,0,21061,2020-05-30,56.0,9.0,2020-06-09,67.0,11.0,2020-06-12,70.0,11.0,0,12063,3138,1245,3360,593
6369,2020-03-31,1,0,21009,2020-05-30,45.0,1.0,2020-06-09,56.0,2.0,2020-06-12,61.0,2.0,10,43418,9933,13716,4598,4718
6372,2020-04-01,1,0,39117,2020-05-31,107.0,1.0,2020-06-10,108.0,1.0,2020-06-12,110.0,1.0,3,34935,8133,5151,10692,1805
6375,2020-04-01,2,0,38013,2020-05-31,5.0,0.0,2020-06-10,5.0,0.0,2020-06-12,5.0,0.0,0,2253,513,707,360,217
6378,2020-04-01,2,1,40055,2020-05-31,66.0,7.0,2020-06-10,66.0,7.0,2020-06-12,66.0,7.0,0,6018,1349,1270,1045,373
6381,2020-04-01,1,0,30009,2020-05-31,6.0,0.0,2020-06-10,6.0,0.0,2020-06-12,6.0,0.0,0,10466,3544,3126,1900,260
6384,2020-04-01,1,0,31039,2020-05-31,31.0,0.0,2020-06-10,34.0,0.0,2020-06-12,34.0,0.0,0,9039,2467,3465,1056,847
6387,2020-04-01,1,0,29025,2020-05-31,5.0,0.0,2020-06-10,7.0,0.0,2020-06-12,7.0,0.0,0,9046,2392,1513,2262,464
6390,2020-04-01,1,0,29023,2020-05-31,33.0,0.0,2020-06-10,39.0,0.0,2020-06-12,40.0,0.0,14,42826,10394,15486,1553,4981
6393,2020-04-01,1,0,29063,2020-05-31,6.0,0.0,2020-06-10,6.0,0.0,2020-06-12,7.0,0.0,0,12564,2717,1790,2445,2219
6396,2020-04-01,1,0,29073,2020-05-31,2.0,0.0,2020-06-10,2.0,0.0,2020-06-12,2.0,0.0,0,14769,4445,4240,2249,1955
6399,2020-04-01,1,0,35003,2020-05-31,2.0,1.0,2020-06-10,2.0,1.0,2020-06-12,2.0,1.0,0,3547,1793,915,86,40
6402,2020-04-01,1,0,35017,2020-05-31,15.0,0.0,2020-06-10,15.0,0.0,2020-06-12,17.0,0.0,6,28382,9026,9916,443,710
6405,2020-04-01,1,0,35035,2020-05-31,215.0,2.0,2020-06-10,604.0,4.0,2020-06-12,644.0,4.0,10,65130,14360,21541,2444,2169
6408,2020-04-01,1,0,51183,2020-05-31,154.0,2.0,2020-06-10,175.0,2.0,2020-06-12,177.0,2.0,0,11595,2584,950,1557,2354
6411,2020-04-01,1,0,48499,2020-05-31,29.0,1.0,2020-06-10,51.0,4.0,2020-06-12,51.0,5.0,0,43315,14771,9049,6456,3434
6414,2020-04-01,1,0,51015,2020-05-31,109.0,1.0,2020-06-10,139.0,2.0,2020-06-12,141.0,2.0,12,74390,19681,17405,16550,10921
6417,2020-04-01,1,0,55078,2020-05-31,3.0,0.0,2020-06-10,3.0,0.0,2020-06-12,3.0,0.0,0,4506,816,1138,243,1294
6420,2020-04-01,1,0,55023,2020-05-31,26.0,0.0,2020-06-10,26.0,0.0,2020-06-12,26.0,0.0,0,16313,4623,5007,2330,2556
6423,2020-04-01,1,0,54001,2020-05-31,9.0,1.0,2020-06-10,9.0,1.0,2020-06-12,10.0,1.0,0,16790,4433,2887,3296,624
6426,2020-04-01,1,0,47027,2020-05-31,7.0,0.0,2020-06-10,9.0,0.0,2020-06-12,9.0,0.0,0,7684,2417,1664,1050,413
6429,2020-04-01,3,0,47057,2020-05-31,8.0,0.0,2020-06-10,16.0,0.0,2020-06-12,18.0,0.0,0,22942,6025,2648,5988,1413
6432,2020-04-01,1,0,47097,2020-05-31,56.0,1.0,2020-06-10,60.0,1.0,2020-06-12,61.0,1.0,0,26497,5499,5961,2933,1970
6435,2020-04-01,1,0,47081,2020-05-31,58.0,0.0,2020-06-10,60.0,0.0,2020-06-12,61.0,0.0,0,24502,5677,3370,5608,977
6438,2020-04-01,1,0,45005,2020-05-31,35.0,3.0,2020-06-10,39.0,3.0,2020-06-12,40.0,3.0,0,9402,2374,1640,1121,1363
6441,2020-04-01,1,0,48297,2020-05-31,9.0,0.0,2020-06-10,9.0,0.0,2020-06-12,9.0,0.0,0,12043,3164,2758,1348,3032
6444,2020-04-01,1,0,48265,2020-05-31,19.0,0.0,2020-06-10,20.0,1.0,2020-06-12,20.0,1.0,12,50761,17362,17137,2885,3194
6447,2020-04-01,1,0,48405,2020-05-31,38.0,2.0,2020-06-10,49.0,4.0,2020-06-12,55.0,4.0,0,8403,2707,1234,892,662
6450,2020-04-01,1,0,48351,2020-05-31,5.0,0.0,2020-06-10,6.0,0.0,2020-06-12,6.0,0.0,0,14187,3871,1857,3028,845
6453,2020-04-01,1,0,48179,2020-05-31,98.0,2.0,2020-06-10,106.0,3.0,2020-06-12,111.0,3.0,8,22962,4745,7477,1766,1660
6456,2020-04-01,1,0,48177,2020-05-31,129.0,2.0,2020-06-10,155.0,3.0,2020-06-12,157.0,4.0,0,20558,4490,6434,1887,2579
6459,2020-04-01,1,0,48001,2020-05-31,72.0,0.0,2020-06-10,91.0,0.0,2020-06-12,95.0,0.0,10,57747,11434,15925,3618,3892
6462,2020-04-01,1,0,47153,2020-05-31,15.0,0.0,2020-06-10,21.0,0.0,2020-06-12,21.0,0.0,0,14654,3703,2335,3249,782
6465,2020-04-01,1,0,48063,2020-05-31,83.0,0.0,2020-06-10,95.0,0.0,2020-06-12,98.0,1.0,0,12670,3038,2361,2618,1318
6468,2020-04-01,1,0,48077,2020-05-31,3.0,0.0,2020-06-10,5.0,0.0,2020-06-12,5.0,0.0,0,10369,3112,1527,2961,372
6471,2020-04-01,2,0,48089,2020-05-31,22.0,0.0,2020-06-10,27.0,0.0,2020-06-12,31.0,0.0,4,20913,6209,6181,2916,2450
6474,2020-04-01,1,0,48093,2020-05-31,12.0,1.0,2020-06-10,12.0,1.0,2020-06-12,12.0,1.0,0,13492,4297,3460,1818,437
6477,2020-04-01,1,0,13173,2020-05-31,21.0,2.0,2020-06-10,36.0,2.0,2020-06-12,37.0,2.0,0,10388,1972,1061,2569,602
6480,2020-04-01,1,0,12093,2020-05-31,83.0,0.0,2020-06-10,149.0,0.0,2020-06-12,158.0,0.0,8,40228,10230,10253,2732,1936
6483,2020-04-01,2,0,12079,2020-05-31,69.0,4.0,2020-06-10,71.0,3.0,2020-06-12,75.0,3.0,0,18518,4779,3489,2384,1148
6486,2020-04-01,1,0,17183,2020-05-31,40.0,1.0,2020-06-10,44.0,1.0,2020-06-12,44.0,1.0,12,79207,19371,26534,5531,4471
6489,2020-04-01,1,0,17127,2020-05-31,7.0,0.0,2020-06-10,7.0,0.0,2020-06-12,7.0,0.0,0,14594,3963,2702,2988,1340
6492,2020-04-01,1,0,16057,2020-05-31,7.0,0.0,2020-06-10,7.0,0.0,2020-06-12,7.0,0.0,0,38697,6552,13410,4842,1924
6495,2020-04-01,1,0,13291,2020-05-31,46.0,1.0,2020-06-10,51.0,2.0,2020-06-12,53.0,2.0,5,22262,8856,5426,1789,2211
6498,2020-04-01,1,0,13237,2020-05-31,90.0,9.0,2020-06-10,103.0,10.0,2020-06-12,104.0,10.0,0,21430,6275,4555,4650,2202
6501,2020-04-01,1,0,16047,2020-05-31,48.0,0.0,2020-06-10,57.0,0.0,2020-06-12,58.0,0.0,0,15110,3215,4694,2067,1394
6504,2020-04-01,1,0,5015,2020-05-31,24.0,1.0,2020-06-10,42.0,1.0,2020-06-12,66.0,1.0,0,27782,7997,9154,1912,1704
6507,2020-04-01,1,0,5077,2020-05-31,20.0,1.0,2020-06-10,120.0,1.0,2020-06-12,317.0,1.0,0,9614,2289,1630,1210,745
6510,2020-04-01,1,0,1045,2020-05-31,115.0,0.0,2020-06-10,144.0,0.0,2020-06-12,167.0,0.0,6,49393,10498,11983,8739,10598
6513,2020-04-01,1,0,1035,2020-05-31,41.0,1.0,2020-06-10,66.0,1.0,2020-06-12,78.0,1.0,0,12649,3542,2150,1518,1146
6516,2020-04-01,2,0,1025,2020-05-31,144.0,2.0,2020-06-10,164.0,3.0,2020-06-12,176.0,3.0,0,24625,6134,6102,1946,2211
6519,2020-04-01,1,0,12049,2020-05-31,99.0,0.0,2020-06-10,160.0,0.0,2020-06-12,177.0,0.0,0,27326,5531,6887,2586,1792
6522,2020-04-01,1,0,12045,2020-05-31,1.0,0.0,2020-06-10,8.0,0.0,2020-06-12,8.0,0.0,0,16018,3954,3746,1698,778
6525,2020-04-01,1,0,26097,2020-05-31,8.0,0.0,2020-06-10,8.0,0.0,2020-06-12,8.0,0.0,0,10836,3817,3375,993,1134
6528,2020-04-01,1,0,24019,2020-05-31,142.0,3.0,2020-06-10,157.0,4.0,2020-06-12,160.0,4.0,0,32386,8893,9436,5589,3646
6531,2020-04-01,1,0,23009,2020-05-31,11.0,1.0,2020-06-10,12.0,1.0,2020-06-12,13.0,1.0,6,54468,16940,22270,3491,2938
6534,2020-04-01,1,0,28061,2020-05-31,163.0,4.0,2020-06-10,189.0,4.0,2020-06-12,190.0,4.0,0,16547,4371,2587,3539,1799
6537,2020-04-01,1,0,27173,2020-05-31,6.0,0.0,2020-06-10,8.0,0.0,2020-06-12,8.0,0.0,0,9930,2657,3158,1894,1487
6540,2020-04-01,1,0,27035,2020-05-31,71.0,2.0,2020-06-10,87.0,9.0,2020-06-12,88.0,9.0,16,63505,17980,24542,4297,6103
6543,2020-04-01,2,0,27047,2020-05-31,117.0,0.0,2020-06-10,197.0,0.0,2020-06-12,217.0,0.0,18,30619,8707,11127,3828,2132
6546,2020-04-01,2,0,19131,2020-05-31,4.0,0.0,2020-06-10,6.0,0.0,2020-06-12,6.0,0.0,0,10663,2990,3821,1373,986
6549,2020-04-01,1,0,19121,2020-05-31,29.0,2.0,2020-06-10,30.0,2.0,2020-06-12,31.0,2.0,0,15720,3468,3089,4551,919
6552,2020-04-01,1,0,18075,2020-05-31,54.0,0.0,2020-06-10,61.0,0.0,2020-06-12,62.0,0.0,0,21107,5031,6388,3040,2281
6555,2020-04-01,1,0,20151,2020-05-31,2.0,0.0,2020-06-10,2.0,0.0,2020-06-12,2.0,0.0,6,9670,2512,4013,620,944
6558,2020-04-02,1,0,39059,2020-06-01,36.0,1.0,2020-06-11,44.0,2.0,2020-06-12,44.0,3.0,11,39414,10004,11452,4452,4434
6561,2020-04-02,1,0,39065,2020-06-01,61.0,0.0,2020-06-11,87.0,4.0,2020-06-12,87.0,4.0,0,31576,6608,8045,5159,2125
6564,2020-04-02,1,0,39171,2020-06-01,55.0,1.0,2020-06-11,58.0,1.0,2020-06-12,58.0,1.0,7,37061,9106,12325,4410,4805
6567,2020-04-02,2,0,37169,2020-06-01,69.0,0.0,2020-06-11,90.0,0.0,2020-06-12,91.0,0.0,0,46124,12165,6726,12775,3012
6570,2020-04-02,1,0,37113,2020-06-01,84.0,1.0,2020-06-11,159.0,1.0,2020-06-12,178.0,1.0,5,34160,12106,10839,2294,1768
6573,2020-04-02,1,0,37121,2020-06-01,14.0,0.0,2020-06-11,15.0,0.0,2020-06-12,15.0,0.0,0,15155,4846,4203,1644,1606
6576,2020-04-02,1,0,40005,2020-06-01,4.0,0.0,2020-06-11,5.0,0.0,2020-06-12,8.0,0.0,0,13899,3468,2985,1529,690
6579,2020-04-02,1,0,42053,2020-06-01,7.0,0.0,2020-06-11,7.0,0.0,2020-06-12,7.0,0.0,0,7388,1971,708,508,1453
6582,2020-04-02,2,0,40073,2020-06-01,11.0,0.0,2020-06-11,12.0,0.0,2020-06-12,12.0,0.0,0,15510,3176,5097,2082,1836
6585,2020-04-02,1,0,40075,2020-06-01,6.0,0.0,2020-06-11,6.0,0.0,2020-06-12,6.0,0.0,0,9127,2493,2572,1398,620
6588,2020-04-02,1,0,40153,2020-06-01,5.0,0.0,2020-06-11,9.0,0.0,2020-06-12,9.0,0.0,6,21140,4043,8399,862,1750
6591,2020-04-02,1,0,31037,2020-06-01,619.0,4.0,2020-06-11,643.0,4.0,2020-06-12,646.0,4.0,0,10616,1928,3387,1599,1798
6594,2020-04-02,1,1,31067,2020-06-01,45.0,4.0,2020-06-11,45.0,4.0,2020-06-12,45.0,4.0,3,21632,5923,8068,2879,1564
6597,2020-04-02,2,0,31081,2020-06-01,60.0,13.0,2020-06-11,61.0,13.0,2020-06-12,61.0,13.0,0,9149,2394,2882,1770,1066
6600,2020-04-02,1,0,31131,2020-06-01,7.0,0.0,2020-06-11,11.0,0.0,2020-06-12,12.0,0.0,0,15875,4084,5045,2964,1865
6603,2020-04-02,1,0,29091,2020-06-01,7.0,0.0,2020-06-11,18.0,0.0,2020-06-12,19.0,0.0,12,40139,9866,14253,1688,3368
6606,2020-04-02,1,0,29143,2020-06-01,21.0,1.0,2020-06-11,28.0,1.0,2020-06-12,32.0,1.0,0,18030,4377,4370,2861,3275
