,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
2610,2020-03-20,4,0,6025,2020-05-19,902.0,17.0,2020-05-29,1634.0,26.0,2020-06-08,3048.0,37.0,28,179957,30768,52816,4507,4184
2613,2020-03-20,1,0,24047,2020-05-19,165.0,6.0,2020-05-29,207.0,13.0,2020-06-08,240.0,16.0,6,51559,17655,16053,6490,8962
2616,2020-03-20,2,0,22079,2020-05-19,504.0,15.0,2020-05-29,703.0,24.0,2020-06-08,975.0,38.0,26,132080,27820,46313,5151,10378
2619,2020-03-20,1,0,22105,2020-05-19,742.0,30.0,2020-05-29,831.0,34.0,2020-06-08,944.0,39.0,64,128850,24738,33454,19183,9818
2622,2020-03-20,1,0,28001,2020-05-19,177.0,15.0,2020-05-29,192.0,15.0,2020-06-08,222.0,17.0,15,31583,7493,8654,1887,2761
2625,2020-03-20,1,0,28037,2020-05-19,21.0,1.0,2020-05-29,28.0,2.0,2020-06-08,29.0,2.0,0,7772,2064,1348,1684,535
2628,2020-03-20,1,0,28053,2020-05-19,49.0,5.0,2020-05-29,59.0,7.0,2020-06-08,74.0,7.0,0,8678,1849,1664,918,408
2631,2020-03-20,1,0,28071,2020-05-19,109.0,3.0,2020-05-29,130.0,4.0,2020-06-08,157.0,4.0,24,52744,8639,18439,3676,4848
2634,2020-03-20,1,0,28077,2020-05-19,80.0,0.0,2020-05-29,102.0,1.0,2020-06-08,109.0,1.0,0,12659,3005,2305,2234,945
2637,2020-03-20,1,0,28081,2020-05-19,96.0,5.0,2020-05-29,139.0,6.0,2020-06-08,237.0,9.0,42,84840,16183,30606,6584,20297
2640,2020-03-20,1,0,28093,2020-05-19,67.0,3.0,2020-05-29,81.0,3.0,2020-06-08,93.0,3.0,0,35981,7858,5442,8398,2493
2643,2020-03-20,1,0,16011,2020-05-19,6.0,0.0,2020-05-29,6.0,0.0,2020-06-08,23.0,0.0,5,45369,8667,12359,6212,3094
2646,2020-03-20,1,0,27025,2020-05-19,38.0,1.0,2020-05-29,60.0,1.0,2020-06-08,70.0,1.0,10,54297,10806,10127,16962,6568
2649,2020-03-20,1,0,27027,2020-05-19,318.0,21.0,2020-05-29,420.0,25.0,2020-06-08,469.0,30.0,0,62040,10982,14202,18419,8003
2652,2020-03-20,2,0,27045,2020-05-19,17.0,1.0,2020-05-29,17.0,1.0,2020-06-08,20.0,1.0,0,20825,5688,5644,4704,1468
2655,2020-03-20,1,0,18003,2020-05-19,1060.0,72.0,2020-05-29,1459.0,76.0,2020-06-08,1905.0,86.0,170,367747,70976,151053,16373,29197
2658,2020-03-20,1,0,18053,2020-05-19,201.0,21.0,2020-05-29,259.0,23.0,2020-06-08,303.0,26.0,19,67615,16678,23534,5060,6817
2661,2020-03-20,1,0,18145,2020-05-19,417.0,28.0,2020-05-29,535.0,30.0,2020-06-08,584.0,30.0,0,44339,10052,12360,8728,6274
2664,2020-03-20,1,0,18163,2020-05-19,226.0,3.0,2020-05-29,268.0,2.0,2020-06-08,306.0,4.0,154,181831,40560,72476,12538,33367
2667,2020-03-20,1,0,18167,2020-05-19,120.0,7.0,2020-05-29,165.0,9.0,2020-06-08,197.0,9.0,54,107723,22306,41055,5285,13915
2670,2020-03-20,1,0,16027,2020-05-19,280.0,6.0,2020-05-29,300.0,6.0,2020-06-08,345.0,6.0,41,207027,36810,48386,31566,13377
2673,2020-03-20,3,0,16055,2020-05-19,66.0,0.0,2020-05-29,67.0,0.0,2020-06-08,85.0,0.0,55,150128,36910,50193,13866,6250
2676,2020-03-20,1,0,17001,2020-05-19,42.0,1.0,2020-05-29,44.0,1.0,2020-06-08,45.0,1.0,25,66787,16968,29221,2783,5670
2679,2020-03-20,1,0,17021,2020-05-19,32.0,5.0,2020-05-29,33.0,5.0,2020-06-08,35.0,5.0,0,33562,8376,8829,6111,2503
2682,2020-03-20,4,0,17113,2020-05-19,189.0,6.0,2020-05-29,217.0,13.0,2020-06-08,228.0,13.0,30,173231,29727,80181,9253,14227
2685,2020-03-20,1,0,22025,2020-05-19,106.0,3.0,2020-05-29,112.0,3.0,2020-06-08,121.0,3.0,0,10044,2388,1956,1651,526
2688,2020-03-20,2,0,22031,2020-05-19,226.0,16.0,2020-05-29,242.0,17.0,2020-06-08,263.0,17.0,0,27164,6289,4929,5443,3720
2691,2020-03-20,1,0,21035,2020-05-19,47.0,1.0,2020-05-29,50.0,1.0,2020-06-08,55.0,1.0,10,38616,8253,13950,2692,3727
2694,2020-03-20,1,0,20161,2020-05-19,62.0,1.0,2020-05-29,64.0,1.0,2020-06-08,71.0,1.0,8,75696,8478,28790,10925,9157
2697,2020-03-20,1,0,20155,2020-05-19,51.0,0.0,2020-05-29,51.0,0.0,2020-06-08,54.0,0.0,20,63360,15902,25201,3873,3301
2700,2020-03-21,2,0,39025,2020-05-20,160.0,5.0,2020-05-30,206.0,5.0,2020-06-09,234.0,6.0,16,202166,43133,39529,56545,20642
2703,2020-03-21,2,0,36101,2020-05-20,237.0,18.0,2020-05-30,241.0,18.0,2020-06-09,252.0,19.0,8,97539,24270,31554,10627,9728
2706,2020-03-21,1,0,37021,2020-05-20,183.0,7.0,2020-05-30,323.0,20.0,2020-06-09,401.0,34.0,166,252268,64710,102909,11813,27195
2709,2020-03-21,1,0,37035,2020-05-20,118.0,3.0,2020-05-30,199.0,5.0,2020-06-09,310.0,10.0,52,156182,35455,53280,15525,28821
2712,2020-03-21,1,0,41033,2020-05-20,27.0,1.0,2020-05-30,23.0,1.0,2020-06-09,23.0,1.0,12,84514,28339,23286,4406,2987
2715,2020-03-21,1,0,42019,2020-05-20,208.0,12.0,2020-05-30,229.0,12.0,2020-06-09,249.0,12.0,35,185984,44846,56459,33368,33924
2718,2020-03-21,1,1,39043,2020-05-20,124.0,4.0,2020-05-30,171.0,14.0,2020-06-09,191.0,16.0,18,75369,20550,24153,10790,10846
2721,2020-03-21,1,0,39089,2020-05-20,197.0,9.0,2020-05-30,243.0,10.0,2020-06-09,284.0,10.0,38,170678,36737,44772,34951,16878
2724,2020-03-21,2,0,39039,2020-05-20,30.0,1.0,2020-05-30,33.0,2.0,2020-06-09,38.0,2.0,8,38311,9084,11245,6542,5291
2727,2020-03-21,3,0,30013,2020-05-20,17.0,2.0,2020-05-30,17.0,2.0,2020-06-09,17.0,2.0,20,81816,19330,37806,1313,1490
2730,2020-03-21,1,0,30081,2020-05-20,13.0,0.0,2020-05-30,13.0,0.0,2020-06-09,14.0,0.0,5,41387,13513,12350,4375,896
2733,2020-03-21,1,0,29097,2020-05-20,27.0,0.0,2020-05-30,32.0,0.0,2020-06-09,65.0,0.0,88,118522,23997,43078,11560,17611
2736,2020-03-21,1,0,28107,2020-05-20,54.0,2.0,2020-05-30,70.0,3.0,2020-06-09,105.0,3.0,0,34229,7047,8514,4101,2809
2739,2020-03-21,1,0,28127,2020-05-20,79.0,0.0,2020-05-30,101.0,0.0,2020-06-09,112.0,0.0,0,27215,6069,4720,4903,2005
2742,2020-03-21,1,0,29101,2020-05-20,72.0,0.0,2020-05-30,76.0,0.0,2020-06-09,78.0,0.0,0,53941,8743,18829,7335,4630
2745,2020-03-21,1,0,28143,2020-05-20,45.0,2.0,2020-05-30,54.0,3.0,2020-06-09,60.0,3.0,0,10276,1747,3276,869,6600
2748,2020-03-21,1,0,28151,2020-05-20,139.0,4.0,2020-05-30,168.0,7.0,2020-06-09,221.0,8.0,22,48002,9825,14891,1842,2177
2751,2020-03-21,1,0,29013,2020-05-20,7.0,1.0,2020-05-30,7.0,1.0,2020-06-09,12.0,1.0,0,16405,4245,3738,3211,807
2754,2020-03-21,1,0,28145,2020-05-20,65.0,4.0,2020-05-30,83.0,5.0,2020-06-09,90.0,7.0,8,28202,6249,5863,4872,4806
2757,2020-03-21,1,0,35025,2020-05-20,18.0,0.0,2020-05-30,26.0,0.0,2020-06-09,33.0,0.0,8,69505,10775,27158,1821,3586
2760,2020-03-21,1,0,33017,2020-05-20,242.0,13.0,2020-05-30,268.0,13.0,2020-06-09,278.0,13.0,17,126552,25034,37478,25414,16823
2763,2020-03-21,1,0,51093,2020-05-20,120.0,3.0,2020-05-30,128.0,3.0,2020-06-09,149.0,8.0,0,36090,9254,5563,11686,4704
2766,2020-03-21,1,0,51117,2020-05-20,178.0,19.0,2020-05-30,217.0,21.0,2020-06-09,224.0,24.0,10,30959,9967,8848,3288,4360
2772,2020-03-21,1,0,51067,2020-05-20,30.0,1.0,2020-05-30,36.0,1.0,2020-06-09,41.0,1.0,4,56277,16636,13915,10772,2951
2775,2020-03-21,2,0,50011,2020-05-20,99.0,5.0,2020-05-30,99.0,5.0,2020-06-09,100.0,5.0,0,48816,10296,15807,8870,3100
2778,2020-03-21,2,0,50025,2020-05-20,77.0,3.0,2020-05-30,81.0,3.0,2020-06-09,83.0,3.0,0,43332,12533,17705,4009,6810
2781,2020-03-21,1,0,51003,2020-05-20,142.0,4.0,2020-05-30,187.0,8.0,2020-06-09,258.0,8.0,12,105105,24260,29135,18498,26737
2784,2020-03-21,1,0,51023,2020-05-20,31.0,3.0,2020-05-30,32.0,4.0,2020-06-09,40.0,4.0,0,33149,9316,5313,10565,4546
2787,2020-03-21,1,0,56007,2020-05-20,16.0,1.0,2020-05-30,16.0,1.0,2020-06-09,16.0,1.0,6,15689,3421,6751,913,680
2790,2020-03-21,4,0,28087,2020-05-20,135.0,6.0,2020-05-30,211.0,9.0,2020-06-09,277.0,9.0,18,59558,12035,20803,3844,6530
2793,2020-03-21,2,0,54051,2020-05-20,25.0,0.0,2020-05-30,29.0,0.0,2020-06-09,33.0,0.0,9,32006,9258,6797,6430,4701
2796,2020-03-21,1,0,54079,2020-05-20,30.0,0.0,2020-05-30,35.0,0.0,2020-06-09,40.0,0.0,0,56644,13622,12716,12945,8453
2799,2020-03-21,1,0,45053,2020-05-20,28.0,1.0,2020-05-30,41.0,2.0,2020-06-09,50.0,2.0,4,27465,6289,4910,6685,3431
2802,2020-03-21,1,0,45069,2020-05-20,80.0,0.0,2020-05-30,161.0,0.0,2020-06-09,211.0,3.0,0,27505,6373,5150,4274,2677
2805,2020-03-21,1,0,45071,2020-05-20,33.0,1.0,2020-05-30,60.0,1.0,2020-06-09,87.0,1.0,7,37914,9371,10296,5379,4794
2808,2020-03-21,2,0,45047,2020-05-20,72.0,1.0,2020-05-30,129.0,1.0,2020-06-09,198.0,4.0,30,69981,16269,22018,5679,6862
2811,2020-03-21,1,0,47017,2020-05-20,25.0,1.0,2020-05-30,27.0,1.0,2020-06-09,28.0,1.0,6,28137,7284,5458,5052,2469
2814,2020-03-21,1,0,47029,2020-05-20,20.0,0.0,2020-05-30,20.0,0.0,2020-06-09,22.0,0.0,5,35262,9766,7846,5767,1826
2817,2020-03-21,1,0,42093,2020-05-20,50.0,0.0,2020-05-30,50.0,0.0,2020-06-09,53.0,0.0,42,18302,5047,4509,3756,10919
2820,2020-03-21,1,0,45033,2020-05-20,135.0,2.0,2020-05-30,162.0,3.0,2020-06-09,189.0,4.0,6,31073,6605,7114,3528,2598
2823,2020-03-21,1,0,45037,2020-05-20,45.0,2.0,2020-05-30,51.0,2.0,2020-06-09,55.0,2.0,0,26620,6610,3964,5953,2979
2826,2020-03-21,1,0,48117,2020-05-20,139.0,7.0,2020-05-30,164.0,13.0,2020-06-09,183.0,13.0,0,18947,3234,7077,1215,1438
2829,2020-03-21,1,0,48069,2020-05-20,28.0,1.0,2020-05-30,33.0,1.0,2020-06-09,36.0,1.0,0,7891,1688,2353,865,418
2832,2020-03-21,1,0,48329,2020-05-20,123.0,12.0,2020-05-30,129.0,12.0,2020-06-09,177.0,13.0,48,159883,24676,65484,10222,23449
2835,2020-03-21,1,0,48359,2020-05-20,3.0,1.0,2020-05-30,3.0,1.0,2020-06-09,4.0,1.0,0,2083,388,490,278,480
2838,2020-03-21,2,0,48375,2020-05-20,2196.0,24.0,2020-05-30,2321.0,30.0,2020-06-09,2766.0,32.0,99,121230,19850,39867,12993,37036
2841,2020-03-21,1,0,47047,2020-05-20,95.0,2.0,2020-05-30,115.0,2.0,2020-06-09,159.0,2.0,0,39336,10782,5103,11733,3044
2844,2020-03-21,3,0,47123,2020-05-20,51.0,2.0,2020-05-30,62.0,2.0,2020-06-09,75.0,4.0,0,45698,12263,9623,6154,4286
2847,2020-03-21,5,0,47141,2020-05-20,286.0,5.0,2020-05-30,479.0,5.0,2020-06-09,569.0,6.0,38,75565,16721,25709,4191,10153
2850,2020-03-21,1,0,47145,2020-05-20,9.0,0.0,2020-05-30,16.0,0.0,2020-06-09,23.0,0.0,6,52926,15778,10433,9813,5344
2853,2020-03-21,2,0,47151,2020-05-20,11.0,0.0,2020-05-30,12.0,0.0,2020-06-09,13.0,0.0,0,21949,4657,5544,2051,694
2856,2020-03-21,1,0,48021,2020-05-20,152.0,2.0,2020-05-30,204.0,3.0,2020-06-09,270.0,4.0,0,80306,16787,14211,17580,3973
2859,2020-03-21,1,0,28085,2020-05-20,222.0,18.0,2020-05-30,256.0,28.0,2020-06-09,308.0,32.0,5,34542,7781,8491,4350,2945
2862,2020-03-21,2,0,12083,2020-05-20,228.0,5.0,2020-05-30,244.0,7.0,2020-06-09,284.0,8.0,110,343778,119425,93101,19604,11785
2865,2020-03-21,1,0,12107,2020-05-20,135.0,3.0,2020-05-30,150.0,5.0,2020-06-09,175.0,6.0,10,72435,21116,16392,7464,3520
2868,2020-03-21,1,0,12111,2020-05-20,336.0,28.0,2020-05-30,463.0,30.0,2020-06-09,669.0,31.0,69,298763,87591,73223,36216,12783
2871,2020-03-21,2,0,13009,2020-05-20,296.0,14.0,2020-05-30,343.0,26.0,2020-06-09,393.0,29.0,12,45527,9287,11805,3975,4649
2874,2020-03-21,1,0,12005,2020-05-20,86.0,3.0,2020-05-30,97.0,3.0,2020-06-09,133.0,4.0,77,180117,40210,74077,4691,6347
2877,2020-03-21,1,0,12055,2020-05-20,107.0,8.0,2020-05-30,127.0,9.0,2020-06-09,150.0,9.0,38,100177,41387,26971,3697,2669
2880,2020-03-21,1,0,13187,2020-05-20,88.0,1.0,2020-05-30,99.0,1.0,2020-06-09,103.0,1.0,0,31567,7478,6910,7215,2511
2883,2020-03-21,1,0,1093,2020-05-20,108.0,10.0,2020-05-30,121.0,11.0,2020-06-09,130.0,11.0,4,30058,8196,7622,3706,2984
2886,2020-03-21,3,0,4001,2020-05-20,1080.0,22.0,2020-05-30,1491.0,35.0,2020-06-09,1747.0,49.0,0,71602,14107,14377,3724,2318
2889,2020-03-21,1,0,4003,2020-05-20,46.0,1.0,2020-05-30,72.0,3.0,2020-06-09,156.0,5.0,12,126516,35231,45069,2399,3089
2892,2020-03-21,2,0,6115,2020-05-20,28.0,1.0,2020-05-30,30.0,1.0,2020-06-09,32.0,1.0,24,74644,12327,12513,13600,11305
2895,2020-03-21,2,0,8015,2020-05-20,69.0,18.0,2020-05-30,72.0,20.0,2020-06-09,78.0,20.0,2,18818,6312,7322,650,860
2898,2020-03-21,3,0,8039,2020-05-20,48.0,2.0,2020-05-30,52.0,2.0,2020-06-09,57.0,2.0,0,24553,5592,4171,8053,1306
2901,2020-03-21,1,0,8053,2020-05-20,3.0,0.0,2020-05-30,3.0,0.0,2020-06-09,3.0,0.0,0,820,329,392,50,19
2904,2020-03-21,1,0,8085,2020-05-20,136.0,11.0,2020-05-30,169.0,12.0,2020-06-09,190.0,12.0,8,40908,12041,13623,2797,1705
2907,2020-03-21,2,0,6093,2020-05-20,6.0,0.0,2020-05-30,7.0,0.0,2020-06-09,14.0,0.0,4,43530,14018,14730,935,1579
2910,2020-03-21,1,0,6007,2020-05-20,30.0,0.0,2020-05-30,44.0,0.0,2020-06-09,71.0,1.0,43,225207,53616,79201,7346,7843
2913,2020-03-21,2,0,6017,2020-05-20,67.0,0.0,2020-05-30,90.0,0.0,2020-06-09,111.0,0.0,28,185015,49939,43057,34018,12950
2916,2020-03-21,1,0,17037,2020-05-20,276.0,3.0,2020-05-30,416.0,4.0,2020-06-09,482.0,12.0,16,104473,16887,30170,19672,11100
2919,2020-03-21,1,0,25019,2020-05-20,12.0,0.0,2020-05-30,13.0,0.0,2020-06-09,13.0,0.0,0,10912,2283,5796,234,502
2922,2020-03-21,1,0,24043,2020-05-20,364.0,9.0,2020-05-30,456.0,13.0,2020-06-09,545.0,17.0,48,149546,33148,44286,21743,24467
2925,2020-03-21,1,0,26005,2020-05-20,191.0,5.0,2020-05-30,217.0,6.0,2020-06-09,273.0,6.0,0,114145,24717,22783,27570,18353
2928,2020-03-21,1,0,26015,2020-05-20,57.0,1.0,2020-05-30,62.0,2.0,2020-06-09,87.0,2.0,0,59607,14931,10646,15501,3070
2931,2020-03-21,2,0,26021,2020-05-20,552.0,34.0,2020-05-30,618.0,49.0,2020-06-09,869.0,57.0,20,154948,39067,54884,12630,12434
2934,2020-03-21,1,0,26025,2020-05-20,320.0,19.0,2020-05-30,365.0,22.0,2020-06-09,470.0,26.0,32,134327,31227,44776,10799,17083
2937,2020-03-21,1,0,26035,2020-05-20,17.0,2.0,2020-05-30,18.0,2.0,2020-06-09,23.0,2.0,0,30597,9532,5912,4403,2201
2940,2020-03-21,1,0,24039,2020-05-20,64.0,1.0,2020-05-30,73.0,2.0,2020-06-09,77.0,3.0,0,25801,5570,4136,3759,2682
2943,2020-03-21,1,0,22101,2020-05-20,281.0,29.0,2020-05-30,317.0,30.0,2020-06-09,342.0,32.0,15,52578,11173,17129,3687,8037
2946,2020-03-21,1,0,23023,2020-05-20,28.0,0.0,2020-05-30,30.0,0.0,2020-06-09,30.0,0.0,0,35149,9471,8134,9229,8274
2949,2020-03-21,1,0,24011,2020-05-20,210.0,0.0,2020-05-30,253.0,0.0,2020-06-09,273.0,1.0,0,32785,6877,5756,9271,2963
2952,2020-03-21,1,0,27157,2020-05-20,16.0,0.0,2020-05-30,18.0,0.0,2020-06-09,20.0,0.0,0,21490,5929,5768,5317,1948
2955,2020-03-21,1,0,28007,2020-05-20,259.0,10.0,2020-05-30,292.0,16.0,2020-06-09,319.0,21.0,0,18731,4680,4051,2509,877
2958,2020-03-21,1,0,28025,2020-05-20,86.0,3.0,2020-05-30,112.0,4.0,2020-06-09,137.0,4.0,6,19990,4730,4139,3340,1947
2961,2020-03-21,2,0,27147,2020-05-20,116.0,0.0,2020-05-30,159.0,0.0,2020-06-09,173.0,0.0,0,36612,8393,14113,4004,5946
2964,2020-03-21,1,0,28043,2020-05-20,63.0,2.0,2020-05-30,89.0,3.0,2020-06-09,133.0,4.0,5,21379,4746,6311,1648,3005
2967,2020-03-21,3,0,28057,2020-05-20,81.0,7.0,2020-05-30,87.0,7.0,2020-06-09,93.0,8.0,0,23439,5355,3953,5212,2198
2970,2020-03-21,1,0,28079,2020-05-20,367.0,7.0,2020-05-30,421.0,12.0,2020-06-09,469.0,12.0,0,22936,4515,3793,4384,2023
2973,2020-03-21,1,0,28039,2020-05-20,19.0,1.0,2020-05-30,25.0,1.0,2020-06-09,32.0,2.0,6,23545,4774,3809,4256,1018
2976,2020-03-21,1,0,27137,2020-05-20,110.0,13.0,2020-05-30,118.0,14.0,2020-06-09,119.0,14.0,179,200294,50288,84613,9555,17360
2979,2020-03-21,1,0,26145,2020-05-20,957.0,100.0,2020-05-30,1029.0,108.0,2020-06-09,1137.0,115.0,133,193803,47390,63597,15486,27153
2982,2020-03-21,1,0,26157,2020-05-20,174.0,22.0,2020-05-30,187.0,23.0,2020-06-09,205.0,25.0,0,53569,14012,11306,11372,3353
2985,2020-03-21,1,0,26165,2020-05-20,11.0,2.0,2020-05-30,11.0,3.0,2020-06-09,18.0,3.0,6,32915,8300,9802,3442,5233
2988,2020-03-21,1,0,27039,2020-05-20,40.0,0.0,2020-05-30,52.0,0.0,2020-06-09,55.0,0.0,0,20485,4015,4195,6541,2287
2991,2020-03-21,1,0,27063,2020-05-20,36.0,0.0,2020-05-30,39.0,0.0,2020-06-09,42.0,0.0,0,10104,2709,3941,1498,1663
2994,2020-03-21,1,0,18103,2020-05-20,134.0,1.0,2020-05-30,142.0,1.0,2020-06-09,156.0,1.0,4,36035,7957,7242,7210,2697
2997,2020-03-21,1,0,18061,2020-05-20,176.0,20.0,2020-05-30,196.0,24.0,2020-06-09,200.0,24.0,4,39450,9441,8041,9931,3232
3000,2020-03-21,1,0,18175,2020-05-20,52.0,1.0,2020-05-30,52.0,1.0,2020-06-09,52.0,1.0,0,27807,6355,5394,6225,1005
3003,2020-03-21,1,0,19065,2020-05-20,25.0,0.0,2020-05-30,27.0,0.0,2020-06-09,28.0,0.0,0,20139,5519,7076,2728,1858
3006,2020-03-21,1,0,19087,2020-05-20,49.0,1.0,2020-05-30,71.0,1.0,2020-06-09,73.0,2.0,0,19865,4736,6405,2495,2417
3009,2020-03-21,1,0,18059,2020-05-20,306.0,27.0,2020-05-30,335.0,28.0,2020-06-09,371.0,29.0,24,72776,15514,13121,21747,8607
3012,2020-03-21,1,1,18035,2020-05-20,297.0,24.0,2020-05-30,386.0,37.0,2020-06-09,402.0,43.0,36,115938,25540,41029,9472,11563
3015,2020-03-21,1,0,18039,2020-05-20,782.0,27.0,2020-05-30,1268.0,30.0,2020-06-09,1826.0,31.0,35,202924,38669,77049,12355,36707
3018,2020-03-21,3,0,19113,2020-05-20,902.0,73.0,2020-05-30,952.0,76.0,2020-06-09,1002.0,80.0,44,220008,45693,101384,11205,22435
3021,2020-03-21,1,0,21215,2020-05-20,16.0,0.0,2020-05-30,22.0,0.0,2020-06-09,25.0,0.0,0,18012,3154,1284,7237,614
3024,2020-03-21,1,0,22009,2020-05-20,96.0,9.0,2020-05-30,125.0,9.0,2020-06-09,175.0,9.0,2,41095,9096,10040,4634,1178
3027,2020-03-21,1,0,22011,2020-05-20,52.0,4.0,2020-05-30,66.0,4.0,2020-06-09,114.0,4.0,6,36598,7788,7697,6566,2275
3030,2020-03-21,1,0,22013,2020-05-20,84.0,20.0,2020-05-30,144.0,23.0,2020-06-09,157.0,24.0,0,13806,3706,2459,2596,2166
3033,2020-03-21,1,0,22027,2020-05-20,58.0,10.0,2020-05-30,66.0,10.0,2020-06-09,70.0,10.0,4,16296,3960,3430,2151,957
3036,2020-03-21,2,0,22039,2020-05-20,67.0,1.0,2020-05-30,78.0,1.0,2020-06-09,85.0,1.0,24,33750,6942,6273,4362,1894
3039,2020-03-21,2,0,22073,2020-05-20,980.0,34.0,2020-05-30,1219.0,41.0,2020-06-09,1543.0,56.0,88,156433,30466,57604,5988,11688
3042,2020-03-21,1,0,21151,2020-05-20,45.0,1.0,2020-05-30,55.0,1.0,2020-06-09,73.0,1.0,12,88376,16155,27748,10968,8646
3045,2020-03-21,1,1,21005,2020-05-20,15.0,1.0,2020-05-30,18.0,1.0,2020-06-09,25.0,1.0,0,22017,4689,3756,6786,1205
3048,2020-03-21,1,0,19169,2020-05-20,83.0,1.0,2020-05-30,111.0,1.0,2020-06-09,157.0,2.0,14,95888,14980,40123,9021,11644
3051,2020-03-22,1,0,37165,2020-05-21,59.0,0.0,2020-05-31,85.0,0.0,2020-06-10,99.0,1.0,8,35445,8246,7468,3542,4775
3054,2020-03-22,1,0,37155,2020-05-21,643.0,13.0,2020-05-31,824.0,22.0,2020-06-10,1001.0,31.0,25,134187,26448,33697,13140,8986
3057,2020-03-22,1,0,37127,2020-05-21,160.0,3.0,2020-05-31,204.0,4.0,2020-06-10,248.0,4.0,21,94125,22363,26786,12940,15268
3060,2020-03-22,9,0,37179,2020-05-21,373.0,17.0,2020-05-31,442.0,20.0,2020-06-10,616.0,22.0,14,222095,36152,48569,49491,17988
3063,2020-03-22,1,0,39019,2020-05-21,26.0,2.0,2020-05-31,31.0,3.0,2020-06-10,36.0,3.0,0,27825,7474,5284,7049,2439
3066,2020-03-22,1,0,39027,2020-05-21,43.0,0.0,2020-05-31,43.0,1.0,2020-06-10,49.0,0.0,6,41869,9347,11412,6594,6917
3069,2020-03-22,1,0,37105,2020-05-21,344.0,3.0,2020-05-31,455.0,4.0,2020-06-10,554.0,4.0,8,59805,12481,17456,7425,9501
3072,2020-03-22,4,0,37039,2020-05-21,20.0,1.0,2020-05-31,20.0,1.0,2020-06-10,21.0,1.0,0,27463,9952,7317,1963,2196
3075,2020-03-22,1,0,37089,2020-05-21,302.0,41.0,2020-05-31,344.0,45.0,2020-06-10,403.0,49.0,27,112156,35451,29827,15285,9967
3078,2020-03-22,1,0,37077,2020-05-21,222.0,6.0,2020-05-31,306.0,10.0,2020-06-10,610.0,14.0,6,58503,13167,10372,13337,10482
3081,2020-03-22,1,0,37059,2020-05-21,57.0,2.0,2020-05-31,98.0,2.0,2020-06-10,126.0,2.0,0,41766,11078,7289,10662,3418
3084,2020-03-22,2,0,37051,2020-05-21,524.0,14.0,2020-05-31,691.0,17.0,2020-06-10,811.0,30.0,48,332766,52166,128640,13315,42049
3087,2020-03-22,1,0,40101,2020-05-21,32.0,6.0,2020-05-31,48.0,6.0,2020-06-10,67.0,7.0,24,69471,15273,21563,5002,8403
3090,2020-03-22,1,0,40103,2020-05-21,7.0,0.0,2020-05-31,7.0,0.0,2020-06-10,7.0,0.0,0,11421,2862,3207,1841,1738
3093,2020-03-22,1,0,36089,2020-05-21,195.0,2.0,2020-05-31,204.0,2.0,2020-06-10,209.0,2.0,20,110817,24432,39158,4539,2759
3096,2020-03-22,1,0,39063,2020-05-21,47.0,1.0,2020-05-31,50.0,1.0,2020-06-10,60.0,1.0,34,75508,16816,30030,6694,15814
3099,2020-03-22,1,0,39053,2020-05-21,7.0,1.0,2020-05-31,8.0,1.0,2020-06-10,9.0,1.0,14,30203,7248,9063,2701,2851
3102,2020-03-22,1,0,39057,2020-05-21,86.0,5.0,2020-05-31,101.0,5.0,2020-06-10,122.0,6.0,20,164825,36821,44588,32446,36993
3105,2020-03-22,1,0,39173,2020-05-21,259.0,43.0,2020-05-31,294.0,46.0,2020-06-10,312.0,49.0,10,129504,25640,34924,28589,31173
3108,2020-03-22,1,0,39133,2020-05-21,303.0,55.0,2020-05-31,325.0,57.0,2020-06-10,346.0,58.0,16,162080,34412,38280,40353,22553
3111,2020-03-22,1,0,31047,2020-05-21,813.0,7.0,2020-05-31,838.0,7.0,2020-06-10,844.0,8.0,0,23925,4804,10477,1646,1427
3114,2020-03-22,1,0,28137,2020-05-21,58.0,1.0,2020-05-31,94.0,1.0,2020-06-10,118.0,1.0,0,28333,5924,5039,5979,1765
3117,2020-03-22,2,0,28133,2020-05-21,71.0,3.0,2020-05-31,84.0,3.0,2020-06-10,109.0,4.0,0,26915,4684,5591,2612,2253
3120,2020-03-22,1,0,28115,2020-05-21,26.0,2.0,2020-05-31,35.0,3.0,2020-06-10,64.0,3.0,0,31075,6065,6970,6297,3631
3123,2020-03-22,2,0,28105,2020-05-21,114.0,8.0,2020-05-31,239.0,12.0,2020-06-10,327.0,17.0,6,49392,7290,15510,3696,4669
3126,2020-03-22,1,0,28097,2020-05-21,76.0,1.0,2020-05-31,85.0,1.0,2020-06-10,88.0,1.0,0,10309,2723,1712,1849,1221
3129,2020-03-22,1,0,28155,2020-05-21,25.0,1.0,2020-05-31,69.0,2.0,2020-06-10,99.0,8.0,0,9868,2204,1557,1883,670
3132,2020-03-22,1,0,36023,2020-05-21,36.0,0.0,2020-05-31,41.0,0.0,2020-06-10,42.0,0.0,12,48334,10162,16662,6832,5513
3135,2020-03-22,1,0,36053,2020-05-21,294.0,3.0,2020-05-31,316.0,4.0,2020-06-10,331.0,4.0,6,71760,16941,16374,16065,7688
