fips,county_name,total_population,pop_under18,pop_over65,median_age
1001,"Autauga County, Alabama",55200,13369,8050,37.8
1003,"Baldwin County, Alabama",208107,45677,40665,42.8
1005,"Barbour County, Alabama",25782,5436,4634,39.9
1007,"Bibb County, Alabama",22527,4659,3661,39.9
1009,"Blount County, Alabama",57645,13468,10233,40.8
1011,"Bullock County, Alabama",10352,2150,1616,39.6
1013,"Butler County, Alabama",20025,4566,3806,40.7
1015,"Calhoun County, Alabama",115098,25196,19386,39.7
1017,"Chambers County, Alabama",33826,7006,6409,43
1019,"Cherokee County, Alabama",25853,5286,5621,45.9
1021,"Chilton County, Alabama",43930,10647,6927,38.6
1023,"Choctaw County, Alabama",13075,2650,2884,46.1
1025,"Clarke County, Alabama",24387,5389,4626,42.3
1027,"Clay County, Alabama",13378,2819,2652,43.7
1029,"Cleburne County, Alabama",14938,3438,2803,42.5
1031,"Coffee County, Alabama",51288,12161,8375,39.3
1033,"Colbert County, Alabama",54495,11608,10502,42.7
1035,"Conecuh County, Alabama",12514,2651,2707,44.8
1037,"Coosa County, Alabama",10855,1850,2368,46.9
1039,"Covington County, Alabama",37351,8190,7650,43.9
1041,"Crenshaw County, Alabama",13865,3116,2542,41.5
1043,"Cullman County, Alabama",82313,18572,14803,40.6
1045,"Dale County, Alabama",49255,11506,7939,37.5
1047,"Dallas County, Alabama",40029,9780,6705,39.5
1049,"DeKalb County, Alabama",71200,17480,11619,39.3
1051,"Elmore County, Alabama",81212,18239,11770,38.6
1053,"Escambia County, Alabama",37328,8328,6476,39.7
1055,"Etowah County, Alabama",102939,22281,18877,41.3
1057,"Fayette County, Alabama",16585,3562,3392,43.8
1059,"Franklin County, Alabama",31542,7806,5100,37.6
1061,"Geneva County, Alabama",26491,5856,5152,42.4
1063,"Greene County, Alabama",8426,1862,1716,42.5
1065,"Hale County, Alabama",14887,3481,2717,39.2
1067,"Henry County, Alabama",17124,3587,3696,44.1
1069,"Houston County, Alabama",104352,24386,17615,39.8
1071,"Jackson County, Alabama",52094,11159,9972,43.3
1073,"Jefferson County, Alabama",659892,151658,99146,37.7
1075,"Lamar County, Alabama",13933,3065,2938,44.5
1077,"Lauderdale County, Alabama",92585,18522,17876,41.4
1079,"Lawrence County, Alabama",33171,7232,5787,42.2
1081,"Lee County, Alabama",159287,34202,17739,31.4
1083,"Limestone County, Alabama",93052,21412,13723,39.5
1085,"Lowndes County, Alabama",10236,2330,1828,41.6
1087,"Macon County, Alabama",19054,3411,3542,38
1089,"Madison County, Alabama",357560,79195,51308,38.5
1091,"Marengo County, Alabama",19538,4468,3690,42.7
1093,"Marion County, Alabama",29965,6316,6219,44.3
1095,"Marshall County, Alabama",95145,23654,15941,38.7
1097,"Mobile County, Alabama",414659,98337,63650,37.6
1099,"Monroe County, Alabama",21512,4920,4060,42.3
1101,"Montgomery County, Alabama",226941,53669,32183,36.2
1103,"Morgan County, Alabama",119122,27384,19865,40.4
1105,"Perry County, Alabama",9486,2069,1764,37.7
1107,"Pickens County, Alabama",20298,4002,3729,42.4
1109,"Pike County, Alabama",33403,6539,4886,30.8
1111,"Randolph County, Alabama",22574,4914,4512,42.7
1113,"Russell County, Alabama",58213,14358,7776,35.9
1115,"St. Clair County, Alabama",87306,19998,13891,40.3
1117,"Shelby County, Alabama",211261,50611,30125,38.9
1119,"Sumter County, Alabama",12985,2522,2198,35.8
1121,"Talladega County, Alabama",80565,17348,13757,41.1
1123,"Tallapoosa County, Alabama",40636,8574,8274,43.7
1125,"Tuscaloosa County, Alabama",206213,43176,25685,32.7
1127,"Walker County, Alabama",64493,14353,12024,42.4
1129,"Washington County, Alabama",16643,3703,3038,43.6
1131,"Wilcox County, Alabama",10809,2642,1985,40.8
1133,"Winston County, Alabama",23875,4992,5027,44.9
2013,"Aleutians East Borough, Alaska",3425,488,302,42.7
2016,"Aleutians West Census Area, Alaska",5750,963,334,37.6
2020,"Anchorage Municipality, Alaska",296112,73197,29492,33.2
2050,"Bethel Census Area, Alaska",18040,6447,1284,27.1
2060,"Bristol Bay Borough, Alaska",890,194,85,41.8
2068,"Denali Borough, Alaska",2232,257,162,43.1
2070,"Dillingham Census Area, Alaska",4975,1536,430,30.3
2090,"Fairbanks North Star Borough, Alaska",99653,24155,9124,31.1
2100,"Haines Borough, Alaska",2518,558,614,44.9
2105,"Hoonah-Angoon Census Area, Alaska",2132,330,415,50.2
2110,"Juneau City and Borough, Alaska",32330,6982,3877,38.1
2122,"Kenai Peninsula Borough, Alaska",58220,13279,9092,40.8
2130,"Ketchikan Gateway Borough, Alaska",13804,3080,1950,39.6
2150,"Kodiak Island Borough, Alaska",13649,3574,1248,33.5
2158,"Kusilvak Census Area, Alaska",8198,3320,456,23.8
2164,"Lake and Peninsula Borough, Alaska",1375,373,109,33.5
2170,"Matanuska-Susitna Borough, Alaska",103464,28102,11030,35
2180,"Nome Census Area, Alaska",9925,3404,742,28.1
2185,"North Slope Borough, Alaska",9797,2540,627,34.8
2188,"Northwest Arctic Borough, Alaska",7734,2720,596,27.2
2195,"Petersburg Borough, Alaska",3255,734,701,41
2198,"Prince of Wales-Hyder Census Area, Alaska",6474,1538,960,41
2220,"Sitka City and Borough, Alaska",8738,1939,1268,38.8
2230,"Skagway Municipality, Alaska",1061,185,120,38.5
2240,"Southeast Fairbanks Census Area, Alaska",6876,1866,886,36.3
2261,"Valdez-Cordova Census Area, Alaska",9301,2199,1152,39
2275,"Wrangell City and Borough, Alaska",2484,493,548,49.5
2282,"Yakutat City and Borough, Alaska",689,187,85,36.4
2290,"Yukon-Koyukuk Census Area, Alaska",5415,1498,739,35.3
4001,"Apache County, Arizona",71522,19831,10420,34.7
4003,"Cochise County, Arizona",126279,27796,26550,40.6
4005,"Coconino County, Arizona",140217,29647,16259,30.6
4007,"Gila County, Arizona",53400,10849,14783,49.7
4009,"Graham County, Arizona",37879,10333,5012,33.3
4011,"Greenlee County, Arizona",9504,2639,1155,34.2
4012,"La Paz County, Arizona",20701,3413,7847,56
4013,"Maricopa County, Arizona",4253913,1042245,615277,36.1
4015,"Mohave County, Arizona",206064,36884,59337,50.9
4017,"Navajo County, Arizona",108705,29680,18351,36.4
4019,"Pima County, Arizona",1019722,218448,190252,38.3
4021,"Pinal County, Arizona",419721,98104,80907,38.9
4023,"Santa Cruz County, Arizona",46584,12872,7891,36.6
4025,"Yavapai County, Arizona",224645,37771,66850,52.9
4027,"Yuma County, Arizona",207829,53271,37429,34.3
5001,"Arkansas County, Arkansas",18124,4176,3342,41.4
5003,"Ashley County, Arkansas",20537,4781,3980,41.7
5005,"Baxter County, Arkansas",41219,7226,12650,52.1
5007,"Benton County, Arkansas",258980,69288,33925,35.3
5009,"Boone County, Arkansas",37288,8513,7491,42.4
5011,"Bradley County, Arkansas",10948,2598,2014,40.2
5013,"Calhoun County, Arkansas",5202,1037,1082,45.5
5015,"Carroll County, Arkansas",27887,6132,6102,44.8
5017,"Chicot County, Arkansas",10826,2456,2112,42.7
5019,"Clark County, Arkansas",22385,4266,3593,34.1
5021,"Clay County, Arkansas",15061,3316,3139,43
5023,"Cleburne County, Arkansas",25230,4799,6697,49.4
5025,"Cleveland County, Arkansas",8226,1862,1650,42.7
5027,"Columbia County, Arkansas",23892,5065,4035,36
5029,"Conway County, Arkansas",20906,4784,3931,41.7
5031,"Craighead County, Arkansas",105701,26195,14104,34.1
5033,"Crawford County, Arkansas",62472,15486,10068,38.7
5035,"Crittenden County, Arkansas",49013,13447,6495,35.1
5037,"Cross County, Arkansas",16998,4083,3052,41.2
5039,"Dallas County, Arkansas",7432,1696,1580,43.7
5041,"Desha County, Arkansas",11887,3054,2156,39.1
5043,"Drew County, Arkansas",18502,4023,3091,37
5045,"Faulkner County, Arkansas",122416,28726,14488,32.5
5047,"Franklin County, Arkansas",17780,4172,3361,41.3
5049,"Fulton County, Arkansas",12139,2487,3071,48.1
5051,"Garland County, Arkansas",98296,20063,22442,44.9
5053,"Grant County, Arkansas",18086,4149,3116,40.4
5055,"Greene County, Arkansas",44623,10991,6946,37.9
5057,"Hempstead County, Arkansas",22018,5715,3873,39.9
5059,"Hot Spring County, Arkansas",33520,7007,6148,41.3
5061,"Howard County, Arkansas",13389,3451,2338,38.8
5063,"Independence County, Arkansas",37264,8897,6398,39.4
5065,"Izard County, Arkansas",13559,2461,3380,48
5067,"Jackson County, Arkansas",17225,3473,2985,39.9
5069,"Jefferson County, Arkansas",70424,15772,11468,38.8
5071,"Johnson County, Arkansas",26291,6388,4209,38
5073,"Lafayette County, Arkansas",6915,1364,1578,46.3
5075,"Lawrence County, Arkansas",16669,3730,3206,41.1
5077,"Lee County, Arkansas",9398,1773,1731,41.8
5079,"Lincoln County, Arkansas",13695,2374,2002,38.6
5081,"Little River County, Arkansas",12417,2748,2535,42.6
5083,"Logan County, Arkansas",21757,4825,4184,41.5
5085,"Lonoke County, Arkansas",72206,18874,9272,36.1
5087,"Madison County, Arkansas",16076,3811,2962,42.6
5089,"Marion County, Arkansas",16438,3049,4496,51.7
5091,"Miller County, Arkansas",43759,10433,7000,38.9
5093,"Mississippi County, Arkansas",42831,11400,6028,36.2
5095,"Monroe County, Arkansas",7249,1476,1626,47
5097,"Montgomery County, Arkansas",8993,1696,2393,50
5099,"Nevada County, Arkansas",8440,1914,1680,44.8
5101,"Newton County, Arkansas",7848,1550,1929,49.1
5103,"Ouachita County, Arkansas",24106,5451,4602,42.3
5105,"Perry County, Arkansas",10322,2353,1957,43.5
5107,"Phillips County, Arkansas",19034,4956,3346,38.5
5109,"Pike County, Arkansas",10808,2349,2177,42.8
5111,"Poinsett County, Arkansas",24054,5736,4198,39.7
5113,"Polk County, Arkansas",20163,4701,4471,43.7
5115,"Pope County, Arkansas",63644,14579,9589,35
5117,"Prairie County, Arkansas",8244,1681,1890,46.2
5119,"Pulaski County, Arkansas",393463,92276,56988,36.9
5121,"Randolph County, Arkansas",17603,4025,3482,41.5
5123,"St. Francis County, Arkansas",26294,5773,3984,38.9
5125,"Saline County, Arkansas",118009,27906,20250,39.2
5127,"Scott County, Arkansas",10442,2706,2077,41
5129,"Searcy County, Arkansas",7923,1594,1961,47.6
5131,"Sebastian County, Arkansas",127461,30879,19388,37.5
5133,"Sevier County, Arkansas",17193,4938,2424,34.9
5135,"Sharp County, Arkansas",17043,3623,4379,47.4
5137,"Stone County, Arkansas",12446,2474,3283,49.8
5139,"Union County, Arkansas",39732,9560,6727,40.1
5141,"Van Buren County, Arkansas",16684,3347,4223,47.9
5143,"Washington County, Arkansas",228529,56586,25435,31.8
5145,"White County, Arkansas",78804,18585,12425,36.6
5147,"Woodruff County, Arkansas",6660,1442,1483,45.6
5149,"Yell County, Arkansas",21573,5371,3663,39.3
6001,"Alameda County, California",1643700,344513,215917,37.4
6003,"Alpine County, California",1146,239,293,44.3
6005,"Amador County, California",37829,5822,9952,50.5
6007,"Butte County, California",227075,45658,40219,37.1
6009,"Calaveras County, California",45235,7768,12214,52.1
6011,"Colusa County, California",21464,5883,2966,35.1
6013,"Contra Costa County, California",1133247,261300,169782,39.4
6015,"Del Norte County, California",27424,5954,4585,38.6
6017,"El Dorado County, California",186661,38016,36751,45.8
6019,"Fresno County, California",978130,279979,114438,32
6021,"Glenn County, California",27897,7470,4300,36.6
6023,"Humboldt County, California",135768,26259,22647,38
6025,"Imperial County, California",180216,51676,22446,32.4
6027,"Inyo County, California",18085,3635,4148,45.7
6029,"Kern County, California",883053,257750,92005,31.5
6031,"Kings County, California",150075,40935,14567,31.7
6033,"Lake County, California",64148,13290,13941,45.6
6035,"Lassen County, California",31185,4926,4157,36
6037,"Los Angeles County, California",10098052,2246521,1299277,36.2
6039,"Madera County, California",155013,42814,20797,33.9
6041,"Marin County, California",260295,52908,54625,46.5
6043,"Mariposa County, California",17540,2865,4690,51.4
6045,"Mendocino County, California",87422,18891,17845,42.8
6047,"Merced County, California",269075,80062,29320,30.9
6049,"Modoc County, California",8938,1733,2293,47.7
6051,"Mono County, California",14174,2689,2030,38.3
6053,"Monterey County, California",433212,114125,55515,34.1
6055,"Napa County, California",140530,29894,25360,41.1
6057,"Nevada County, California",99092,17189,25177,50.1
6059,"Orange County, California",3164182,711188,440488,37.8
6061,"Placer County, California",380077,85719,71099,41.9
6063,"Plumas County, California",18699,3063,4988,52.2
6065,"Riverside County, California",2383286,613808,328609,35.3
6067,"Sacramento County, California",1510023,362761,202207,36
6069,"San Benito County, California",59416,15603,7194,35.5
6071,"San Bernardino County, California",2135413,572852,233343,33.1
6073,"San Diego County, California",3302833,726344,439595,35.6
6075,"San Francisco County, California",870044,116897,131438,38.2
6077,"San Joaquin County, California",732212,201506,89461,34.1
6079,"San Luis Obispo County, California",281455,50492,52758,39.1
6081,"San Mateo County, California",765935,161248,117867,39.6
6083,"Santa Barbara County, California",443738,99117,64775,33.7
6085,"Santa Clara County, California",1922200,432684,246908,37
6087,"Santa Cruz County, California",273765,53761,41001,37.4
6089,"Shasta County, California",179085,38673,35621,41.8
6091,"Sierra County, California",2930,441,853,55.5
6093,"Siskiyou County, California",43540,8797,10463,48
6095,"Solano County, California",438530,98813,64390,37.9
6097,"Sonoma County, California",501317,100818,91097,41.7
6099,"Stanislaus County, California",539301,146907,67770,34
6101,"Sutter County, California",95872,25116,14228,35.7
6103,"Tehama County, California",63373,15178,11965,40.9
6105,"Trinity County, California",12862,2172,3389,51.8
6107,"Tulare County, California",460477,143528,50391,30.8
6109,"Tuolumne County, California",53932,9013,13351,48.4
6111,"Ventura County, California",848112,199599,123435,37.9
6113,"Yolo County, California",214977,45919,25441,31
6115,"Yuba County, California",75493,20874,9075,32.5
8001,"Adams County, Colorado",497115,135444,49181,33.6
8003,"Alamosa County, Colorado",16444,3932,2113,30.4
8005,"Arapahoe County, Colorado",636671,153460,78627,36.5
8007,"Archuleta County, Colorado",12908,2209,3168,50.6
8009,"Baca County, Colorado",3563,739,923,47.7
8011,"Bent County, Colorado",5809,894,1005,41
8013,"Boulder County, Colorado",321030,62925,42068,36.2
8014,"Broomfield County, Colorado",66120,15692,8499,37.7
8015,"Chaffee County, Colorado",19164,2979,4670,49.1
8017,"Cheyenne County, Colorado",2039,692,245,35.9
8019,"Clear Creek County, Colorado",9379,1472,1769,47.8
8021,"Conejos County, Colorado",8142,2210,1466,39.4
8023,"Costilla County, Colorado",3687,671,987,51.3
8025,"Crowley County, Colorado",5630,717,724,35.6
8027,"Custer County, Colorado",4640,800,1685,58.4
8029,"Delta County, Colorado",30346,6176,7499,47.6
8031,"Denver County, Colorado",693417,139801,78751,34.4
8033,"Dolores County, Colorado",1841,356,471,51.8
8035,"Douglas County, Colorado",328614,89484,35801,38.4
8037,"Eagle County, Colorado",54357,12118,5482,36.5
8039,"Elbert County, Colorado",25162,5514,3689,46.1
8041,"El Paso County, Colorado",688153,168985,83244,34.1
8043,"Fremont County, Colorado",47002,7757,9807,44.9
8045,"Garfield County, Colorado",58538,15028,7034,36.3
8047,"Gilpin County, Colorado",5924,962,858,45.7
8049,"Grand County, Colorado",15066,2647,2423,43.5
8051,"Gunnison County, Colorado",16537,2929,2044,34.5
8053,"Hinsdale County, Colorado",878,139,241,57.5
8055,"Huerfano County, Colorado",6583,1063,2033,55.1
8057,"Jackson County, Colorado",1296,248,288,50.9
8059,"Jefferson County, Colorado",570427,115926,88707,40.4
8061,"Kiowa County, Colorado",1449,417,285,40.4
8063,"Kit Carson County, Colorado",7635,1791,1378,38.5
8065,"Lake County, Colorado",7585,1267,886,37.8
8067,"La Plata County, Colorado",55101,10565,8634,39.9
8069,"Larimer County, Colorado",338161,67812,49587,35.9
8071,"Las Animas County, Colorado",14179,2547,3253,46.1
8073,"Lincoln County, Colorado",5548,1110,951,37.9
8075,"Logan County, Colorado",21689,4637,3647,38.4
8077,"Mesa County, Colorado",149998,33006,26902,39.1
8079,"Mineral County, Colorado",823,78,250,58.6
8081,"Moffat County, Colorado",13060,3381,1816,37.8
8083,"Montezuma County, Colorado",25909,5799,5353,44.4
8085,"Montrose County, Colorado",41268,9090,9249,45.1
8087,"Morgan County, Colorado",28257,7419,4320,36.3
8089,"Otero County, Colorado",18325,4289,3616,40.2
8091,"Ouray County, Colorado",4722,690,1285,53
8093,"Park County, Colorado",17392,3009,3322,50.6
8095,"Phillips County, Colorado",4318,1109,793,39
8097,"Pitkin County, Colorado",17909,2874,3083,42
8099,"Prowers County, Colorado",12052,3031,2066,38
8101,"Pueblo County, Colorado",164685,37702,29234,38.9
8103,"Rio Blanco County, Colorado",6465,1663,935,35.9
8105,"Rio Grande County, Colorado",11351,2659,2143,41.5
8107,"Routt County, Colorado",24874,4626,3459,39.8
8109,"Saguache County, Colorado",6468,1412,1381,49.1
8111,"San Juan County, Colorado",544,69,152,52.1
8113,"San Miguel County, Colorado",7968,1461,995,41.5
8115,"Sedgwick County, Colorado",2350,539,608,49.1
8117,"Summit County, Colorado",30429,5031,3601,39.1
8119,"Teller County, Colorado",24113,4368,4875,49.9
8121,"Washington County, Colorado",4840,1108,944,41.6
8123,"Weld County, Colorado",295123,78590,34304,34.3
8125,"Yuma County, Colorado",10069,2701,1829,38.4
9001,"Fairfield County, Connecticut",944348,216907,143419,40.3
9003,"Hartford County, Connecticut",894730,190571,147260,40.4
9005,"Litchfield County, Connecticut",183031,34394,36456,47.2
9007,"Middlesex County, Connecticut",163368,30095,31052,45.4
9009,"New Haven County, Connecticut",859339,176925,142411,40.1
9011,"New London County, Connecticut",268881,53209,46320,41.4
9013,"Tolland County, Connecticut",151269,27005,22405,37.5
9015,"Windham County, Connecticut",116538,23519,18257,41.3
10001,"Kent County, Delaware",174822,40611,28461,37.6
10003,"New Castle County, Delaware",555133,121184,81440,38.1
10005,"Sussex County, Delaware",219540,41631,57228,49
11001,"District of Columbia, District of Columbia",684498,121737,81712,33.9
12001,"Alachua County, Florida",263148,47370,34804,31.3
12003,"Baker County, Florida",27785,6693,3827,37.6
12005,"Bay County, Florida",182482,39406,30160,39.4
12007,"Bradford County, Florida",26979,5490,4797,40.1
12009,"Brevard County, Florida",576808,106811,133083,47.2
12011,"Broward County, Florida",1909151,408805,303981,40.1
12013,"Calhoun County, Florida",14444,3087,2660,40.2
12015,"Charlotte County, Florida",176954,22165,69046,58.6
12017,"Citrus County, Florida",143087,21373,51358,56.2
12019,"Clay County, Florida",207291,49378,30931,39.5
12021,"Collier County, Florida",363922,64368,112279,50.3
12023,"Columbia County, Florida",69105,15151,12424,40.7
12027,"DeSoto County, Florida",36399,7145,7760,40.6
12029,"Dixie County, Florida",16437,3051,3732,47.3
12031,"Duval County, Florida",924229,209943,123480,36.1
12033,"Escambia County, Florida",311522,65253,50472,37.2
12035,"Flagler County, Florida",107139,18736,31580,50.9
12037,"Franklin County, Florida",11736,1919,2515,45
12039,"Gadsden County, Florida",46017,10086,7614,40.7
12041,"Gilchrist County, Florida",17615,3562,3517,42.5
12043,"Glades County, Florida",13363,2129,3463,47.2
12045,"Gulf County, Florida",16055,2633,3195,44.3
12047,"Hamilton County, Florida",14269,2717,2351,41.5
12049,"Hardee County, Florida",27228,7218,4206,35.1
12051,"Hendry County, Florida",40127,10793,5287,33.9
12053,"Hernando County, Florida",182696,33900,50317,48.9
12055,"Highlands County, Florida",102101,17673,35532,53.4
12057,"Hillsborough County, Florida",1378883,315758,189676,36.9
12059,"Holmes County, Florida",19430,3802,3849,42.5
12061,"Indian River County, Florida",150984,25389,47735,52.9
12063,"Jackson County, Florida",48472,9033,8981,41.6
12065,"Jefferson County, Florida",14105,2320,3101,47.2
12067,"Lafayette County, Florida",8744,1966,1177,39.1
12069,"Lake County, Florida",335362,65569,88151,46.8
12071,"Lee County, Florida",718679,129984,198022,48.1
12073,"Leon County, Florida",288102,54014,35700,30.7
12075,"Levy County, Florida",39961,7948,9401,46.8
12077,"Liberty County, Florida",8365,1393,1305,40.3
12079,"Madison County, Florida",18474,3519,3642,42.9
12081,"Manatee County, Florida",373853,70479,98927,48
12083,"Marion County, Florida",348371,65287,98883,48.6
12085,"Martin County, Florida",157581,26227,47411,51.9
12086,"Miami-Dade County, Florida",2715516,554517,423353,39.7
12087,"Monroe County, Florida",76325,11528,16263,47.3
12089,"Nassau County, Florida",80578,16160,16835,45
12091,"Okaloosa County, Florida",200737,44558,31003,36.8
12093,"Okeechobee County, Florida",40572,8859,7793,41.1
12095,"Orange County, Florida",1321194,297074,150264,34.9
12097,"Osceola County, Florida",338619,83995,43188,35.8
12099,"Palm Beach County, Florida",1446277,280011,336908,44.6
12101,"Pasco County, Florida",510593,104180,114764,44.6
12103,"Pinellas County, Florida",957875,159317,228495,47.8
12105,"Polk County, Florida",668671,149878,133538,40.3
12107,"Putnam County, Florida",72766,15626,16270,45
12109,"St. Johns County, Florida",235503,51545,45239,43.4
12111,"St. Lucie County, Florida",305591,62059,71109,44.8
12113,"Santa Rosa County, Florida",170442,37910,26193,39.7
12115,"Sarasota County, Florida",412144,59981,145841,55.5
12117,"Seminole County, Florida",455086,96878,67463,39.2
12119,"Sumter County, Florida",120999,8852,67271,67
12121,"Suwannee County, Florida",43924,9548,8836,42.5
12123,"Taylor County, Florida",22098,4236,4222,41.7
12125,"Union County, Florida",15239,2886,2211,39.5
12127,"Volusia County, Florida",527634,94308,125506,46.5
12129,"Wakulla County, Florida",31877,6829,4432,40.7
12131,"Walton County, Florida",65858,13399,12784,43.7
12133,"Washington County, Florida",24566,4875,4263,41.8
13001,"Appling County, Georgia",18454,4609,3052,39
13003,"Atkinson County, Georgia",8265,2264,1053,35.5
13005,"Bacon County, Georgia",11228,2869,1700,37
13007,"Baker County, Georgia",3189,630,738,47
13009,"Baldwin County, Georgia",45286,8698,6776,35.3
13011,"Banks County, Georgia",18510,4257,3086,41.1
13013,"Barrow County, Georgia",76887,20446,9187,35.4
13015,"Bartow County, Georgia",103620,25577,13851,37.9
13017,"Ben Hill County, Georgia",17154,4345,2781,39.7
13019,"Berrien County, Georgia",19025,4601,3269,39.7
13021,"Bibb County, Georgia",153490,38018,22757,36.2
13023,"Bleckley County, Georgia",12775,2794,2148,36.8
13025,"Brantley County, Georgia",18561,4482,2853,40.9
13027,"Brooks County, Georgia",15622,3423,2979,43
13029,"Bryan County, Georgia",35885,10522,3653,34.6
13031,"Bulloch County, Georgia",74782,14992,8175,28.5
13033,"Burke County, Georgia",22550,5891,3299,37.5
13035,"Butts County, Georgia",23750,4919,3579,38.5
13037,"Calhoun County, Georgia",6428,1150,934,38.8
13039,"Camden County, Georgia",52714,12939,6436,32.3
13043,"Candler County, Georgia",10827,2716,1845,37.8
13045,"Carroll County, Georgia",116022,27861,15152,34.5
13047,"Catoosa County, Georgia",66299,15397,11119,39.9
13049,"Charlton County, Georgia",12983,2475,1927,41.7
13051,"Chatham County, Georgia",287049,62468,41403,35.2
13053,"Chattahoochee County, Georgia",10767,2317,409,23.7
13055,"Chattooga County, Georgia",24817,5614,4201,39.5
13057,"Cherokee County, Georgia",241910,61214,31100,38.3
13059,"Clarke County, Georgia",124602,21654,12807,27.7
13061,"Clay County, Georgia",3001,584,681,45.1
13063,"Clayton County, Georgia",278666,78332,24343,32.4
13065,"Clinch County, Georgia",6743,1810,1023,37.7
13067,"Cobb County, Georgia",745057,180207,85117,36.5
13069,"Coffee County, Georgia",42961,10550,5728,36.2
13071,"Colquitt County, Georgia",45606,12055,6704,36.4
13073,"Columbia County, Georgia",147295,37822,18706,36.6
13075,"Cook County, Georgia",17184,4445,2665,37.4
13077,"Coweta County, Georgia",140516,35330,18483,38.5
13079,"Crawford County, Georgia",12344,2619,2186,44.4
13081,"Crisp County, Georgia",22846,5679,4014,38.8
13083,"Dade County, Georgia",16227,3067,2939,42.2
13085,"Dawson County, Georgia",23861,5006,4659,43.4
13087,"Decatur County, Georgia",26833,6597,4221,38.1
13089,"DeKalb County, Georgia",743187,174266,85571,35.6
13091,"Dodge County, Georgia",20919,4182,3540,41.6
13093,"Dooly County, Georgia",13905,2534,2557,43.7
13095,"Dougherty County, Georgia",91049,22101,13321,35.1
13097,"Douglas County, Georgia",141840,37390,15585,36.4
13099,"Early County, Georgia",10348,2578,1928,40.7
13101,"Echols County, Georgia",3994,861,646,40.9
13103,"Effingham County, Georgia",58689,15732,6519,36.1
13105,"Elbert County, Georgia",19212,4199,3790,42.6
13107,"Emanuel County, Georgia",22499,5656,3488,36.8
13109,"Evans County, Georgia",10727,2840,1712,37.7
13111,"Fannin County, Georgia",24925,4251,6957,51.4
13113,"Fayette County, Georgia",111369,26071,19089,43.5
13115,"Floyd County, Georgia",96824,22672,15636,38.5
13117,"Forsyth County, Georgia",219880,62150,25021,38.3
13119,"Franklin County, Georgia",22514,4958,4365,41
13121,"Fulton County, Georgia",1021902,230272,113402,35.4
13123,"Gilmer County, Georgia",29922,5904,6989,46.9
13125,"Glascock County, Georgia",3009,704,513,43.2
13127,"Glynn County, Georgia",83974,18920,15794,41
13129,"Gordon County, Georgia",56790,14218,8030,37.8
13131,"Grady County, Georgia",24926,6216,4277,39.7
13133,"Greene County, Georgia",16976,3258,4714,49.4
13135,"Gwinnett County, Georgia",902298,247451,83442,35.1
13137,"Habersham County, Georgia",44289,10043,8067,39.5
13139,"Hall County, Georgia",195961,50951,27758,36.3
13141,"Hancock County, Georgia",8535,1208,1844,46.5
13143,"Haralson County, Georgia",28956,7026,4522,40.8
13145,"Harris County, Georgia",33590,7347,5861,43.1
13147,"Hart County, Georgia",25631,5379,5456,43.8
13149,"Heard County, Georgia",11677,2721,1886,41.5
13151,"Henry County, Georgia",221307,58417,24308,36.9
13153,"Houston County, Georgia",151682,39001,18488,35.3
13155,"Irwin County, Georgia",9268,2010,1728,39.9
13157,"Jackson County, Georgia",65755,16773,9475,38.5
13159,"Jasper County, Georgia",13784,3296,2324,42.4
13161,"Jeff Davis County, Georgia",14991,4046,2297,36.7
13163,"Jefferson County, Georgia",15772,3760,2746,39.3
13165,"Jenkins County, Georgia",8827,2040,1484,43.7
13167,"Johnson County, Georgia",9730,1929,1722,41
13169,"Jones County, Georgia",28548,6760,4748,40.1
13171,"Lamar County, Georgia",18513,3865,3034,37.5
13173,"Lanier County, Georgia",10366,2642,1319,35.4
13175,"Laurens County, Georgia",47418,11728,7984,38.3
13177,"Lee County, Georgia",29348,7810,3498,37.2
13179,"Liberty County, Georgia",62108,17572,5189,28.1
13181,"Lincoln County, Georgia",7799,1520,1761,47.3
13183,"Long County, Georgia",18156,5103,1601,32.7
13185,"Lowndes County, Georgia",114582,27452,13198,30.2
13187,"Lumpkin County, Georgia",31951,5767,5337,37.2
13189,"McDuffie County, Georgia",21498,5480,3596,37.6
13191,"McIntosh County, Georgia",14120,2437,3453,49.7
13193,"Macon County, Georgia",13480,2630,2154,40.2
13195,"Madison County, Georgia",28900,6668,4560,41.2
13197,"Marion County, Georgia",8484,1645,1724,45.2
13199,"Meriwether County, Georgia",21113,4617,4082,41.6
13201,"Miller County, Georgia",5836,1339,1244,43.8
13205,"Mitchell County, Georgia",22432,5212,3517,38.9
13207,"Monroe County, Georgia",27010,5652,4736,43.1
13209,"Montgomery County, Georgia",9036,1897,1450,40
13211,"Morgan County, Georgia",18235,4102,3449,44.5
13213,"Murray County, Georgia",39557,9927,5575,38.2
13215,"Muscogee County, Georgia",196670,48785,24712,33.9
13217,"Newton County, Georgia",106497,28407,13118,36.2
13219,"Oconee County, Georgia",37017,9934,5357,40.4
13221,"Oglethorpe County, Georgia",14784,3172,2670,42.1
13223,"Paulding County, Georgia",155840,42046,15766,35.8
13225,"Peach County, Georgia",26966,5796,4070,36.9
13227,"Pickens County, Georgia",30832,6362,6417,45.1
13229,"Pierce County, Georgia",19164,4816,3174,39.4
13231,"Pike County, Georgia",18082,4320,2759,40.7
13233,"Polk County, Georgia",41621,10793,6270,37.1
