fips,county_name,total_population,pop_under18,pop_over65,median_age
29011,"Barton County, Missouri",11850,2864,2356,41.4
29013,"Bates County, Missouri",16374,3913,3134,41.8
29015,"Benton County, Missouri",18989,3332,5622,53.3
29017,"Bollinger County, Missouri",12281,2702,2351,44.1
29019,"Boone County, Missouri",176515,35916,20163,30.8
29021,"Buchanan County, Missouri",89076,20348,13819,37.4
29023,"Butler County, Missouri",42733,10084,7756,40.1
29025,"Caldwell County, Missouri",9049,2183,1757,42.6
29027,"Callaway County, Missouri",44840,9487,6956,38.6
29029,"Camden County, Missouri",45096,8032,12221,51.1
29031,"Cape Girardeau County, Missouri",78324,16756,12509,36.6
29033,"Carroll County, Missouri",8843,2006,1839,43.1
29035,"Carter County, Missouri",6197,1544,1201,41
29037,"Cass County, Missouri",102678,25291,16489,39.8
29039,"Cedar County, Missouri",13938,3367,3219,44.3
29041,"Chariton County, Missouri",7546,1731,1757,45.5
29043,"Christian County, Missouri",84275,21702,12600,37.9
29045,"Clark County, Missouri",6800,1574,1384,43.9
29047,"Clay County, Missouri",239164,58609,32349,37.1
29049,"Clinton County, Missouri",20475,4851,3553,40.7
29051,"Cole County, Missouri",76740,17356,11811,38.5
29053,"Cooper County, Missouri",17622,3862,3000,39
29055,"Crawford County, Missouri",24280,5618,4538,41.7
29057,"Dade County, Missouri",7590,1588,1720,46.4
29059,"Dallas County, Missouri",16499,3986,3280,43.5
29061,"Daviess County, Missouri",8302,2133,1664,40.5
29063,"DeKalb County, Missouri",12564,2076,2073,40.2
29065,"Dent County, Missouri",15504,3539,3281,44.4
29067,"Douglas County, Missouri",13374,2856,3111,47.6
29069,"Dunklin County, Missouri",30428,7858,5460,39.9
29071,"Franklin County, Missouri",102781,23863,16999,40.8
29073,"Gasconade County, Missouri",14746,3128,3216,45.8
29075,"Gentry County, Missouri",6665,1635,1310,41.5
29077,"Greene County, Missouri",288429,60463,45660,36
29079,"Grundy County, Missouri",10039,2330,2122,40.8
29081,"Harrison County, Missouri",8554,2097,1873,43
29083,"Henry County, Missouri",21765,4855,4541,44.2
29085,"Hickory County, Missouri",9368,1571,3140,55
29087,"Holt County, Missouri",4456,909,1063,48.4
29089,"Howard County, Missouri",10113,2253,1819,39.3
29091,"Howell County, Missouri",40102,9509,7712,40.6
29093,"Iron County, Missouri",10221,2134,2180,45.4
29095,"Jackson County, Missouri",692003,164975,98843,36.7
29097,"Jasper County, Missouri",119238,30092,17632,36
29099,"Jefferson County, Missouri",223302,52788,31434,39
29101,"Johnson County, Missouri",53689,11599,6424,30.1
29103,"Knox County, Missouri",3951,936,840,44
29105,"Laclede County, Missouri",35507,8690,6149,40.4
29107,"Lafayette County, Missouri",32589,7558,5945,42.3
29109,"Lawrence County, Missouri",38133,9683,6695,39.6
29111,"Lewis County, Missouri",10027,2302,1827,40.3
29113,"Lincoln County, Missouri",55563,14292,7073,37
29115,"Linn County, Missouri",12186,2916,2505,42.1
29117,"Livingston County, Missouri",15076,3263,3009,40.3
29119,"McDonald County, Missouri",22827,5895,3399,38.3
29121,"Macon County, Missouri",15254,3614,3335,43.3
29123,"Madison County, Missouri",12205,2775,2270,42.1
29125,"Maries County, Missouri",8884,1825,1837,45
29127,"Marion County, Missouri",28672,6884,4919,39.1
29129,"Mercer County, Missouri",3664,935,757,43
29131,"Miller County, Missouri",25049,5944,4548,40.8
29133,"Mississippi County, Missouri",13748,3011,2345,40.4
29135,"Moniteau County, Missouri",15958,4034,2453,37.9
29137,"Monroe County, Missouri",8654,1932,1901,45.4
29139,"Montgomery County, Missouri",11545,2623,2325,44
29141,"Morgan County, Missouri",20137,4547,4711,46.1
29143,"New Madrid County, Missouri",17811,4162,3248,41.7
29145,"Newton County, Missouri",58202,14090,10183,39.7
29147,"Nodaway County, Missouri",22547,3694,3264,29.2
29149,"Oregon County, Missouri",10699,2373,2526,46.8
29151,"Osage County, Missouri",13619,3160,2280,40.3
29153,"Ozark County, Missouri",9236,1815,2483,51.3
29155,"Pemiscot County, Missouri",17031,4477,2754,37.8
29157,"Perry County, Missouri",19146,4589,3360,40.6
29159,"Pettis County, Missouri",42371,10548,6853,37.9
29161,"Phelps County, Missouri",44789,9411,6913,35.2
29163,"Pike County, Missouri",18489,4055,3115,39.1
29165,"Platte County, Missouri",98824,23564,13705,38.3
29167,"Polk County, Missouri",31549,7265,5575,37.5
29169,"Pulaski County, Missouri",52591,11645,4373,27.7
29171,"Putnam County, Missouri",4815,1093,1143,46.4
29173,"Ralls County, Missouri",10217,2174,2087,45
29175,"Randolph County, Missouri",24945,5454,3973,39.1
29177,"Ray County, Missouri",22825,5231,4024,41.8
29179,"Reynolds County, Missouri",6315,1280,1397,46.1
29181,"Ripley County, Missouri",13693,3138,2714,42.7
29183,"St. Charles County, Missouri",389985,92943,55482,38.2
29185,"St. Clair County, Missouri",9383,1834,2508,49.9
29186,"Ste. Genevieve County, Missouri",17871,3886,3298,43.4
29187,"St. Francois County, Missouri",66342,14057,10506,39.6
29189,"St. Louis County, Missouri",998684,221598,172382,40.3
29195,"Saline County, Missouri",23102,5298,4122,38
29197,"Schuyler County, Missouri",4502,1196,870,39.3
29199,"Scotland County, Missouri",4898,1389,891,37.5
29201,"Scott County, Missouri",38729,9209,6760,39.9
29203,"Shannon County, Missouri",8246,1799,1710,45.1
29205,"Shelby County, Missouri",6061,1458,1238,41.5
29207,"Stoddard County, Missouri",29512,6587,5763,41.4
29209,"Stone County, Missouri",31527,5317,9364,53.3
29211,"Sullivan County, Missouri",6317,1391,1277,42.6
29213,"Taney County, Missouri",54720,11651,11356,42.1
29215,"Texas County, Missouri",25671,5516,5162,42.7
29217,"Vernon County, Missouri",20691,4922,3808,40.9
29219,"Warren County, Missouri",33908,8139,5854,40.1
29221,"Washington County, Missouri",24931,5743,3955,40.7
29223,"Wayne County, Missouri",13308,2798,3039,47.3
29225,"Webster County, Missouri",38082,10343,5799,37.1
29227,"Worth County, Missouri",2040,427,492,47.9
29229,"Wright County, Missouri",18293,4535,3572,42
29510,"St. Louis city, Missouri",311273,61192,39208,35.5
30001,"Beaverhead County, Montana",9393,1733,1994,42.1
30003,"Big Horn County, Montana",13376,4494,1576,30.8
30005,"Blaine County, Montana",6727,2009,982,33.8
30007,"Broadwater County, Montana",5834,1148,1347,46.9
30009,"Carbon County, Montana",10546,1916,2557,50.3
30011,"Carter County, Montana",1318,257,335,50.5
30013,"Cascade County, Montana",81746,18379,14597,38.2
30015,"Chouteau County, Montana",5789,1378,1116,40.9
30017,"Custer County, Montana",11845,2590,2216,40.7
30019,"Daniels County, Montana",1753,364,472,50.7
30021,"Dawson County, Montana",9191,1964,1644,40.5
30023,"Deer Lodge County, Montana",9100,1420,2019,48.5
30025,"Fallon County, Montana",2838,674,499,39.3
30027,"Fergus County, Montana",11273,2300,2562,46
30029,"Flathead County, Montana",98082,21826,17851,42.1
30031,"Gallatin County, Montana",104729,21220,12315,33.5
30033,"Garfield County, Montana",1141,240,226,43.2
30035,"Glacier County, Montana",13699,4329,1568,31.4
30037,"Golden Valley County, Montana",724,129,181,56
30039,"Granite County, Montana",3269,565,936,54.3
30041,"Hill County, Montana",16439,4526,2349,34.5
30043,"Jefferson County, Montana",11778,2466,2362,47.9
30045,"Judith Basin County, Montana",1951,351,406,52.2
30047,"Lake County, Montana",29774,7174,6187,42.3
30049,"Lewis and Clark County, Montana",67077,14572,11607,41
30051,"Liberty County, Montana",2280,494,568,49.1
30053,"Lincoln County, Montana",19358,3531,5228,52.6
30055,"McCone County, Montana",1630,329,419,50.1
30057,"Madison County, Montana",8218,1276,2283,52.6
30059,"Meagher County, Montana",1968,393,448,45.9
30061,"Mineral County, Montana",4211,760,1180,52.6
30063,"Missoula County, Montana",115983,22206,16877,35.6
30065,"Musselshell County, Montana",4807,1011,1169,48
30067,"Park County, Montana",16246,3023,3412,46.2
30069,"Petroleum County, Montana",432,86,84,52.1
30071,"Phillips County, Montana",4124,970,886,47.2
30073,"Pondera County, Montana",6044,1524,1194,40.5
30075,"Powder River County, Montana",1619,251,394,53
30077,"Powell County, Montana",6861,1007,1335,45.3
30079,"Prairie County, Montana",1342,316,379,51.8
30081,"Ravalli County, Montana",41902,8257,10178,48.8
30083,"Richland County, Montana",11360,2747,1616,38.9
30085,"Roosevelt County, Montana",11228,3708,1211,30.3
30087,"Rosebud County, Montana",9250,2715,1367,36.4
30089,"Sanders County, Montana",11521,2067,3325,53.2
30091,"Sheridan County, Montana",3574,754,783,44.9
30093,"Silver Bow County, Montana",34814,7028,6376,39.8
30095,"Stillwater County, Montana",9410,2050,1988,46.6
30097,"Sweet Grass County, Montana",3653,766,1084,51.5
30099,"Teton County, Montana",6080,1443,1375,44.6
30101,"Toole County, Montana",4976,977,809,41.2
30103,"Treasure County, Montana",777,153,183,52.1
30105,"Valley County, Montana",7532,1647,1632,44.4
30107,"Wheatland County, Montana",2149,522,440,40.4
30109,"Wibaux County, Montana",1175,336,246,46
30111,"Yellowstone County, Montana",157816,37221,25450,38.2
31001,"Adams County, Nebraska",31583,7533,5438,37.4
31003,"Antelope County, Nebraska",6372,1507,1451,45.3
31005,"Arthur County, Nebraska",418,111,106,47.1
31007,"Banner County, Nebraska",696,154,134,48.5
31009,"Blaine County, Nebraska",480,105,123,46.6
31011,"Boone County, Nebraska",5313,1241,1170,44.6
31013,"Box Butte County, Nebraska",11089,2824,1910,40.7
31015,"Boyd County, Nebraska",2042,455,575,52.3
31017,"Brown County, Nebraska",2988,599,792,51.1
31019,"Buffalo County, Nebraska",49030,11449,6636,33.3
31021,"Burt County, Nebraska",6528,1461,1556,46.2
31023,"Butler County, Nebraska",8067,1901,1629,43.9
31025,"Cass County, Nebraska",25702,6276,4251,41.6
31027,"Cedar County, Nebraska",8523,2152,1795,43.6
31029,"Chase County, Nebraska",3734,808,835,45.6
31031,"Cherry County, Nebraska",5790,1251,1224,43.6
31033,"Cheyenne County, Nebraska",9852,2361,1766,41
31035,"Clay County, Nebraska",6232,1522,1220,42.5
31037,"Colfax County, Nebraska",10760,3213,1336,34.3
31039,"Cuming County, Nebraska",8991,2216,1938,43.6
31041,"Custer County, Nebraska",10830,2542,2343,43.2
31043,"Dakota County, Nebraska",20317,5879,2619,33.8
31045,"Dawes County, Nebraska",8896,1610,1577,34.9
31047,"Dawson County, Nebraska",23804,6544,3658,35.9
31049,"Deuel County, Nebraska",1894,386,465,47
31051,"Dixon County, Nebraska",5746,1449,1127,42
31053,"Dodge County, Nebraska",36683,8758,6876,39
31055,"Douglas County, Nebraska",554992,143044,68170,34.5
31057,"Dundy County, Nebraska",2023,545,403,42.3
31059,"Fillmore County, Nebraska",5574,1119,1298,47.7
31061,"Franklin County, Nebraska",3006,570,796,50.7
31063,"Frontier County, Nebraska",2609,518,649,45.5
31065,"Furnas County, Nebraska",4786,1063,1144,46.5
31067,"Gage County, Nebraska",21595,4796,4399,44
31069,"Garden County, Nebraska",1860,375,483,50.3
31071,"Garfield County, Nebraska",1975,405,558,51.4
31073,"Gosper County, Nebraska",2015,388,507,50.4
31075,"Grant County, Nebraska",718,160,159,45.3
31077,"Greeley County, Nebraska",2410,572,603,45.7
31079,"Hall County, Nebraska",61343,16729,8815,36
31081,"Hamilton County, Nebraska",9178,2214,1740,41.5
31083,"Harlan County, Nebraska",3438,775,858,47.9
31085,"Hayes County, Nebraska",943,205,171,44.4
31087,"Hitchcock County, Nebraska",2843,642,704,46.8
31089,"Holt County, Nebraska",10245,2481,2173,43.2
31091,"Hooker County, Nebraska",691,111,226,55.9
31093,"Howard County, Nebraska",6405,1542,1349,43.1
31095,"Jefferson County, Nebraska",7188,1595,1665,45.7
31097,"Johnson County, Nebraska",5197,975,948,40.6
31099,"Kearney County, Nebraska",6552,1623,1250,40.1
31101,"Keith County, Nebraska",8099,1611,2143,49.5
31103,"Keya Paha County, Nebraska",792,178,184,45.4
31105,"Kimball County, Nebraska",3667,827,896,45.6
31107,"Knox County, Nebraska",8460,2034,2043,46.9
31109,"Lancaster County, Nebraska",310094,71260,40421,33.3
31111,"Lincoln County, Nebraska",35433,8543,6471,40.3
31113,"Logan County, Nebraska",886,259,172,38.9
31115,"Loup County, Nebraska",585,88,169,56.9
31117,"McPherson County, Nebraska",454,104,100,50.9
31119,"Madison County, Nebraska",35164,8817,5384,36.8
31121,"Merrick County, Nebraska",7803,1728,1548,43.6
31123,"Morrill County, Nebraska",4841,1167,976,42.5
31125,"Nance County, Nebraska",3554,812,714,44.3
31127,"Nemaha County, Nebraska",7004,1468,1357,39.3
31129,"Nuckolls County, Nebraska",4275,869,1145,49.3
31131,"Otoe County, Nebraska",15896,3827,3015,41.5
31133,"Pawnee County, Nebraska",2676,555,733,50
31135,"Perkins County, Nebraska",2907,716,659,42.7
31137,"Phelps County, Nebraska",9120,2167,1804,42.6
31139,"Pierce County, Nebraska",7157,1779,1323,41.5
31141,"Platte County, Nebraska",33063,8584,5585,38.5
31143,"Polk County, Nebraska",5255,1216,1109,45.2
31145,"Red Willow County, Nebraska",10806,2473,2113,41.1
31147,"Richardson County, Nebraska",8009,1689,1903,48
31149,"Rock County, Nebraska",1350,226,367,50.9
31151,"Saline County, Nebraska",14288,3643,2027,35.8
31153,"Sarpy County, Nebraska",178351,49560,19582,34.4
31155,"Saunders County, Nebraska",21024,5240,3744,40.8
31157,"Scotts Bluff County, Nebraska",36255,9026,6687,39.5
31159,"Seward County, Nebraska",17127,4020,2853,37.9
31161,"Sheridan County, Nebraska",5234,1185,1314,45.9
31163,"Sherman County, Nebraska",3042,623,795,49.9
31165,"Sioux County, Nebraska",1266,263,276,47
31167,"Stanton County, Nebraska",5992,1521,994,41.2
31169,"Thayer County, Nebraska",5098,1132,1278,47
31171,"Thomas County, Nebraska",645,130,144,41.1
31173,"Thurston County, Nebraska",7140,2555,861,27.8
31175,"Valley County, Nebraska",4224,953,1031,45.5
31177,"Washington County, Nebraska",20219,4927,3471,41.4
31179,"Wayne County, Nebraska",9367,1836,1418,31.8
31181,"Webster County, Nebraska",3571,817,796,45.2
31183,"Wheeler County, Nebraska",822,150,194,49.8
31185,"York County, Nebraska",13799,3186,2663,40.2
32001,"Churchill County, Nevada",24010,5479,4446,39.5
32003,"Clark County, Nevada",2141574,504354,301845,37.1
32005,"Douglas County, Nevada",47828,8335,12611,51.5
32007,"Elko County, Nevada",52252,14389,5477,33.9
32009,"Esmeralda County, Nevada",981,196,269,48.3
32011,"Eureka County, Nevada",1830,436,283,47.3
32013,"Humboldt County, Nevada",16904,4644,2083,35.6
32015,"Lander County, Nevada",5746,1678,822,37.2
32017,"Lincoln County, Nevada",5174,857,1225,45.2
32019,"Lyon County, Nevada",53155,11585,10937,44.1
32021,"Mineral County, Nevada",4448,769,1099,50.1
32023,"Nye County, Nevada",43705,7457,12644,52.7
32027,"Pershing County, Nevada",6611,1096,1061,43.4
32029,"Storey County, Nevada",3941,597,1176,52.9
32031,"Washoe County, Nevada",450486,99352,69819,38.1
32033,"White Pine County, Nevada",9737,2005,1587,39.2
32510,"Carson City, Nevada",54467,11247,10667,42.8
33001,"Belknap County, New Hampshire",60640,11497,12642,47.1
33003,"Carroll County, New Hampshire",47840,7781,12516,51.7
33005,"Cheshire County, New Hampshire",76263,13822,14195,42.7
33007,"Coos County, New Hampshire",32038,5334,7204,48.1
33009,"Grafton County, New Hampshire",89811,14954,17342,42.9
33011,"Hillsborough County, New Hampshire",411087,86322,60825,40.5
33013,"Merrimack County, New Hampshire",149452,29286,25707,42.8
33015,"Rockingham County, New Hampshire",305129,60925,50759,44.3
33017,"Strafford County, New Hampshire",128237,24347,18162,36.9
33019,"Sullivan County, New Hampshire",43125,8295,8632,46.1
34001,"Atlantic County, New Jersey",268539,58178,45459,41.5
34003,"Bergen County, New Jersey",929999,199408,155306,41.8
34005,"Burlington County, New Jersey",446367,94955,72612,41.5
34007,"Camden County, New Jersey",507367,116637,75995,38.7
34009,"Cape May County, New Jersey",93705,16613,23572,49.3
34011,"Cumberland County, New Jersey",153400,36503,22325,37.2
34013,"Essex County, New Jersey",793555,188971,104288,37.5
34015,"Gloucester County, New Jersey",290852,65122,43423,40.3
34017,"Hudson County, New Jersey",668631,137658,76628,35.1
34019,"Hunterdon County, New Jersey",125051,25239,21457,46.2
34021,"Mercer County, New Jersey",368762,79172,53598,38.7
34023,"Middlesex County, New Jersey",826698,181137,117814,38.4
34025,"Monmouth County, New Jersey",623387,135336,103679,43.2
34027,"Morris County, New Jersey",494383,107219,80497,42.6
34029,"Ocean County, New Jersey",591939,140531,131798,42.9
34031,"Passaic County, New Jersey",504041,121021,70281,37
34033,"Salem County, New Jersey",63336,13805,11182,42
34035,"Somerset County, New Jersey",330176,74584,48929,41.6
34037,"Sussex County, New Jersey",142298,29238,22889,44.5
34039,"Union County, New Jersey",553066,130363,76895,38.5
34041,"Warren County, New Jersey",106293,21712,18236,44
35001,"Bernalillo County, New Mexico",677692,151579,103210,37.3
35003,"Catron County, New Mexico",3539,468,1364,59.1
35005,"Chaves County, New Mexico",65459,17581,10048,35.6
35006,"Cibola County, New Mexico",26978,6438,4088,36.8
35007,"Colfax County, New Mexico",12353,2311,3155,49
35009,"Curry County, New Mexico",50199,13411,6018,31.1
35011,"De Baca County, New Mexico",2060,548,431,37
35013,"Do�a Ana County, New Mexico",215338,53956,32046,32.9
35015,"Eddy County, New Mexico",57437,15197,8129,35.3
35017,"Grant County, New Mexico",28061,5874,7197,45.8
35019,"Guadalupe County, New Mexico",4382,774,990,42.6
35021,"Harding County, New Mexico",459,70,176,60.1
35023,"Hidalgo County, New Mexico",4371,1001,919,43.3
35025,"Lea County, New Mexico",70126,21165,7684,31.7
35027,"Lincoln County, New Mexico",19482,3613,5399,51
35028,"Los Alamos County, New Mexico",18356,4168,3173,42.5
35029,"Luna County, New Mexico",24264,6385,4994,37.8
35031,"McKinley County, New Mexico",72849,21366,8412,32
35033,"Mora County, New Mexico",4563,852,1151,49.2
35035,"Otero County, New Mexico",65745,15440,10952,35.6
35037,"Quay County, New Mexico",8373,1858,2026,43.8
35039,"Rio Arriba County, New Mexico",39307,9318,7083,40.6
35041,"Roosevelt County, New Mexico",19117,4728,2574,29.8
35043,"Sandoval County, New Mexico",140769,33663,23111,39.9
35045,"San Juan County, New Mexico",127455,34703,17443,35
35047,"San Miguel County, New Mexico",28034,5651,5536,43.2
35049,"Santa Fe County, New Mexico",148917,28007,32763,45.8
35051,"Sierra County, New Mexico",11135,1796,3918,56
35053,"Socorro County, New Mexico",17000,3923,3142,39.2
35055,"Taos County, New Mexico",32888,6053,7976,48.2
35057,"Torrance County, New Mexico",15595,3293,3001,43.6
35059,"Union County, New Mexico",4175,790,810,40.6
35061,"Valencia County, New Mexico",75956,18184,12596,39.1
36001,"Albany County, New York",307426,57396,49416,37.9
36003,"Allegany County, New York",47025,9586,8444,38.8
36005,"Bronx County, New York",1437872,361080,174470,33.9
36007,"Broome County, New York",194402,37961,35621,39.8
36009,"Cattaraugus County, New York",77686,17440,14106,42
36011,"Cayuga County, New York",77868,15627,13859,42.7
36013,"Chautauqua County, New York",129656,26748,24668,42.5
36015,"Chemung County, New York",85740,18660,15319,41.3
36017,"Chenango County, New York",48348,10141,9540,44.7
36019,"Clinton County, New York",80794,14535,12853,39.3
36021,"Columbia County, New York",60919,10965,13577,47.8
36023,"Cortland County, New York",48123,9436,7547,36.4
36025,"Delaware County, New York",45502,7854,10595,47.5
36027,"Dutchess County, New York",293894,57051,48700,42
36029,"Erie County, New York",919866,188543,158532,40.4
36031,"Essex County, New York",37751,6325,8322,47
36033,"Franklin County, New York",50692,9912,8081,40.6
36035,"Fulton County, New York",53743,10977,9981,43.8
36037,"Genesee County, New York",58112,11934,10453,43.3
36039,"Greene County, New York",47617,8057,9996,45.8
36041,"Hamilton County, New York",4575,633,1319,54
36043,"Herkimer County, New York",62505,13061,12251,44
36045,"Jefferson County, New York",114448,27777,14619,32.4
36047,"Kings County, New York",2600747,599759,343548,35.1
36049,"Lewis County, New York",26719,6192,4620,42
36051,"Livingston County, New York",63907,11596,10713,40.8
36053,"Madison County, New York",71359,13922,12142,41.7
36055,"Monroe County, New York",744248,157373,121631,38.9
36057,"Montgomery County, New York",49426,11285,8965,41.4
36059,"Nassau County, New York",1356564,295105,232164,41.6
36061,"New York County, New York",1632480,235771,257362,37.3
36063,"Niagara County, New York",211704,42846,38400,43.2
36065,"Oneida County, New York",230782,49082,41650,41.2
36067,"Onondaga County, New York",464242,100050,75035,39
36069,"Ontario County, New York",109472,22565,20570,43.5
36071,"Orange County, New York",378227,97099,50452,36.9
36073,"Orleans County, New York",41175,8165,6944,43.2
36075,"Oswego County, New York",119104,25429,18238,40
36077,"Otsego County, New York",60244,9878,12021,42
36079,"Putnam County, New York",99070,20311,16053,44.1
36081,"Queens County, New York",2298513,465458,340656,38.7
36083,"Rensselaer County, New York",159431,31723,25539,39.9
36085,"Richmond County, New York",474101,104503,73325,40
36087,"Rockland County, New York",323686,90065,49645,36.1
36089,"St. Lawrence County, New York",109558,22418,17884,38.9
36091,"Saratoga County, New York",227377,46969,38737,42.6
36093,"Schenectady County, New York",154883,33475,25515,39.9
36095,"Schoharie County, New York",31364,5655,6359,45.1
36097,"Schuyler County, New York",17992,3515,3604,46.2
36099,"Seneca County, New York",34612,6915,6322,42.2
36101,"Steuben County, New York",96927,21208,17889,42.6
36103,"Suffolk County, New York",1487901,322908,239139,41.3
36105,"Sullivan County, New York",75211,16032,13552,42.9
36107,"Tioga County, New York",49045,10495,9435,44
36109,"Tompkins County, New York",102962,15362,13561,30.9
36111,"Ulster County, New York",179303,32420,33335,43.7
36113,"Warren County, New York",64480,11956,13493,46.4
36115,"Washington County, New York",61828,11910,11288,44
36117,"Wayne County, New York",90856,19705,16103,43.6
36119,"Westchester County, New York",968815,217100,158902,40.8
36121,"Wyoming County, New York",40565,8064,6754,41.9
36123,"Yates County, New York",25009,5650,4875,41.3
37001,"Alamance County, North Carolina",160576,36203,26307,39.5
37003,"Alexander County, North Carolina",37119,7618,7089,43.4
37005,"Alleghany County, North Carolina",10973,1943,2802,49.5
37007,"Anson County, North Carolina",25306,4936,4343,40.5
37009,"Ashe County, North Carolina",26786,4893,6427,47.7
37011,"Avery County, North Carolina",17501,2707,3700,44.4
37013,"Beaufort County, North Carolina",47243,9759,10808,45.7
37015,"Bertie County, North Carolina",19644,3508,4125,45.2
37017,"Bladen County, North Carolina",33778,7125,6752,43.6
37019,"Brunswick County, North Carolina",126860,20621,37182,52.8
