,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty
1208,2020-03-24,1,0,2020-05-30,27,1,39021,0,39005,9346,8024,9633,3972,90.64222133700001,38885,0.255043473319,0.699778371313,10.0
1209,2020-03-24,1,0,2020-05-30,149,17,40145,6,76830,16229,7431,26543,4586,144.72435257,81289,0.214779491775,0.735038084875,10.0
1210,2020-03-24,1,0,2020-05-30,30,4,40097,0,40929,10002,11407,5199,3513,62.711975408,41100,0.217858961303,0.735106924644,15.5
1211,2020-03-24,1,0,2020-05-30,45,0,41007,4,38021,10800,15783,1060,2350,48.571508088,40224,0.490087013988,0.429232294306,11.0
1212,2020-03-24,1,0,2020-05-30,23,1,39071,0,43031,10469,8797,7790,2951,78.03702170300001,43161,0.201548568747,0.762846081652,15.4
1213,2020-03-24,2,0,2020-05-30,259,6,39045,20,151526,31843,29674,38646,12457,312.39289873,157574,0.34234923875100004,0.611876612515,9.3
1214,2020-03-24,1,0,2020-05-30,114,4,39033,9,42231,11322,10437,7308,3963,103.27400791,41494,0.241578440808,0.7092824296870001,14.0
1215,2020-03-24,1,0,2020-05-30,78,4,29155,7,17344,3691,4401,1918,1417,32.083799368,15805,0.322987551867,0.657925311203,29.1
1216,2020-03-24,4,0,2020-05-30,349,17,29099,67,222639,44346,38000,67372,12991,342.86704813,225081,0.29769083411200004,0.6508790306600001,8.7
1217,2020-03-24,1,0,2020-05-30,139,16,29071,13,102413,22817,30787,16844,8512,112.68290408,103967,0.246558097712,0.707763013288,9.2
1218,2020-03-24,1,0,2020-05-30,3,0,30043,0,11625,3437,1898,3254,1005,7.375987557999999,12221,0.302218821729,0.627237949503,7.7
1219,2020-03-24,1,0,2020-05-30,185,6,28103,0,10942,2193,2508,1254,849,14.985073815,10417,0.781870711448,0.213253882268,29.0
1220,2020-03-24,1,0,2020-05-30,271,4,28101,0,21437,4496,4179,3943,1645,36.372465058,21018,0.29660228066100003,0.689899930184,21.2
1221,2020-03-24,1,0,2020-05-30,62,4,42005,12,66737,18721,14077,15251,5472,99.105781763,64735,0.2249556592,0.7447940616169999,9.2
1222,2020-03-24,1,0,2020-05-30,73,2,29031,32,78013,16826,32466,4336,10236,136.32740613,78871,0.229640677966,0.7305491525419999,13.8
1223,2020-03-24,1,0,2020-05-30,137,5,36015,20,86883,21007,30626,7817,8083,204.87412967,83456,0.373369483356,0.573128483205,13.5
1224,2020-03-24,1,0,2020-05-30,51,0,35009,8,50283,8363,20440,1876,3204,34.829990059000004,48954,0.245837761247,0.66950053135,17.2
1225,2020-03-24,1,0,2020-05-30,143,5,35006,4,27049,5804,7901,1438,1416,5.875570818099999,26675,0.4665830721,0.398620689655,28.6
1226,2020-03-24,1,0,2020-05-30,36,1,31155,0,20953,5028,4306,6090,1852,28.797915551,21578,0.236742781657,0.706359690508,7.8
1227,2020-03-24,1,0,2020-05-30,46,3,42015,42,61546,16679,21668,3697,6087,52.573032393999995,60323,0.246584511201,0.706996338439,12.5
1229,2020-03-24,1,0,2020-05-30,30,0,51083,12,35030,10489,10661,3106,2538,41.469634322,33911,0.406585624926,0.572288445651,14.5
1230,2020-03-24,3,0,2020-05-30,160,7,48469,43,91518,19189,35161,5645,8108,104.39103856,92084,0.284963908224,0.684873678783,15.4
1231,2020-03-24,1,0,2020-05-30,76,1,48367,20,125963,26729,24466,30904,10425,158.09984849,142878,0.14764327371400002,0.82309042242,8.3
1232,2020-03-24,1,0,2020-05-30,274,3,48355,115,358484,68411,147389,13052,23262,432.17903384,362294,0.472325362165,0.487735431617,16.2
1233,2020-03-24,2,0,2020-05-30,10,0,50019,5,26951,7930,10001,1898,1576,38.982170228,27037,0.471514379323,0.469421186749,12.2
1234,2020-03-24,1,0,2020-05-30,15,0,50005,4,30576,8308,10373,4150,2275,46.212791143000004,29993,0.49706925806,0.4267314514890001,12.5
1235,2020-03-24,1,0,2020-05-30,27,0,56037,10,44527,7015,21658,834,3032,4.0609072002,42343,0.194045975632,0.729428005522,8.4
1236,2020-03-24,1,0,2020-05-30,53,2,54107,36,86016,22379,29060,7083,10273,227.87494876,83518,0.236186748355,0.713864306785,15.0
1237,2020-03-24,1,0,2020-05-30,25,1,54077,0,33760,8739,6859,6661,1734,51.527891925,33432,0.19522638966,0.7533898977079999,16.2
1238,2020-03-24,3,0,2020-05-30,40,1,54033,20,68438,17201,23798,5207,12742,161.67008701,67256,0.275405482991,0.6705540404770001,16.7
1239,2020-03-24,2,0,2020-05-30,307,6,54003,20,111610,21894,25319,23466,6969,371.07751753,119171,0.287280804302,0.659574468085,11.5
1240,2020-03-24,1,0,2020-05-30,180,4,45025,6,46127,10606,11797,5677,4814,57.134944108,45650,0.415985520785,0.5590845399350001,20.9
1241,2020-03-24,1,0,2020-05-30,16,0,46011,0,33697,5479,16405,2083,2966,44.276484068,35077,0.384779179811,0.532176656151,11.8
1242,2020-03-24,1,0,2020-05-30,95,4,42067,0,24448,6272,5867,5148,1720,63.26933776600001,24763,0.17400499903900002,0.791578542588,9.4
1243,2020-03-24,1,0,2020-05-30,39,0,42033,27,80539,21111,24054,9303,8384,69.237526374,79255,0.23553162853300005,0.7313410008560001,15.4
1244,2020-03-24,1,0,2020-05-30,235,24,42025,13,63987,17239,12216,16058,4872,168.34632481,64182,0.310469691167,0.651578984019,11.9
1245,2020-03-24,1,0,2020-05-30,38,1,42111,14,75619,21498,22081,10391,5483,68.363626408,73447,0.206185278477,0.7653792331370001,12.0
1246,2020-03-24,2,0,2020-05-30,68,0,48071,0,39283,6340,5024,9850,8638,73.410033896,43837,0.176399975992,0.796950963328,8.5
1247,2020-03-24,3,0,2020-05-30,94,7,48091,12,129100,32206,28593,24568,22695,279.18162034,156209,0.230090795394,0.730846070135,7.1
1248,2020-03-24,7,0,2020-05-30,533,27,48245,88,254574,49559,91586,9881,35412,287.05274407,251565,0.485377104724,0.490230417911,18.7
1249,2020-03-24,2,0,2020-05-30,548,10,48215,271,839539,119536,268310,23564,11241,553.02896385,868707,0.68639227701,0.280987340309,30.0
1250,2020-03-24,1,0,2020-05-30,327,2,48181,62,126146,29807,39440,14143,8903,146.01970466,136212,0.218322427127,0.749426361859,12.3
1251,2020-03-24,1,0,2020-05-30,7,0,48145,0,17289,4004,2884,3101,1048,22.596724105,17297,0.321483180428,0.657110091743,21.7
1252,2020-03-24,1,0,2020-05-30,37,0,47041,4,19380,4748,4084,3206,2107,67.309450223,20490,0.225648414986,0.74409221902,17.4
1253,2020-03-24,1,0,2020-05-30,9,0,47025,5,31566,8189,7328,4325,1828,73.536559547,31959,0.171025593125,0.8022604147210001,23.4
1254,2020-03-24,1,0,2020-05-30,31,1,47061,0,13359,3484,1974,2511,751,37.251271703,13427,0.210105263158,0.763368421053,21.2
1255,2020-03-24,1,0,2020-05-30,15,2,47071,0,25813,7483,6679,2610,1942,44.432267403000004,25652,0.16303146044800002,0.805307066037,20.3
1256,2020-03-24,1,0,2020-05-30,26,0,47133,6,21995,5857,4304,4075,1169,51.307400519,22241,0.237095790116,0.7388651616840001,15.0
1257,2020-03-24,1,0,2020-05-30,175,2,47113,76,97887,21289,37160,5056,20330,175.85889251,97984,0.408802033683,0.564585319352,17.8
1258,2020-03-24,1,0,2020-05-30,25,0,47103,7,33543,8761,8158,5627,1722,60.255063763,34366,0.192162773173,0.781838733986,14.4
1259,2020-03-24,1,0,2020-05-30,61,1,13039,5,52252,8503,17325,6132,3201,86.72784163600002,54666,0.314156706507,0.652695883134,15.8
1260,2020-03-24,2,0,2020-05-30,74,5,13029,0,34883,4985,3968,10908,2964,90.566155149,39627,0.26621522937,0.697935338246,8.6
1261,2020-03-24,1,0,2020-05-30,74,1,13017,5,17272,3982,4706,1305,1400,66.76745971,16700,0.35421239236900004,0.6304237717369999,26.2
1262,2020-03-24,3,1,2020-05-30,34,2,13007,0,3251,919,408,840,261,8.8841493582,3038,0.451388888889,0.538194444444,22.9
1263,2020-03-24,1,0,2020-05-30,43,1,13111,5,24480,8800,5773,2627,1710,67.650898703,26188,0.163209792588,0.8179190751450001,16.8
1264,2020-03-24,3,0,2020-05-30,232,7,13081,16,23005,5331,6507,1833,2523,82.04501741,22372,0.378,0.6052,27.4
1265,2020-03-24,1,0,2020-05-30,465,14,13071,10,45890,8918,13885,4126,2703,83.358192876,45600,0.254561506769,0.727781047675,23.9
1266,2020-03-24,2,0,2020-05-30,28,0,16005,20,84113,15750,31439,4774,2841,78.929151368,87808,0.3095943721,0.514294267325,13.8
1267,2020-03-24,1,0,2020-05-30,98,2,17063,8,50333,9077,10361,13050,8136,122.10203892,51054,0.350399720414,0.586125551527,5.9
1268,2020-03-24,1,0,2020-05-30,63,1,16031,6,23472,4324,7159,2450,3423,9.3661953988,24030,0.126681340181,0.727439471753,13.0
1269,2020-03-24,2,0,2020-05-30,138,2,13257,6,25625,6327,6797,3293,2862,144.71096476,25925,0.188012295082,0.787090163934,16.3
1270,2020-03-24,1,0,2020-05-30,36,1,13159,0,13732,3116,1966,3416,820,38.595984708,14219,0.25664893617,0.723570478723,15.4
1271,2020-03-24,1,0,2020-05-30,28,1,13155,0,9278,2170,1396,1687,794,26.571642734,9416,0.243235856791,0.74091281771,24.3
1272,2020-03-24,1,0,2020-05-30,68,7,13133,0,16732,6034,3790,2131,2549,47.26782481,18324,0.361680443891,0.621447174725,19.3
1273,2020-03-24,1,0,2020-05-30,101,6,13193,0,13675,2925,2120,2083,1496,32.314015098,12947,0.630977373455,0.359225565664,30.5
1274,2020-03-24,1,0,2020-05-30,85,2,13199,0,21152,5261,3019,4500,2642,42.230671795999996,21167,0.413898268163,0.568129833351,24.4
1275,2020-03-24,2,0,2020-05-30,44,2,13253,0,8549,2541,1826,1085,855,34.058009568,8090,0.331562762091,0.655018171652,25.4
1276,2020-03-24,1,0,2020-05-30,42,2,13235,6,11396,2806,2348,1581,1538,44.680007988999996,11137,0.30683713174000005,0.6770428015559999,23.9
1277,2020-03-24,4,0,2020-05-30,408,32,13205,0,22574,4919,5265,2455,3343,42.687998082,21863,0.444444444444,0.543718976709,29.3
1278,2020-03-24,1,0,2020-05-30,51,0,5037,0,17164,4020,4667,2308,1398,26.637704838,16419,0.292050944225,0.6700336700339999,18.0
1279,2020-03-24,1,0,2020-05-30,24,0,5033,8,62119,13589,11762,13059,6309,106.53503309,63257,0.202031144211,0.7517490408490001,16.0
1280,2020-03-24,1,0,2020-05-30,14,1,5029,0,20954,5270,4680,3510,2872,37.745621651,20846,0.338777593467,0.618093658288,17.9
1281,2020-03-24,1,0,2020-05-30,25,2,5027,6,23992,5481,8452,1553,1593,30.623376346,23457,0.355324205047,0.617404096413,22.4
1282,2020-03-24,1,0,2020-05-30,32,0,5059,6,33480,8417,6982,5929,2837,54.886284961,33771,0.265509944985,0.6900550148119999,18.7
1283,2020-03-24,4,0,2020-05-30,44,1,5145,13,78706,16257,23686,8322,4869,76.084445421,78753,0.18786200867,0.7663837382969999,16.6
1284,2020-03-24,1,0,2020-05-30,171,8,5139,16,40022,9680,14749,1493,3669,37.220922658,38682,0.346860080793,0.624372628229,18.2
1285,2020-03-24,2,0,2020-05-30,9,0,5137,0,12443,4150,3383,829,444,20.620908232999998,12506,0.215125746336,0.7383752487790001,20.3
1286,2020-03-24,1,0,2020-05-30,5,0,5109,0,10893,3014,2457,1914,1236,17.84474605,10718,0.172901921132,0.7962588473209999,17.8
1287,2020-03-24,1,0,2020-05-30,84,5,5075,0,16777,4447,3957,2351,1493,27.919679211,16406,0.224373778646,0.7219754841,17.7
1288,2020-03-24,1,0,2020-05-30,216,4,1001,6,55036,10523,8828,15292,4393,93.985346015,55869,0.239568549532,0.734357893029,13.8
1289,2020-03-24,2,0,2020-05-30,251,1,1103,34,119157,26739,33830,16710,15893,206.48553652,119679,0.224360384869,0.747974635434,13.2
1290,2020-03-24,1,0,2020-05-30,1,0,5147,0,6763,1975,1632,732,467,10.770528812,6320,0.438039215686,0.527058823529,23.7
1291,2020-03-24,1,0,2020-05-30,3,0,8055,0,6498,2568,1666,490,492,4.334919592,6897,0.432396606575,0.497083775186,21.7
1292,2020-03-24,1,0,2020-05-30,26,0,8043,4,46601,12609,11054,2754,2734,31.20445954,47839,0.241087751371,0.6885740402189999,16.5
1293,2020-03-24,1,0,2020-05-30,69,1,8029,6,30217,9773,8426,2593,1422,27.284220284,31162,0.242962607286,0.6952763939740001,14.6
1294,2020-03-24,2,0,2020-05-30,35,1,6051,2,14058,2723,6418,571,1270,4.7373118689,14444,0.523088863019,0.403570042685,9.3
1295,2020-03-24,1,0,2020-05-30,285,7,6047,24,267390,40383,68122,25004,11204,143.42146144,277680,0.513980669285,0.434729440538,21.2
1296,2020-03-24,2,0,2020-05-30,15,0,6009,0,45057,15872,8886,6757,1990,45.004949116000006,45905,0.346467269634,0.585295961315,12.1
1297,2020-03-24,2,0,2020-05-30,25,3,22115,7,51906,7791,19412,3205,4818,35.71682519,47429,0.160223651777,0.8098959899,17.5
1298,2020-03-24,1,0,2020-05-30,51,14,23027,4,39280,11094,10635,7122,2527,54.406293706999996,39715,0.461422889969,0.458594785683,13.7
1299,2020-03-24,1,0,2020-05-30,43,2,28019,0,8360,2362,1146,1671,808,19.63194311,8210,0.298009950249,0.687313432836,20.4
1300,2020-03-24,1,0,2020-05-30,11,0,26101,0,24432,8002,6794,2030,1653,45.282773084,24558,0.395221463724,0.548896650262,13.1
1301,2020-03-24,1,0,2020-05-30,189,30,26087,10,88205,20857,16397,20314,8162,135.40872699,87607,0.282187652351,0.665625138501,10.1
1302,2020-03-24,1,0,2020-05-30,19,2,26079,0,17358,4698,3185,3373,1448,32.225470771,18038,0.255493273543,0.6965246636769999,14.1
1303,2020-03-24,2,0,2020-05-30,77,7,26073,8,70572,11665,25352,6136,9218,122.00482816,69872,0.449968434343,0.486821338384,23.4
1304,2020-03-24,1,0,2020-05-30,169,24,26059,4,45909,11598,12409,6457,3534,76.243131424,45605,0.241398390342,0.708953722334,13.5
1305,2020-03-24,1,0,2020-05-30,35,1,18153,4,20900,4547,4519,3590,2322,46.221558378999994,20669,0.246874634887,0.717139852787,13.7
1306,2020-03-24,1,0,2020-05-30,40,3,18149,1,22966,5553,4121,5328,1112,74.382759895,22995,0.269781053544,0.690114892695,11.0
1307,2020-03-24,1,0,2020-05-30,543,30,18127,32,167391,36197,42485,33970,19706,407.5470632,170389,0.438359567014,0.506183653192,8.9
1308,2020-03-24,1,0,2020-05-30,13,0,18115,0,5911,1568,848,1980,786,68.195205289,5875,0.235173123072,0.726088447035,9.7
1309,2020-03-24,1,0,2020-05-30,240,18,18107,5,38288,8814,12592,4529,3679,75.969901722,38338,0.222634262632,0.731805840673,10.8
1310,2020-03-24,1,0,2020-05-30,160,25,18093,6,45669,11750,12789,7676,2844,101.00659482,45370,0.220696162718,0.735688823653,12.5
1311,2020-03-24,1,0,2020-05-30,46,1,19031,0,18368,4727,4098,5442,1711,32.145354397,18627,0.381206051566,0.562007244833,7.6
1312,2020-03-24,1,0,2020-05-30,33,0,19019,0,21101,4777,5934,4218,1540,37.078870166,21175,0.391240011838,0.5429614284309999,10.6
1313,2020-03-24,1,0,2020-05-30,167,29,18173,24,61581,13734,10658,18917,6510,163.71008447,62998,0.306866155561,0.646188658854,7.1
1314,2020-03-24,1,0,2020-05-30,386,2,18071,7,43779,9380,14508,5143,6875,86.731831454,44231,0.219199178645,0.7333447410449999,12.0
1315,2020-03-24,2,0,2020-05-30,15,2,18051,5,33596,7576,10728,5021,9668,69.055160301,33659,0.240434332989,0.716067735264,10.6
1316,2020-03-24,1,0,2020-05-30,261,16,19099,4,36789,9289,9445,7378,2368,50.909554584,37185,0.378568385173,0.562207072859,10.2
1317,2020-03-24,6,0,2020-05-30,237,34,18031,0,26480,5924,8753,3636,5905,71.286353726,26559,0.191167192429,0.765029292474,11.7
1318,2020-03-24,2,0,2020-05-30,169,22,18029,8,49564,11201,10046,13777,5382,162.11122311,49458,0.204224173986,0.757423672104,9.4
1319,2020-03-24,1,0,2020-05-30,33,1,18013,0,15007,4827,2687,4242,646,48.373734188,15092,0.318411734952,0.634167931209,10.1
1320,2020-03-24,2,0,2020-05-30,485,7,21177,6,31153,7703,7645,3618,1428,65.52151339699999,30622,0.250804844397,0.719990801778,17.4
1321,2020-03-24,2,0,2020-05-30,10,0,21165,0,6381,1692,943,1190,280,31.873634579,6489,0.25188916876600004,0.723281756027,26.4
1322,2020-03-24,2,0,2020-05-30,95,2,21145,58,65285,16639,24753,3815,15248,263.01498592,65418,0.291970336274,0.664045518476,14.7
1323,2020-03-24,1,0,2020-05-30,3,0,21159,0,12175,2520,1293,1047,1313,48.754813588999994,11195,0.0918754745634,0.8866109845610001,39.1
1324,2020-03-24,1,0,2020-05-30,52,3,21213,0,17881,3934,4731,2711,3645,79.297915882,18572,0.284954811271,0.6747740563529999,12.5
1325,2020-03-24,1,0,2020-05-30,13,0,20043,0,7790,2038,1792,2005,1031,19.314884582999998,7600,0.173499702911,0.7727272727269999,13.3
1326,2020-03-24,1,0,2020-05-30,130,0,19181,0,48630,10113,8658,15933,3265,90.316926025,51466,0.3853098528760001,0.548855699212,7.1
1327,2020-03-24,1,0,2020-05-30,6,0,20207,0,3178,1025,860,671,146,6.3035002498,3138,0.19014084507,0.748591549296,16.1
1328,2020-03-24,1,0,2020-05-30,27,0,20149,0,23188,4546,5482,5421,4724,29.001823024,24383,0.211506902211,0.719277922579,8.0
1329,2020-03-25,2,0,2020-05-30,61,2,38089,4,30316,5319,14704,1271,3653,23.588801261999997,31489,0.144036318613,0.8021460998759999,8.2
1330,2020-03-25,1,0,2020-05-30,1,0,38031,0,3318,956,1522,240,330,5.062455206,3210,0.203649205415,0.728075338434,8.7
1331,2020-03-25,1,0,2020-05-30,30,0,39087,0,61057,14970,9505,14518,4002,131.15757201,59463,0.263940806968,0.7029172607809999,18.8
1332,2020-03-25,1,0,2020-05-30,40,0,39047,6,28659,6536,7794,4372,4448,70.19621917,28525,0.247018581862,0.717666635851,15.1
1333,2020-03-25,1,0,2020-05-30,117,2,37091,10,24262,6311,5695,2797,3603,67.042594974,23677,0.6817821782179999,0.30504950495,23.2
1334,2020-03-25,1,0,2020-05-30,215,7,37107,14,57934,14708,17864,5558,9740,140.19255974,55949,0.460862745098,0.52368627451,22.1
1335,2020-03-25,1,0,2020-05-30,794,12,37061,9,59350,13785,14484,9847,6433,72.09617333899999,58741,0.397844764817,0.589825736615,20.4
1336,2020-03-25,1,0,2020-05-30,89,2,37045,57,97038,23687,26717,12963,8615,210.99489475,97947,0.337494619027,0.643315132429,19.1
1337,2020-03-25,2,0,2020-05-30,64,1,37111,9,45069,11491,12383,4645,3311,104.00162297,45756,0.237510865675,0.74229176254,15.4
1338,2020-03-25,1,0,2020-05-30,147,14,37131,0,20426,6480,2996,3918,2693,36.302998216,19483,0.6262678004300001,0.364306935765,21.4
1339,2020-03-25,1,0,2020-05-30,210,7,39107,5,40723,9546,13731,6287,4060,89.031394041,41172,0.15646258503399998,0.806943467042,7.6
1340,2020-03-25,1,0,2020-05-30,12,0,41041,0,47307,17261,17882,1156,1334,50.929541696,49962,0.511753692532,0.411940919492,13.6
1341,2020-03-25,1,0,2020-05-30,164,17,42081,32,115398,28691,45884,7613,10340,92.205620026,113299,0.257008788325,0.70535252714,13.0
1342,2020-03-25,1,0,2020-05-30,79,8,42073,18,88231,25000,24487,13946,7658,239.37776967,85512,0.343558130933,0.624411293305,15.8
1343,2020-03-25,2,0,2020-05-30,27,0,42059,0,37338,9105,8905,5340,7381,62.911894676,36233,0.277967235038,0.6950183884990001,15.9
1344,2020-03-25,1,0,2020-05-30,41,1,40019,13,48407,10584,18475,2010,5412,58.514844004,48111,0.215939135596,0.741973776507,17.7
1345,2020-03-25,1,0,2020-05-30,26,1,40013,8,45068,10589,13798,4307,3220,53.077612087,47995,0.20275862069000006,0.758548094374,16.6
1346,2020-03-25,2,0,2020-05-30,87,3,40001,0,22136,4650,5080,3125,1200,38.675265348,22194,0.212430426716,0.7348484848479999,24.6
1347,2020-03-25,1,0,2020-05-30,272,50,39169,14,115915,26488,37731,15728,13012,208.55959709,115710,0.302162718847,0.651328527291,9.4
1348,2020-03-25,1,0,2020-05-30,20,2,39147,9,55549,13111,14353,10419,5025,100.13676504,55178,0.30820663515200003,0.620033218347,12.1
1349,2020-03-25,1,0,2020-05-30,2050,37,39129,8,57075,11657,9061,15054,7225,116.62750047,58457,0.265600067187,0.6921138825900001,12.1
1350,2020-03-25,5,0,2020-05-30,94,7,40037,0,70899,16589,12254,17207,8078,75.29799072,71522,0.202667963593,0.748245674981,14.0
1351,2020-03-25,1,0,2020-05-30,100,16,40041,6,41878,13064,9059,6384,2652,58.275503266,43009,0.210841836735,0.752295918367,20.7
1352,2020-03-25,1,0,2020-05-30,38,1,40137,9,44293,10951,15195,3372,3131,49.578461495,43143,0.172425360617,0.792016101979,15.0
1353,2020-03-25,1,0,2020-05-30,59,4,40125,14,71614,15322,19763,9250,6311,92.14620112700001,72592,0.23625919660100006,0.7013416217489999,17.6
1354,2020-03-25,1,0,2020-05-30,95,8,40113,0,47350,11772,6746,12255,3254,20.90398952,46963,0.2952697708800001,0.663023967902,15.1
1355,2020-03-25,1,0,2020-05-30,132,3,37027,12,81805,20816,20677,12395,5371,174.14608166,82178,0.235068677092,0.741292975634,15.9
1356,2020-03-25,1,0,2020-05-30,463,1,31053,0,36576,9091,13011,5032,4318,69.11262295899999,36565,0.29754662744800003,0.650845644762,9.8
1357,2020-03-25,1,0,2020-05-30,1,0,30041,6,16468,3176,6946,307,835,5.685764991599998,16484,0.370253663148,0.54293366945,13.5
1358,2020-03-25,1,0,2020-05-30,61,1,32019,0,52303,14565,9147,10501,3327,28.737262348,57510,0.258648261931,0.6735544146119999,10.5
1359,2020-03-25,1,0,2020-05-30,9,0,29053,0,17620,4083,4444,3350,1643,31.357063255,17709,0.24222668004,0.70498996991,14.0
1360,2020-03-25,1,0,2020-05-30,1,0,29205,0,6084,1705,1939,933,442,11.839555224000001,5930,0.186346863469,0.776137761378,14.3
1361,2020-03-25,1,0,2020-05-30,10,0,29175,8,24987,5586,6856,2488,2716,51.268681755,24748,0.221456979338,0.7303327189830001,17.6
1362,2020-03-25,1,0,2020-05-30,3,0,29173,0,10208,2800,1794,2977,1399,21.943997436999997,10309,0.216103304216,0.75370300038,9.1
1363,2020-03-25,2,0,2020-05-30,70,2,29165,0,96899,18623,20064,29189,25560,248.74104911,104418,0.405544478034,0.535473081623,5.8
1364,2020-03-25,1,0,2020-05-30,9,0,29139,0,11618,3177,2606,2418,675,21.588757537,11551,0.206120943953,0.760324483776,14.3
1365,2020-03-25,1,0,2020-05-30,20,0,29119,0,22753,4923,4698,4708,2243,42.33149127,22837,0.161423539415,0.8015304263330001,17.9
1366,2020-03-25,1,0,2020-05-30,18,1,29145,0,58237,13667,13944,11772,10399,93.21422398799999,58236,0.18818380744,0.775145250132,16.0
1367,2020-03-25,1,0,2020-05-30,22,0,36033,13,51054,11559,15860,3674,4026,30.703152586999998,50022,0.4302218114600001,0.504092949564,16.7
1368,2020-03-25,2,0,2020-05-30,390,14,37023,16,88898,23258,24309,11392,6821,178.74051206,90485,0.290398002019,0.6839098783140001,14.0
1369,2020-03-25,2,0,2020-05-30,122,4,37015,0,19913,5537,3938,3167,2119,27.0990253,18947,0.6222814498929999,0.3705756929640001,23.5
1370,2020-03-25,1,1,2020-05-30,20,1,35015,12,56793,11808,24489,977,4566,13.997886242,58460,0.256517953183,0.6722327511139999,15.7
