,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty
1641,2020-03-27,1,0,2020-05-30,5,1,40077,0,10621,2798,2571,1397,1093,13.949740473,10073,0.196790123457,0.763950617284,17.9
1642,2020-03-27,1,0,2020-05-30,29,1,40021,30,48404,10095,14087,5011,2697,64.962516427,48657,0.330866743495,0.606053254079,21.0
1643,2020-03-27,1,0,2020-05-30,158,10,40015,0,29437,6475,7125,3849,1551,22.509817603000002,28762,0.258997429306,0.693337617823,19.5
1644,2020-03-27,1,0,2020-05-30,16,0,41009,0,50207,13196,8480,11303,2379,79.551515045,52354,0.397136818599,0.517087370898,10.2
1645,2020-03-27,2,0,2020-05-30,41,3,40121,15,44673,11478,15850,2234,3033,33.438017656,43654,0.214724637681,0.738550724638,19.7
1646,2020-03-27,1,0,2020-05-30,9,0,29009,0,35398,9615,10110,3741,5623,45.996873574,35789,0.185565598466,0.7824568611339999,18.8
1647,2020-03-27,1,0,2020-05-30,8,0,30067,4,16001,4577,6233,1435,645,5.925486074099998,16606,0.388803003534,0.5379858657240001,10.5
1648,2020-03-27,1,0,2020-05-30,5,0,30047,0,29518,8372,9554,1992,866,20.43520938,30458,0.364630175221,0.577841525818,18.2
1649,2020-03-27,1,0,2020-05-30,11,0,29229,0,18304,4787,3588,2730,1381,26.825578604,18289,0.14419985159499998,0.8289636408609999,23.9
1650,2020-03-27,1,0,2020-05-30,19,0,29177,0,22859,5551,3469,6464,1225,40.466991263000004,23018,0.285002307337,0.655560682972,9.9
1651,2020-03-27,2,0,2020-05-30,690,2,29021,21,89425,18624,36769,4820,14026,213.99931143,87364,0.33771054185500005,0.599358884234,15.6
1652,2020-03-27,1,0,2020-05-30,3,0,29005,0,5335,1721,1914,730,231,9.397290611599999,5143,0.198677928755,0.7561513037090001,11.8
1653,2020-03-27,1,0,2020-05-30,77,1,29159,9,42309,9293,15786,2834,4256,62.060204176999996,42339,0.239512330285,0.70889443059,16.6
1654,2020-03-27,2,0,2020-05-30,81,1,29113,4,54800,9951,9077,14272,3080,94.184155997,59013,0.22371967655,0.728607635676,10.6
1655,2020-03-27,1,0,2020-05-30,6,0,29041,0,7586,2288,1683,1615,518,9.8858060775,7426,0.224129227663,0.744068652196,13.4
1656,2020-03-27,1,0,2020-05-30,74,2,35061,0,75845,17086,14802,12729,2791,71.889786821,76688,0.395246800731,0.481718464351,17.3
1657,2020-03-27,1,0,2020-05-30,38,0,35041,0,19313,3425,5965,2197,999,7.5632109614,18500,0.246797608881,0.660119555935,22.6
1660,2020-03-27,1,0,2020-05-30,10,0,49047,4,36343,4899,13591,1601,2165,7.9720978547,35734,0.07777691531480001,0.766591632384,11.5
1661,2020-03-27,1,0,2020-05-30,16,1,48489,0,21839,3957,3246,2080,1264,36.163100451,21358,0.67217630854,0.303227075954,35.0
1662,2020-03-27,1,0,2020-05-30,11,0,48463,6,27015,6046,9075,1388,1442,17.230907221,26741,0.432296329454,0.540286481647,22.9
1663,2020-03-27,1,0,2020-05-30,4,1,48503,0,18166,4758,7034,1172,1121,19.693857231,18010,0.113998433011,0.860146252285,13.9
1665,2020-03-27,1,0,2020-05-30,33,2,55075,10,40712,12297,13996,4622,6101,28.83243346,40350,0.312478102007,0.650432954602,12.0
1666,2020-03-27,1,1,2020-05-30,2,1,55051,0,5748,2170,1280,1255,684,7.500574084199999,5687,0.366120218579,0.601092896175,13.2
1667,2020-03-27,2,0,2020-05-30,14,4,55103,4,17626,5148,5247,2927,1622,29.432762407,17252,0.449258980156,0.505023863351,14.3
1668,2020-03-27,1,0,2020-05-30,36,3,56043,0,8253,2206,3376,376,554,3.4864388683,7805,0.143203230148,0.783580080754,11.9
1669,2020-03-27,1,0,2020-05-30,5,0,56015,0,13479,3710,4947,1073,447,5.9358922451,13211,0.16187806587200002,0.774001401542,12.9
1670,2020-03-27,1,0,2020-05-30,39,1,55135,4,51651,13904,16016,9144,6323,68.196382028,50990,0.325722804127,0.628182495783,10.4
1671,2020-03-27,1,0,2020-05-30,3,0,53059,0,11498,3238,2113,2417,485,7.2864564275,12083,0.395024163236,0.520851977806,11.7
1672,2020-03-27,1,0,2020-05-30,4,0,54073,0,7527,1842,1348,1528,1514,57.331976996,7460,0.198083067093,0.7482428115019999,13.6
1673,2020-03-27,1,0,2020-05-30,18,0,54029,10,29921,8634,8013,6058,3762,348.75006828,28810,0.25684227179200003,0.701629489005,13.2
1674,2020-03-27,1,0,2020-05-30,9,0,54025,12,35523,10528,11721,2234,3585,33.988583529,34662,0.267663043478,0.6792763157889999,15.8
1675,2020-03-27,1,0,2020-05-30,89,0,46127,0,14929,3448,3462,3979,5019,34.577896105,15932,0.282077264091,0.669791006966,5.9
1676,2020-03-27,1,0,2020-05-30,26,1,46121,0,10016,1102,2523,303,506,7.328988205700001,10177,0.708235294118,0.229176470588,48.4
1677,2020-03-27,2,0,2020-05-30,11,0,46081,5,25018,6595,10006,2538,2325,32.302864805,25844,0.28339807465,0.625823340652,12.7
1678,2020-03-27,1,0,2020-05-30,1,0,46049,0,2327,716,994,157,158,2.3418758909,2299,0.182468694097,0.767441860465,15.6
1679,2020-03-27,1,0,2020-05-30,25,0,46003,0,2739,732,879,458,368,3.8830703924,2751,0.241648898365,0.692253020611,10.2
1680,2020-03-27,2,0,2020-05-30,27,3,48221,12,55418,17518,13189,8563,4673,146.52184064,61643,0.153177641654,0.818032159265,10.2
1681,2020-03-27,1,0,2020-05-30,244,25,48203,0,66606,14535,15880,12116,7490,73.943031064,66553,0.270444545592,0.709755727507,14.7
1682,2020-03-27,1,0,2020-05-30,328,5,48441,110,135371,25874,58997,3975,7001,150.76844719,138034,0.221954667963,0.732823752927,16.0
1683,2020-03-27,2,0,2020-05-30,33,0,48427,0,63420,9636,15371,4896,1839,52.84017609399999,64633,0.7908647677699999,0.189718586947,33.2
1684,2020-03-27,1,0,2020-05-30,201,6,48419,0,25689,5778,7287,2766,1555,31.767655706,25274,0.193672839506,0.7904541446209999,20.6
1685,2020-03-27,3,0,2020-05-30,674,6,48381,0,130552,25788,27052,37010,11441,151.01212562,137713,0.154981138387,0.8061063311839999,8.5
1686,2020-03-27,1,0,2020-05-30,55,2,48349,9,48239,10925,14878,4635,3466,49.634141211999996,50113,0.244048345745,0.731534611159,20.0
1687,2020-03-27,1,0,2020-05-30,9,1,48337,0,19406,5647,5443,2659,1201,21.288944603,19818,0.102859135286,0.8747094374709999,13.8
1688,2020-03-27,1,0,2020-05-30,34,1,47159,2,19279,4324,4131,3824,1559,64.133993695,20157,0.227800269906,0.7402159244259999,13.9
1689,2020-03-27,1,0,2020-05-30,44,2,48073,0,51594,11992,12975,6491,3141,49.998321227,52646,0.207532483085,0.772169331178,17.4
1690,2020-03-27,1,0,2020-05-30,7,0,28125,0,4631,994,1007,514,388,10.008801405,4321,0.669781931464,0.321391484943,33.6
1691,2020-03-27,1,0,2020-05-30,43,0,13053,0,11096,645,4754,1801,10231,43.849500395,10907,0.428468208092,0.53901734104,17.3
1692,2020-03-27,1,0,2020-05-30,30,0,13147,0,25535,7015,5052,4484,1992,112.74742334,26205,0.256326287586,0.7229334127220001,15.0
1693,2020-03-27,1,0,2020-05-30,520,23,13137,4,43878,10665,10355,6233,5498,163.74088544,45328,0.15395585317500002,0.81746031746,14.9
1694,2020-03-27,1,0,2020-05-30,31,1,12075,0,39713,12422,6744,7153,2540,37.115151768000004,41503,0.262869830123,0.710383642278,16.1
1695,2020-03-27,1,0,2020-05-30,167,18,12121,0,43814,11617,9771,5506,3259,64.507811609,44417,0.211780455154,0.7647121820620001,19.3
1696,2020-03-27,1,0,2020-05-30,131,4,17075,0,28457,8008,8436,4951,1818,24.265366799000002,27114,0.19314400681,0.7527663855140001,9.9
1697,2020-03-27,1,0,2020-05-30,69,0,17073,3,49649,12932,12260,11046,2885,59.428708102,48913,0.364600528227,0.576180257511,11.5
1698,2020-03-27,1,0,2020-05-30,15,1,17011,9,33619,9368,9557,6431,3592,37.542669859,32628,0.368643807888,0.568238974422,11.6
1699,2020-03-27,1,0,2020-05-30,17,0,16045,0,16850,4887,3161,2426,714,32.356177425,18112,0.154552313883,0.7520120724349999,13.4
1700,2020-03-27,2,0,2020-05-30,280,34,13293,28,26241,6294,6236,3257,2254,81.368499194,26320,0.317740754302,0.667154888319,21.6
1701,2020-03-27,1,0,2020-05-30,11,0,5005,17,41093,15979,12543,2256,2926,75.655216879,41932,0.212701818925,0.7487737584299999,15.1
1702,2020-03-27,2,0,2020-05-30,88,0,1133,4,23968,6575,5254,3141,2762,38.547672328000004,23629,0.08493417844949999,0.899561189664,18.6
1703,2020-03-27,1,0,2020-05-30,57,3,1053,14,37621,8677,9016,3041,3392,38.755951378,36633,0.308814829422,0.6758693222900001,23.6
1704,2020-03-27,2,0,2020-05-30,77,1,1039,13,37519,10290,11014,2947,1889,35.950408623,37049,0.15039828044,0.835883171071,19.9
1705,2020-03-27,1,0,2020-05-30,94,4,1063,0,8533,2352,1085,1297,798,12.535873955,8111,0.8239407651170001,0.17235705471,30.1
1706,2020-03-27,1,0,2020-05-30,125,7,1111,0,22530,6129,4724,3681,906,39.138789293,22722,0.226061204344,0.7598223099699999,19.7
1707,2020-03-27,1,0,2020-05-30,3,0,8073,0,5520,1200,1304,169,882,2.2116792515,5701,0.16611157368899998,0.7797668609489999,16.2
1708,2020-03-27,1,0,2020-05-30,6,0,8023,0,3628,1272,890,339,109,3.1663577283999995,3887,0.609340659341,0.319230769231,25.2
1709,2020-03-27,1,0,2020-05-30,746,4,6031,22,150183,20569,41634,11978,12495,110.00431738,152940,0.400062015504,0.54096124031,18.8
1710,2020-03-27,1,0,2020-05-30,5,0,6011,0,21479,4027,6624,1946,2340,18.724913044,21547,0.403245374583,0.538519866545,11.0
1711,2020-03-27,1,0,2020-05-30,74,2,8003,6,16345,2952,5493,702,2847,22.465424451,16233,0.459330143541,0.439466434682,19.1
1712,2020-03-27,1,0,2020-05-30,93,2,18015,0,19994,5056,3183,5842,2314,54.421434495,20257,0.219653850621,0.728656057614,8.8
1713,2020-03-27,1,0,2020-05-30,58,5,26039,6,13821,4436,3032,2093,1490,25.213726526,14029,0.308795551002,0.637201814723,13.6
1714,2020-03-27,1,0,2020-05-30,82,3,26027,0,51397,13966,8101,13923,4251,105.66504405,51787,0.312392574768,0.611937091784,11.2
1715,2020-03-27,1,0,2020-05-30,44,1,26063,4,31750,10169,11761,1836,2429,37.057663334000004,30981,0.288932357395,0.670683997981,12.6
1716,2020-03-27,1,0,2020-05-30,74,9,26057,0,41319,9162,10374,5279,4820,71.62630108100001,40711,0.34454445931199995,0.6007784941,16.2
1717,2020-03-27,1,0,2020-05-30,208,13,22125,0,15376,3049,2807,2145,2349,38.599771755,15568,0.387547430148,0.584684373922,24.4
1718,2020-03-27,1,0,2020-05-30,144,11,28069,0,10082,2367,1597,1869,2029,12.714988419,9742,0.60939857728,0.383272256952,27.5
1719,2020-03-27,1,0,2020-05-30,42,1,28063,0,7463,1641,820,944,744,13.444036679000002,6990,0.864731795802,0.126716766002,35.5
1720,2020-03-27,1,0,2020-05-30,630,38,28099,0,29437,5993,8801,3072,3179,51.072172722,29118,0.255604521939,0.72935428243,26.9
1721,2020-03-27,1,0,2020-05-30,14,0,27007,10,45847,9482,17021,3184,3549,18.839747795,47188,0.407581159692,0.505864139613,18.4
1722,2020-03-27,1,0,2020-05-30,18,0,27043,4,13966,4173,5019,2006,1386,19.162700747,13653,0.29272603671,0.633446634942,11.7
1723,2020-03-27,1,0,2020-05-30,6,1,27087,0,5500,1271,1498,671,1078,9.9073845865,5527,0.4484088717450001,0.477820636451,20.9
1724,2020-03-27,1,0,2020-05-30,5,0,27081,0,5724,1776,1736,1191,478,10.50520479,5639,0.286475682878,0.6429047301799999,10.1
1725,2020-03-27,1,0,2020-05-30,20,0,19059,3,17000,5604,6902,1881,2260,45.353724811999996,17258,0.297745681663,0.658046257441,7.8
1726,2020-03-27,1,0,2020-05-30,61,1,19045,10,47587,12082,17277,5727,5875,66.812594993,46429,0.44307191841,0.49450501143,12.5
1727,2020-03-27,1,0,2020-05-30,15,1,19023,0,14822,4297,3138,4150,1234,24.888899586999997,14439,0.290063028027,0.659514550087,9.0
1728,2020-03-27,1,0,2020-05-30,41,3,18183,0,33481,8060,7662,8620,4836,101.20933212,33964,0.217508850982,0.73105889926,7.1
1729,2020-03-27,1,0,2020-05-30,17,0,19083,0,17239,4835,6264,1949,1712,29.590225761,16846,0.329336340971,0.6210376350469999,9.9
1730,2020-03-27,1,0,2020-05-30,39,1,19187,8,36945,8966,14258,2065,3752,50.165658876,35904,0.365044376124,0.582922443297,13.7
1731,2020-03-27,1,0,2020-05-30,7,0,19137,8,10239,2863,3519,1008,1101,23.383809178000003,9917,0.262505002001,0.6864745898360001,13.9
1732,2020-03-27,1,0,2020-05-30,892,16,19127,0,40476,9549,15521,3475,3398,68.766444364,39369,0.430677966102,0.515536723164,11.3
1733,2020-03-27,1,0,2020-05-30,33,0,19095,0,16231,3976,5476,3175,3348,27.59631515,16184,0.34930026169100004,0.590852201616,7.4
1734,2020-03-27,1,0,2020-05-30,167,0,19197,0,12864,3778,4586,1294,1559,21.643119997,12562,0.317700453858,0.6370818624979999,10.6
1735,2020-03-27,1,0,2020-05-30,27,2,18069,0,36520,8144,11199,6338,4315,95.439909021,36520,0.219481657694,0.7292475272319999,10.1
1736,2020-03-27,1,0,2020-05-30,176,11,18065,10,48649,12162,10169,9105,3403,122.4151072,47972,0.255242839352,0.692154420922,14.4
1737,2020-03-27,1,0,2020-05-30,49,1,18049,4,20296,5248,5071,3847,1827,54.219276738999994,19974,0.234057797946,0.717697635539,13.6
1738,2020-03-27,1,0,2020-05-30,228,2,18023,0,32455,7149,8451,6163,3457,79.984257434,32399,0.236970410222,0.717047747142,11.9
1739,2020-03-27,1,0,2020-05-30,129,2,18085,14,78720,16785,28075,8749,9019,149.51197031,79456,0.197793587614,0.7493340019429999,9.0
1740,2020-03-27,1,0,2020-05-30,70,3,18135,0,25203,6468,5846,5231,2300,54.522839313999995,24665,0.233932670237,0.718726090283,13.6
1741,2020-03-27,2,0,2020-05-30,77,2,18087,0,38720,7291,9260,6087,5294,104.34906183,39614,0.217755443886,0.7354480737019999,7.8
1742,2020-03-27,3,0,2020-05-30,27,0,21239,0,25817,6129,5196,7296,4893,140.62281054,26734,0.36598508895,0.568170074555,9.4
1743,2020-03-27,1,0,2020-05-30,4,0,20143,0,5957,1490,1307,1636,325,7.914193336,5704,0.147941381717,0.788904396371,10.2
1744,2020-03-27,1,0,2020-05-30,7,0,20139,0,15894,4124,2682,4432,701,22.606454105999997,15949,0.25094284885400003,0.68363794604,12.5
1745,2020-03-27,1,0,2020-05-30,27,0,20113,7,28792,7540,12598,2646,3789,31.773879389,28542,0.255806477538,0.675640922607,10.5
1746,2020-03-27,1,0,2020-05-30,5,1,20027,0,8203,2413,3120,1086,760,12.400463388,8002,0.17842768983100002,0.75959216528,10.7
1747,2020-03-27,1,0,2020-05-30,15,2,20079,6,34683,8619,10989,5209,4060,63.786246623000004,34429,0.344291609354,0.584800550206,10.4
1748,2020-03-27,1,0,2020-05-30,1,0,20063,0,2632,882,1138,205,354,2.4597217138,2636,0.112198795181,0.8486445783130001,11.4
1749,2020-03-27,1,0,2020-05-30,50,8,20031,0,8328,2233,3057,1028,1644,13.047055805,8179,0.181474003029,0.75466935891,10.7
1750,2020-03-27,1,0,2020-05-30,8,0,21123,0,14102,3193,2142,3487,1241,55.048119317,14398,0.200974996069,0.754678408555,15.3
1751,2020-03-27,2,0,2020-05-30,173,11,21037,21,91804,19251,16245,28797,13906,618.36956916,93584,0.345129617857,0.589814226178,13.1
1752,2020-03-27,2,0,2020-05-30,111,4,21029,0,78622,16484,11597,24963,10400,274.97464615,81676,0.229076479076,0.7273282273280001,9.5
1753,2020-03-28,1,0,2020-05-30,6,0,39131,0,28291,6786,5751,3947,4502,63.07778965,27772,0.299053244159,0.666116563884,20.5
1754,2020-03-28,1,0,2020-05-30,99,16,39123,4,40769,12744,9849,9262,5119,159.10019022,40525,0.374206604728,0.5698187839209999,9.5
1755,2020-03-28,1,0,2020-05-30,73,3,39011,6,45778,10738,12677,9705,7663,113.745286,45656,0.167322834646,0.793088363955,6.9
1756,2020-03-28,2,0,2020-05-30,36,4,37149,6,20434,7657,3946,4180,1875,87.190319676,20724,0.346451552737,0.628368926606,11.8
1757,2020-03-28,1,0,2020-05-30,24,2,37143,0,13506,4652,1792,3045,889,54.468411395,13463,0.347384382108,0.62820318423,15.8
1758,2020-03-28,1,0,2020-05-30,6,0,39161,5,28262,6946,7859,4978,3309,69.10612716,28275,0.196333922261,0.760306242638,8.4
1759,2020-03-28,2,0,2020-05-30,211,32,39003,62,104157,24080,37674,8913,15124,254.28582804,102351,0.287100098575,0.668921946411,14.4
1760,2020-03-28,1,0,2020-05-30,2,0,38085,0,4420,542,1172,100,622,3.8663624335,4230,0.644010195412,0.217502124044,32.9
1761,2020-03-28,2,0,2020-05-30,39,0,38061,0,9986,1616,3880,641,3150,5.7772635601,10545,0.302070341731,0.636318283861,10.4
1762,2020-03-28,2,0,2020-05-30,7,0,38055,0,9607,2983,3152,1346,1385,4.4781226172,9450,0.205532078371,0.7351133307719999,9.2
1763,2020-03-28,1,0,2020-05-30,1,0,38023,0,2378,830,1096,144,394,1.7955742141,2264,0.204717775906,0.72451558551,10.0
1764,2020-03-28,2,0,2020-05-30,4,0,38003,0,10971,3118,4870,889,579,6.9826302577,10415,0.304016752332,0.600799543118,12.3
1765,2020-03-28,1,0,2020-05-30,27,2,42031,7,38747,9831,11471,5242,3226,63.974267483999995,38438,0.243464332704,0.71763629083,15.3
1766,2020-03-28,1,0,2020-05-30,2,0,42023,0,4754,1626,1776,418,469,11.223253065,4447,0.231719367589,0.738636363636,13.9
1767,2020-03-28,1,0,2020-05-30,42,1,42109,0,40570,9628,11846,6993,6141,122.79216121,40372,0.24435192555,0.7169534072120001,10.7
1768,2020-03-28,1,0,2020-05-30,57,3,42099,0,45878,11279,7395,15211,2783,83.90995533600001,46272,0.218881482532,0.7380986148540001,9.8
1769,2020-03-28,1,0,2020-05-30,12,1,42083,5,42070,10418,14216,3809,2816,41.48873934,40625,0.244156177755,0.716606730028,16.8
1770,2020-03-28,1,0,2020-05-30,230,2,42061,7,45686,11826,11493,6690,3525,51.613688264,45144,0.230149774313,0.737022979073,13.7
1771,2020-03-28,1,0,2020-05-30,14,1,40079,4,49860,11673,11918,6152,2250,31.369947280999998,49853,0.188673760102,0.775975347404,22.6
1772,2020-03-28,1,0,2020-05-30,23,0,40105,0,10448,2710,1762,2418,636,17.807863609,10076,0.17512390842599998,0.783809299032,16.5
1773,2020-03-28,1,0,2020-05-30,13,0,31073,0,2019,614,557,515,165,4.3435071587000005,1990,0.165,0.792,9.1
1774,2020-03-28,1,0,2020-05-30,26,0,29219,0,33554,8041,5270,9382,2738,83.174037337,35649,0.24831916783000005,0.704617531397,10.5
1775,2020-03-28,1,0,2020-05-30,571,1,31141,5,32875,7783,14919,2422,4323,49.651397125,33470,0.185947177333,0.7734035737170001,8.5
1776,2020-03-28,1,0,2020-05-30,78,4,32013,3,17088,3163,7312,899,1043,1.7458110838999998,16831,0.215451577802,0.7027825275920001,11.9
1777,2020-03-28,1,0,2020-05-30,7,0,29181,0,13807,3623,3124,2108,305,21.107767682000002,13288,0.150416817688,0.819137368612,23.5
1778,2020-03-28,1,0,2020-05-30,11,0,36097,0,18112,4831,3906,4082,1841,54.232858875,17807,0.327792947881,0.614864062686,13.5
1779,2020-03-28,1,0,2020-05-30,197,9,37065,15,54032,13212,10840,9866,6780,101.83748118,51472,0.655173812518,0.333387417353,22.9
1780,2020-03-28,1,0,2020-05-30,87,2,36009,0,78175,19443,23231,10322,7401,58.181057808999995,76117,0.30099098788,0.644591001692,17.1
1781,2020-03-28,1,0,2020-05-30,10,0,51103,0,10848,4693,3266,1337,1976,79.543888345,10603,0.433702076072,0.53341415366,12.3
1783,2020-03-28,2,0,2020-05-30,25,1,51133,0,12254,5416,2286,2600,777,63.178969226999996,12095,0.34613502935400003,0.6224315068490001,14.8
1784,2020-03-28,1,0,2020-05-30,36,1,51127,0,20523,4832,2433,7391,1942,109.93842635,23091,0.291457699581,0.667351804653,5.2
1785,2020-03-28,1,0,2020-05-30,73,1,51121,22,97692,16371,36632,7846,13662,254.71501409,98535,0.46879025647,0.455673966507,24.1
1786,2020-03-28,1,0,2020-05-30,32,0,51145,0,28364,6652,3876,9074,3269,113.95633117,29652,0.241574371799,0.707097773014,6.9
1787,2020-03-28,1,0,2020-05-30,289,5,49037,1,15193,2833,4188,705,949,1.9575843226,15308,0.370844939647,0.489322191272,22.6
1788,2020-03-28,1,0,2020-05-30,3,0,49017,0,5020,1314,1691,254,261,0.9760106343,5051,0.153443766347,0.687445510026,11.2
1789,2020-03-28,5,0,2020-05-30,202,25,48477,5,34667,9303,11832,2474,4405,59.388218198000004,35882,0.229266969553,0.742117040754,13.8
1790,2020-03-28,1,0,2020-05-30,9,0,55085,20,35352,11792,13061,3208,3918,31.954080063000003,35595,0.388875557902,0.560397370063,9.4
1791,2020-03-28,1,0,2020-05-30,3,0,56035,0,10037,2292,4911,413,1358,2.0118769607,9831,0.149872003724,0.7933441936229999,6.8
1792,2020-03-28,1,0,2020-05-30,24,0,56009,0,14166,2972,5697,1474,1469,3.2484416241000003,13822,0.101953601954,0.842490842491,9.5
1793,2020-03-28,1,0,2020-05-30,17,2,42117,6,41550,11363,13815,4132,3427,35.801696889,40591,0.210107303565,0.745817468559,15.0
1794,2020-03-28,1,0,2020-05-30,19,1,47019,8,56500,15434,10127,12774,2468,165.24432053,56391,0.164483399228,0.8048873434,19.1
1795,2020-03-28,2,0,2020-05-30,607,1,47007,0,14413,3372,2149,2529,812,37.06433432,15064,0.192688172043,0.778709677419,26.7
1796,2020-03-28,1,0,2020-05-30,51,0,46135,10,22660,5565,10037,1234,2614,43.772977624,22814,0.34328202995,0.587978369384,11.0
1797,2020-03-28,2,0,2020-05-30,5,0,46067,0,7277,2187,2669,1034,527,8.9678730152,7291,0.205646359584,0.7479940564640001,11.5
1798,2020-03-28,1,0,2020-05-30,4,0,46057,0,5911,1301,1595,1225,564,12.158786094000002,6164,0.20094134685,0.742577842143,9.3
1799,2020-03-28,1,0,2020-05-30,1,0,46039,0,4282,1232,1503,745,514,6.986879309,4351,0.274038461538,0.656730769231,9.1
1800,2020-03-28,1,0,2020-05-30,16,0,47091,0,17846,5169,4001,1927,625,59.603257748000004,17788,0.150701647346,0.8236729713240001,20.7
1801,2020-03-28,1,0,2020-05-30,196,0,47069,0,25784,6150,5097,3110,1972,37.51442128,25050,0.451633845488,0.531486691192,23.5
1802,2020-03-28,2,0,2020-05-30,67,4,45059,8,66508,16065,15125,11607,6968,94.559181937,67493,0.334101382488,0.633451688449,19.7
1803,2020-03-28,1,0,2020-05-30,16,0,48279,0,13368,2865,4167,1431,911,12.687695533,12893,0.197183098592,0.778489116517,20.0
1804,2020-03-28,1,0,2020-05-30,7,1,48305,0,5785,1293,1178,1163,380,6.6725194955,5951,0.201802704056,0.774161241863,18.3
1805,2020-03-28,1,0,2020-05-30,26,0,47183,6,33776,8009,9304,4701,2075,57.427096917,33328,0.228415931393,0.7422280860889999,19.7
1806,2020-03-28,1,0,2020-05-30,4,0,47173,0,19176,4587,2194,4456,644,89.328927243,19972,0.162798194713,0.8098001289489999,19.8
1807,2020-03-28,1,0,2020-05-30,1392,4,47169,0,8773,1811,1176,2195,822,98.686671503,11284,0.300127307447,0.668045830681,18.6
1808,2020-03-28,1,0,2020-05-30,17,0,47129,0,21639,5004,2307,4418,905,40.987789835,21403,0.158013205282,0.8146758703479999,20.4
1809,2020-03-28,1,0,2020-05-30,64,0,48055,0,40544,7589,6696,9775,2984,80.082153069,43664,0.3982406695699999,0.556495003843,14.1
1810,2020-03-28,1,0,2020-05-30,24,0,48051,0,17596,4934,3245,3825,1402,27.98492027,18443,0.214686825054,0.7654427645790001,14.8
1811,2020-03-28,1,0,2020-05-30,19,1,13165,0,8929,2049,1718,1267,375,24.979491545,8676,0.365194462755,0.623599208965,31.8
1812,2020-03-28,2,0,2020-05-30,90,1,13213,0,39444,7520,6913,8835,3954,116.39102014,40096,0.144823699887,0.8323941394300001,15.2
1813,2020-03-28,1,0,2020-05-30,405,14,12051,3,39064,6808,10954,3551,3612,36.344011064,42022,0.4150909418330001,0.557536466775,24.0
1814,2020-03-28,1,0,2020-05-30,60,2,13031,24,73742,11463,23448,7136,5236,117.7718324,79608,0.364871019834,0.599395470167,22.9
1815,2020-03-28,1,0,2020-05-30,194,19,17115,65,107587,27263,43104,4834,10648,179.14804066,104009,0.385148996468,0.566419220439,17.4
1816,2020-03-28,1,0,2020-05-30,20,3,17051,4,21980,5172,5274,3519,1935,29.780643438000002,21336,0.190646347872,0.773830793484,14.9
1817,2020-03-28,1,0,2020-05-30,16,2,17015,0,14704,4653,3827,2946,1297,32.11673175,14305,0.331384280664,0.602121294534,11.4
1818,2020-03-28,1,0,2020-05-30,25,1,18025,0,10598,2693,1736,2490,540,34.609095333,10577,0.288172511435,0.65628403398,15.8
1819,2020-03-28,1,0,2020-05-30,54,2,13231,0,17919,3658,1698,5523,1274,87.752048679,18962,0.14282420749299998,0.838386167147,10.6
1820,2020-03-28,2,0,2020-05-30,265,12,13297,7,88695,17821,14706,21986,7813,289.43893691,94593,0.204799010513,0.76915275201,11.9
1821,2020-03-28,1,0,2020-05-30,13,0,13309,0,7952,1550,645,682,814,26.583004569,7855,0.307326355852,0.676022835395,39.6
1822,2020-03-28,1,0,2020-05-30,33,0,16063,0,5296,973,1073,1113,363,4.4665908139,5366,0.205949656751,0.677345537757,13.8
1823,2020-03-28,1,0,2020-05-30,47,0,16019,35,110404,20000,40597,5796,11243,63.806604203999996,119062,0.201981362526,0.603885822854,10.6
1824,2020-03-28,1,0,2020-05-30,30,2,4007,8,53145,18752,14829,2594,3112,11.353098915,54018,0.31526310870200003,0.638938218525,20.4
1825,2020-03-28,1,0,2020-05-30,43,0,5071,8,26155,5619,8144,2024,2088,40.279389752,26578,0.269089696566,0.6748916305439999,22.2
1826,2020-03-28,1,0,2020-05-30,37,2,1099,8,21745,5536,5193,1310,1307,20.214129306,20733,0.423171330388,0.566617574865,21.9
1827,2020-03-28,2,0,2020-05-30,7,0,8081,0,13056,2777,4830,1413,635,2.8004043902,13283,0.13425499232000002,0.813056835637,12.3
1828,2020-03-28,1,0,2020-05-30,16,0,6021,0,27935,6019,6784,3276,2155,21.608599947,28393,0.326793901269,0.617123360699,15.4
1829,2020-03-28,1,0,2020-05-30,12,0,8009,0,3581,1178,1528,121,122,1.4015695336000005,3581,0.131941148552,0.81442809682,19.4
1830,2020-03-28,1,0,2020-05-30,11,0,26133,4,23221,6243,4881,3762,2729,41.427818302,23460,0.255260922903,0.692271397565,17.6
1831,2020-03-28,1,0,2020-05-30,165,2,28031,0,19172,4312,2870,3710,2288,45.034236115,18636,0.371672354949,0.616951080774,26.5
1832,2020-03-28,1,0,2020-05-30,143,18,28023,0,16089,4038,3004,3194,860,22.471815104,15541,0.33138856476100004,0.659665499806,21.6
1833,2020-03-28,1,0,2020-05-30,3,0,27029,0,8824,2327,2119,1430,863,8.828364240900001,8818,0.260355029586,0.692307692308,12.8
1834,2020-03-28,1,0,2020-05-30,60,1,28005,0,12574,3755,1790,2687,458,16.842892656,12297,0.382198208446,0.608844021044,22.2
