,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age
7590,2020-04-08,1,0,12067,2020-06-07,10.0,0.0,2020-06-12,12.0,0.0,,,,0,8684,1667,1526,1123,414,15.500288740999999,8422,0.15259259259299998,0.828148148148,21.0,1966,1177,8744,39.1
7593,2020-04-08,1,0,26153,2020-06-07,4.0,0.0,2020-06-12,4.0,0.0,,,,0,8114,2847,2339,423,343,6.906872066,8094,0.329800048181,0.615755239701,13.2,1436,2074,8069,51.6
7596,2020-04-08,1,0,27115,2020-06-07,93.0,0.0,2020-06-12,95.0,0.0,,,,0,29057,7541,7732,4683,2446,20.958857302000002,29579,0.333600407896,0.5966202928109999,12.0,5880,5659,29129,44.5
7599,2020-04-08,1,0,19195,2020-06-07,3.0,0.0,2020-06-12,4.0,0.0,,,,0,7502,1990,1490,2231,985,18.44680705,7381,0.36124288424999995,0.579459203036,9.8,1608,1481,7489,44.0
7602,2020-04-08,3,0,21109,2020-06-07,61.0,13.0,2020-06-12,63.0,13.0,,,,0,13369,3018,2148,1854,352,38.612937494,13329,0.08768419137710001,0.889394215026,26.5,3055,2172,13373,41.0
7605,2020-04-08,1,0,21235,2020-06-07,13.0,0.0,2020-06-12,17.0,0.0,,,,10,36027,8053,7899,4244,4460,82.826507636,36264,0.150163458046,0.821794406102,25.7,8876,5694,36089,36.8
7608,2020-04-08,1,0,21007,2020-06-07,13.0,0.0,2020-06-12,14.0,0.0,,,,0,8152,2211,1519,1910,1213,31.952183635,7888,0.199170124481,0.77154015133,15.3,1783,1618,8090,43.3
7611,2020-04-09,1,0,39121,2020-06-08,6.0,0.0,2020-06-12,6.0,0.0,,,,0,14498,4882,2173,2397,1584,36.240107909,14424,0.204425531915,0.755914893617,18.1,2658,3737,14443,49.7
7614,2020-04-09,1,0,38077,2020-06-08,28.0,0.0,2020-06-12,33.0,0.0,,,,0,16333,3866,6124,2493,2491,11.267876644000001,16177,0.27667560321699997,0.6379356568360001,11.6,3462,2731,16288,37.8
7617,2020-04-09,1,0,31021,2020-06-08,9.0,0.0,2020-06-12,9.0,0.0,,,,0,6546,2059,1805,1199,512,13.139109944000001,6459,0.263411864888,0.669883621913,10.8,1461,1556,6528,46.2
7620,2020-04-09,1,0,30095,2020-06-08,2.0,0.0,2020-06-12,2.0,0.0,,,,0,9342,2685,2748,1585,1080,5.3663673795,9642,0.18770764119600009,0.753737541528,8.1,2050,1988,9410,46.6
7623,2020-04-09,1,0,32033,2020-06-08,3.0,0.0,2020-06-12,3.0,0.0,,,,0,9858,2291,3247,203,616,1.0780196709,9580,0.187384044527,0.721706864564,13.3,2005,1587,9737,39.2
7626,2020-04-09,1,0,31143,2020-06-08,11.0,0.0,2020-06-12,12.0,0.0,,,,0,5244,1551,1548,1240,349,11.892442783,5213,0.16193853427899998,0.795508274232,8.5,1216,1109,5255,45.2
7629,2020-04-09,2,0,29185,2020-06-08,2.0,0.0,2020-06-12,2.0,0.0,,,,0,9396,3278,1848,1397,647,13.921868747000001,9397,0.202159827214,0.756155507559,18.2,1834,2508,9383,49.9
7632,2020-04-09,1,0,29217,2020-06-08,12.0,0.0,2020-06-12,12.0,0.0,,,,6,20665,5056,7377,1838,1853,24.882881679,20563,0.19892723880600002,0.7609608208959999,17.2,4922,3808,20691,40.9
7635,2020-04-09,3,0,37103,2020-06-08,26.0,3.0,2020-06-12,26.0,3.0,,,,0,9776,2653,1193,2712,816,19.982272597999998,9419,0.405040682675,0.583647549117,16.2,1843,2053,9695,47.2
7638,2020-04-09,1,0,35007,2020-06-08,5.0,0.0,2020-06-12,5.0,0.0,,,,4,12522,4281,4439,462,557,3.1775091604,11941,0.401821286283,0.48738379814099997,19.8,2311,3155,12353,49.0
7641,2020-04-09,2,0,51119,2020-06-08,14.0,0.0,2020-06-12,14.0,0.0,,,,0,10710,4271,2169,2161,1111,81.193649014,10582,0.35151818485200004,0.611945278612,12.7,1696,3304,10700,53.4
7644,2020-04-09,1,0,51063,2020-06-08,8.0,1.0,2020-06-12,8.0,1.0,,,,0,15594,4593,3374,3844,832,41.344329308,15749,0.288509784245,0.663447064727,12.3,3136,3407,15666,47.0
7647,2020-04-09,1,0,55113,2020-06-08,8.0,0.0,2020-06-12,9.0,0.0,,,,0,16384,5431,5757,1075,1394,13.166078145,16558,0.366422041972,0.595468005665,14.5,3208,4054,16370,50.2
7650,2020-04-09,6,0,54099,2020-06-08,103.0,9.0,2020-06-12,104.0,9.0,,,,0,41063,10695,5664,8630,4825,77.86856706399999,39402,0.221087533156,0.734549071618,20.9,8636,8060,40708,43.7
7653,2020-04-09,1,0,46031,2020-06-08,4.0,0.0,2020-06-12,9.0,0.0,,,,0,4177,665,877,351,258,1.6544558133,4086,0.455319148936,0.500425531915,33.6,1496,446,4168,28.7
7656,2020-04-09,1,0,46073,2020-06-08,40.0,1.0,2020-06-12,40.0,1.0,,,,0,2034,670,793,214,452,3.8260312882,2013,0.273009307135,0.670113753878,14.5,429,548,2029,50.6
7659,2020-04-09,1,0,48019,2020-06-08,6.0,0.0,2020-06-12,7.0,0.0,,,,0,21316,7519,4048,4679,825,29.218905059,23112,0.169000293743,0.79888377558,13.4,3759,5633,21763,52.1
7662,2020-04-09,1,0,48307,2020-06-08,3.0,0.0,2020-06-12,3.0,0.0,,,,0,8145,2448,3197,334,590,7.492486188200001,7984,0.155541153597,0.8250162022030001,18.5,1866,1789,8098,44.6
7665,2020-04-09,1,0,48313,2020-06-08,10.0,0.0,2020-06-12,19.0,0.0,,,,0,13979,2846,2735,1362,2134,30.648067901999998,14284,0.205696941396,0.781928554751,17.9,3025,2062,14128,34.7
7668,2020-04-09,1,0,48403,2020-06-08,15.0,1.0,2020-06-12,15.0,1.0,,,,0,10429,3930,1665,1046,514,21.439459374000002,10542,0.132270573029,0.8599741490739999,17.6,1964,3162,10458,52.7
7671,2020-04-09,1,0,48415,2020-06-08,26.0,0.0,2020-06-12,28.0,0.0,,,,0,17346,3440,6622,702,1303,18.447292328,16703,0.139327124121,0.836913134385,15.8,4303,2592,17239,36.1
7674,2020-04-09,1,0,48237,2020-06-08,4.0,0.0,2020-06-12,4.0,0.0,,,,0,8839,1896,1944,1345,1415,9.8085490643,8935,0.094040131776,0.890386343217,17.7,1866,1504,8842,39.7
7677,2020-04-09,4,0,17153,2020-06-08,61.0,0.0,2020-06-12,59.0,0.0,,,,0,5691,1566,804,1064,1511,26.766584671,5335,0.330367974121,0.6401132228059999,19.7,1207,1191,5611,44.1
7680,2020-04-09,1,0,17169,2020-06-08,13.0,0.0,2020-06-12,13.0,0.0,,,,0,7181,2052,1422,1593,671,15.476773912999999,6768,0.283227848101,0.665348101266,11.4,1345,1505,7064,45.8
7683,2020-04-09,2,0,1105,2020-06-08,50.0,0.0,2020-06-12,62.0,0.0,,,,0,9680,2278,1508,1274,617,12.39897807,8923,0.727497621313,0.26698382492899997,35.3,2069,1764,9486,37.7
7686,2020-04-09,1,0,8099,2020-06-08,16.0,0.0,2020-06-12,17.0,0.0,,,,0,12084,2840,5007,493,398,7.429211220499999,12172,0.235636801928,0.7047006830050001,21.6,3031,2066,12052,38.0
7689,2020-04-09,1,0,8047,2020-06-08,5.0,0.0,2020-06-12,6.0,0.0,,,,0,5793,1583,1572,1571,4111,41.613730276,6243,0.457190822608,0.437604924454,6.7,962,858,5924,45.7
7692,2020-04-09,4,0,28065,2020-06-08,85.0,3.0,2020-06-12,84.0,3.0,,,,0,11639,3162,1468,2563,766,27.244699908,11128,0.596440596441,0.395382395382,26.0,2338,2428,11495,44.3
7695,2020-04-09,1,0,21121,2020-06-08,10.0,0.0,2020-06-12,10.0,0.0,,,,4,31424,7187,5291,3905,3284,80.622996485,31145,0.14673777185200002,0.823681359887,31.9,7476,5364,31467,40.0
7698,2020-04-10,1,0,38081,2020-06-09,4.0,0.0,2020-06-12,4.0,0.0,,,,0,3883,1148,1706,313,1366,4.5405655376,3898,0.350353892821,0.5500505561169999,7.8,759,833,3883,45.1
7701,2020-04-10,1,0,40107,2020-06-09,6.0,0.0,2020-06-12,6.0,0.0,,,,0,12160,2764,2112,1727,710,19.392154847,11993,0.23976608187100001,0.709636409865,26.1,2816,2091,12115,40.0
7704,2020-04-10,1,0,40099,2020-06-09,6.0,0.0,2020-06-12,6.0,0.0,,,,0,13797,3407,4031,2003,1228,33.798980541,14073,0.196561085973,0.7552941176469999,14.9,3248,2626,13875,43.0
7707,2020-04-10,1,0,31035,2020-06-09,24.0,0.0,2020-06-12,24.0,0.0,,,,0,6264,1617,1741,1403,758,10.838920036,6203,0.158089471914,0.7981836528759999,11.0,1522,1220,6232,42.5
7710,2020-04-10,2,0,31061,2020-06-09,6.0,0.0,2020-06-12,6.0,0.0,,,,0,3019,1067,950,607,162,5.1735299796,2979,0.150966183575,0.8121980676330001,13.4,570,796,3006,50.7
7713,2020-04-10,1,0,31181,2020-06-09,5.0,0.0,2020-06-12,6.0,0.0,,,,0,3597,1110,1017,638,320,6.0652647493,3487,0.181387077653,0.7824540604620001,13.2,817,796,3571,45.2
7716,2020-04-10,1,0,30003,2020-06-09,41.0,1.0,2020-06-12,43.0,1.0,,,,0,13290,2252,4043,558,1038,2.6649647236000003,13319,0.49686595949900003,0.44189971070399997,25.6,4494,1576,13376,30.8
7719,2020-04-10,2,0,35029,2020-06-09,12.0,1.0,2020-06-12,21.0,1.0,,,,6,24319,6445,7287,945,950,7.995808434,23709,0.44099378882,0.48005521048999994,27.2,6385,4994,24264,37.8
7722,2020-04-10,2,0,56027,2020-06-09,2.0,0.0,2020-06-12,2.0,0.0,,,,0,2479,625,1006,113,155,0.8971725037999999,2356,0.08866615266000001,0.8604471858130001,13.6,479,468,2448,41.0
7725,2020-04-10,3,0,51169,2020-06-09,7.0,2.0,2020-06-12,7.0,2.0,,,,0,22290,6831,3154,5038,2149,40.248041999,21566,0.157036300348,0.8196916956739999,18.5,4062,4999,22009,46.9
7734,2020-04-10,1,0,55095,2020-06-09,34.0,1.0,2020-06-12,36.0,1.0,,,,3,43328,11630,12529,8169,3677,47.88586279800001,43783,0.33352430479,0.610991141862,9.6,9305,8427,43349,45.2
7737,2020-04-10,1,0,53049,2020-06-09,10.0,1.0,2020-06-12,11.0,1.0,,,,0,20940,8028,5490,1486,1141,24.068951795,22471,0.430955282647,0.500421861817,15.4,3608,6234,21281,53.1
7740,2020-04-10,1,0,46097,2020-06-09,3.0,0.0,2020-06-12,3.0,0.0,,,,0,2255,606,777,360,256,3.8865583774,2216,0.264097744361,0.663533834586,11.5,568,470,2229,44.1
7743,2020-04-10,1,0,48379,2020-06-09,4.0,0.0,2020-06-12,4.0,0.0,,,,0,11246,3375,1645,2730,836,54.538367195,12514,0.133693304536,0.846436285097,14.5,2303,2821,11473,48.3
7746,2020-04-10,1,0,48495,2020-06-09,3.0,0.0,2020-06-12,4.0,0.0,,,,0,7777,1204,2355,838,419,9.5213322415,8010,0.224239188468,0.7490656700480001,14.1,2361,889,7802,32.5
7749,2020-04-10,1,0,48429,2020-06-09,4.0,0.0,2020-06-12,4.0,0.0,,,,0,9365,2425,3011,683,452,10.444717572,9366,0.100781928758,0.8783666377060001,19.4,2109,1793,9372,38.6
7752,2020-04-10,1,0,48097,2020-06-09,20.0,0.0,2020-06-12,23.0,0.0,,,,5,39064,9693,11317,6035,5106,47.16062333399999,41257,0.147539952183,0.8288662388320001,14.8,9504,7044,39571,40.4
7755,2020-04-10,1,0,48095,2020-06-09,1.0,0.0,2020-06-12,1.0,0.0,,,,0,3858,883,704,251,438,2.7710147494,2726,0.138706654171,0.829428303655,26.6,541,755,4233,41.9
7758,2020-04-10,1,0,48227,2020-06-09,15.0,1.0,2020-06-12,18.0,1.0,,,,8,36491,6475,11801,1840,2389,40.701983211999995,36664,0.203405430281,0.7633456051540001,20.6,8012,4596,36667,36.6
7761,2020-04-10,2,0,17061,2020-06-09,7.0,0.0,2020-06-12,7.0,0.0,,,,0,13311,3320,2728,3036,697,23.882255596,12969,0.216889209672,0.7468422952,13.9,2781,2484,13218,42.9
7764,2020-04-10,2,0,17057,2020-06-09,12.0,0.0,2020-06-12,12.0,0.0,,,,5,35733,9382,8344,6966,1319,39.667635105,34340,0.39195336024099997,0.543404446153,14.2,7084,6939,35418,43.0
7767,2020-04-10,1,0,12077,2020-06-09,218.0,1.0,2020-06-12,218.0,1.0,,,,0,8347,1621,1458,1270,974,9.998044827100001,8354,0.19757207890700001,0.771471927162,23.8,1393,1305,8365,40.3
7770,2020-04-10,1,0,5089,2020-06-09,2.0,0.0,2020-06-12,2.0,0.0,,,,0,16374,6057,3113,2437,1414,27.96517883,16694,0.204971717773,0.7557308722830001,18.7,3049,4496,16438,51.7
7773,2020-04-10,1,0,26109,2020-06-09,9.0,0.0,2020-06-12,9.0,0.0,,,,0,23389,7186,5198,4848,2400,21.819069668,22780,0.328750580585,0.622758941013,12.4,4373,5319,23234,48.2
7776,2020-04-10,1,0,27105,2020-06-09,1597.0,5.0,2020-06-12,1607.0,6.0,,,,0,21854,4637,8443,1852,2560,30.246431716,21629,0.318086592179,0.6167364990690001,10.8,5872,3408,21839,35.7
7779,2020-04-10,1,0,19143,2020-06-09,41.0,0.0,2020-06-12,49.0,0.0,,,,0,6149,1621,2004,1215,546,14.94406449,5958,0.172661870504,0.7907413199869999,9.4,1440,1256,6115,43.8
7782,2020-04-10,1,0,19175,2020-06-09,11.0,0.0,2020-06-12,10.0,0.0,,,,4,12497,3366,5330,966,1797,28.894466354000002,12241,0.332871012483,0.610436893204,13.4,2801,2450,12453,39.9
7785,2020-04-10,3,0,18123,2020-06-09,58.0,2.0,2020-06-12,79.0,2.0,,,,4,19229,4691,5210,3062,2303,50.214788473999995,19169,0.381557632399,0.567725856698,12.4,4120,3411,19141,42.2
7788,2020-04-10,1,0,21223,2020-06-09,6.0,0.0,2020-06-12,5.0,0.0,,,,0,8697,2046,1034,2459,547,55.859628715,8471,0.23217115689399997,0.7319070258849999,16.5,1946,1483,8637,43.0
7791,2020-04-11,2,0,39073,2020-06-10,73.0,7.0,2020-06-12,73.0,7.0,,,,4,28547,7036,5815,6140,2234,67.083076061,28264,0.29673139934500004,0.6618716534800001,14.1,6366,5219,28495,42.9
7794,2020-04-11,1,0,38079,2020-06-10,7.0,0.0,2020-06-12,7.0,0.0,,,,0,14657,2206,4355,507,271,15.700671564,14176,0.5726379027849999,0.330420535227,24.7,4950,1599,14603,30.8
7797,2020-04-11,1,0,41011,2020-06-10,32.0,0.0,2020-06-12,32.0,0.0,,,,12,62921,21217,21998,1087,1138,40.403599241,64487,0.34309665020999996,0.5864285477619999,15.9,11759,15845,63308,48.5
7800,2020-04-11,1,0,31013,2020-06-10,3.0,0.0,2020-06-12,3.0,0.0,,,,0,11200,2881,5287,198,590,10.027968985,10783,0.200168031926,0.745641671918,13.7,2824,1910,11089,40.7
7803,2020-04-11,1,0,30037,2020-06-10,3.0,0.0,2020-06-12,3.0,0.0,,,,0,747,281,232,117,37,0.6990668972,821,0.151709401709,0.7799145299150001,18.9,129,181,724,56.0
7806,2020-04-11,1,0,31179,2020-06-10,26.0,0.0,2020-06-12,26.0,0.0,,,,0,9409,1963,3553,1465,1531,21.189121524,9385,0.221390374332,0.7152406417110001,13.9,1836,1418,9367,31.8
7809,2020-04-11,1,0,31139,2020-06-10,6.0,0.0,2020-06-12,6.0,0.0,,,,0,7175,1814,1820,1806,535,12.469282269,7148,0.106703910615,0.85251396648,9.8,1779,1323,7157,41.5
7812,2020-04-11,1,0,29093,2020-06-10,2.0,0.0,2020-06-12,2.0,0.0,,,,0,10286,2880,2040,1718,1565,18.400244116,10125,0.219014084507,0.744835680751,19.9,2134,2180,10221,45.4
7815,2020-04-11,1,0,35037,2020-06-10,4.0,1.0,2020-06-12,4.0,1.0,,,,0,8447,2671,2651,216,227,2.8716526292,8253,0.286197183099,0.621971830986,24.1,1858,2026,8373,43.8
7818,2020-04-11,1,0,55099,2020-06-10,2.0,0.0,2020-06-12,2.0,0.0,,,,4,13566,4514,5556,970,1278,10.646262077000001,13351,0.353306878307,0.603439153439,12.4,2339,3299,13490,51.6
7821,2020-04-11,1,0,54089,2020-06-10,1.0,0.0,2020-06-12,1.0,0.0,,,,0,13210,4109,2384,2313,595,34.867616067,12573,0.244687435527,0.7105426036720001,26.9,2241,3018,13018,48.2
7824,2020-04-11,1,0,54063,2020-06-10,8.0,0.0,2020-06-12,9.0,0.0,,,,0,13517,4299,1994,3170,659,28.080152586,13275,0.19206349206300002,0.7649029982359999,14.9,2670,3264,13467,46.7
7827,2020-04-11,1,0,46111,2020-06-10,13.0,0.0,2020-06-12,13.0,0.0,,,,0,2366,686,686,571,197,4.117710682799999,2344,0.214603739982,0.7292965271590001,12.9,528,449,2388,43.1
7830,2020-04-11,1,0,48127,2020-06-10,1.0,0.0,2020-06-12,1.0,0.0,,,,0,10822,2302,3375,746,5434,7.6184187949,10124,0.673798449612,0.302015503876,24.6,3195,1734,10663,33.7
7833,2020-04-11,2,0,13209,2020-06-10,17.0,0.0,2020-06-12,19.0,0.0,,,,0,8962,1891,1025,2275,519,38.035182446,9172,0.237921348315,0.7494382022470001,22.1,1897,1450,9036,40.0
7836,2020-04-11,1,0,17145,2020-06-10,43.0,0.0,2020-06-12,43.0,0.0,,,,0,21467,5195,4277,3868,2050,47.338086833999995,20916,0.250669688852,0.702246033381,17.8,4078,3855,21384,41.7
7839,2020-04-11,1,0,17109,2020-06-10,93.0,15.0,2020-06-12,102.0,15.0,,,,7,31597,7097,12143,1794,3033,50.366264505,29682,0.40883036405900003,0.525871417506,21.9,5141,5120,30875,32.1
7842,2020-04-11,1,0,17187,2020-06-10,127.0,0.0,2020-06-12,127.0,0.0,,,,0,17429,4147,5220,2689,1969,31.05548238,16844,0.387402597403,0.554155844156,12.9,3876,3180,17338,39.3
7848,2020-04-11,1,0,26007,2020-06-10,113.0,9.0,2020-06-12,115.0,12.0,,,,9,28730,8520,10861,1219,2072,49.670674998,28405,0.33203976034899996,0.61887254902,15.3,5468,6395,28612,47.8
7851,2020-04-11,1,0,26085,2020-06-10,7.0,0.0,2020-06-12,7.0,0.0,,,,0,11669,4182,1470,1740,629,20.882984645,11853,0.363926426426,0.592905405405,22.3,1934,3206,11763,52.7
7854,2020-04-11,1,0,22107,2020-06-10,21.0,0.0,2020-06-12,21.0,0.0,,,,0,4771,1350,1185,419,316,7.1899664276,4334,0.522611089265,0.464018875344,31.6,1122,1061,4666,43.5
7857,2020-04-11,1,0,29003,2020-06-10,34.0,0.0,2020-06-12,34.0,0.0,,,,0,17358,4296,1939,6510,778,40.940176015,17712,0.223741794311,0.729212253829,8.2,4012,3149,17403,42.4
7860,2020-04-11,1,0,27005,2020-06-10,45.0,0.0,2020-06-12,47.0,0.0,,,,8,33552,9157,11399,4267,2664,26.175510045,34423,0.304739613809,0.636629607958,11.1,8277,6689,33773,41.8
7863,2020-04-11,1,0,20051,2020-06-10,14.0,0.0,2020-06-12,14.0,0.0,,,,34,28877,5912,14803,1074,1692,31.728644056,28553,0.228902229846,0.712778730703,12.0,6243,4277,28878,32.6
7866,2020-04-11,1,0,20075,2020-06-10,27.0,0.0,2020-06-12,31.0,0.0,,,,0,2621,455,1142,172,168,2.5478828777,2539,0.134592680047,0.814639905549,14.1,802,325,2616,32.2
7869,2020-04-11,1,0,21205,2020-06-10,11.0,0.0,2020-06-12,13.0,0.0,,,,10,24392,4411,7642,2271,4053,87.407174054,24460,0.373201948125,0.586023332201,22.7,4706,3266,24499,30.4
7872,2020-04-11,1,0,21119,2020-06-10,4.0,0.0,2020-06-12,4.0,0.0,,,,0,15690,3700,2282,2381,948,42.120167308,14806,0.21629603891600002,0.756949270327,32.1,3178,2622,15513,42.6
7875,2020-04-11,1,0,20147,2020-06-10,2.0,0.0,2020-06-12,2.0,0.0,,,,0,5446,1631,2269,459,441,5.908308454,5234,0.113366526235,0.842589046342,12.4,1237,1199,5408,44.6
7878,2020-04-11,1,0,21069,2020-06-10,2.0,0.0,2020-06-12,4.0,0.0,,,,3,14515,3347,2787,2999,921,41.833900245,14581,0.21568,0.75552,18.6,3556,2458,14479,40.9
7881,2020-04-11,1,0,21077,2020-06-10,51.0,6.0,2020-06-12,51.0,7.0,,,,0,8652,1693,1234,2522,1181,90.186591437,8869,0.22465506898600002,0.7327534493100001,15.1,2153,1167,8703,38.9
7884,2020-04-12,2,0,31043,2020-06-11,1731.0,31.0,2020-06-12,1731.0,31.0,,,,0,20529,3746,5085,4856,6732,75.777798743,20026,0.40005510400899996,0.554897368784,12.4,5879,2619,20317,33.8
7887,2020-04-12,1,0,56003,2020-06-11,10.0,0.0,2020-06-12,10.0,0.0,,,,0,11920,3267,4262,951,757,3.7584190299,11790,0.11695215593599999,0.8007481787749999,13.0,3063,2457,11901,41.3
7890,2020-04-12,1,0,54023,2020-06-11,16.0,0.0,2020-06-12,16.0,0.0,,,,3,11673,3470,3141,1630,1090,24.232662101,11568,0.10313447927200001,0.8772497472190001,14.9,2212,2750,11641,46.2
7893,2020-04-12,1,0,54059,2020-06-11,11.0,1.0,2020-06-12,12.0,2.0,,,,6,25150,6170,3781,3428,2600,55.35760939,23424,0.144154609779,0.831766818038,27.0,5514,4306,24741,42.7
7896,2020-04-12,1,0,46129,2020-06-11,5.0,0.0,2020-06-12,5.0,0.0,,,,4,5502,1683,2112,409,302,7.6695990747000025,5435,0.184497375858,0.765442067017,15.0,1293,1289,5510,43.0
7899,2020-04-12,1,0,46119,2020-06-11,1.0,0.0,2020-06-12,1.0,0.0,,,,0,1390,375,626,160,190,1.3817111662000001,1391,0.159117305459,0.788617886179,8.8,317,299,1331,45.5
7902,2020-04-12,1,0,13109,2020-06-11,7.0,0.0,2020-06-12,7.0,0.0,,,,0,10757,2260,2368,1473,1730,58.252119003000004,10654,0.313714602998,0.667406996113,26.6,2840,1712,10727,37.7
7905,2020-04-12,2,0,18007,2020-06-11,37.0,0.0,2020-06-12,37.0,0.0,,,,0,8685,2012,1833,2156,699,21.524663329000006,8748,0.235358511221,0.705801860974,11.5,2169,1485,8667,40.5
7908,2020-04-12,1,0,1061,2020-06-11,46.0,0.0,2020-06-12,46.0,0.0,,,,6,26572,6716,4624,5718,1457,45.730009763999995,26271,0.13054292821,0.854876061412,21.3,5856,5152,26491,42.4
7911,2020-04-12,2,0,27153,2020-06-11,368.0,2.0,2020-06-12,371.0,2.0,,,,3,24423,6859,6067,5167,2198,26.097102749,24664,0.23300401875399998,0.710398526457,12.4,5809,5051,24440,44.0
7914,2020-04-12,1,0,27125,2020-06-11,4.0,0.0,2020-06-12,4.0,0.0,,,,0,4017,1029,939,1101,430,9.3777358222,4055,0.288615713522,0.609834313201,10.7,985,777,4008,42.5
7917,2020-04-12,2,0,27133,2020-06-11,23.0,0.0,2020-06-12,23.0,0.0,,,,0,9433,2496,3061,1638,849,19.307375140999998,9315,0.285625130019,0.6430205949660001,8.9,2354,1849,9413,40.9
7920,2020-04-12,1,0,18125,2020-06-11,6.0,0.0,2020-06-12,6.0,0.0,,,,0,12471,3271,2316,3493,1557,37.059264584,12389,0.216998494228,0.735820645809,11.1,2799,2429,12411,43.7
7923,2020-04-12,1,0,21175,2020-06-11,4.0,0.0,2020-06-12,6.0,0.0,,,,0,13281,3148,2343,1239,646,34.920123,13309,0.21107847251400005,0.7612253462019999,27.3,2480,2015,13285,41.3
7926,2020-04-12,2,0,21189,2020-06-11,2.0,0.0,2020-06-12,2.0,0.0,,,,0,4497,1077,694,470,159,22.36465182,4415,0.145702902675,0.8389299943080001,39.2,906,807,4463,42.5
7929,2020-04-12,4,0,21221,2020-06-11,14.0,0.0,2020-06-12,16.0,0.0,,,,0,14286,4271,2941,2599,1082,33.180015671999996,14651,0.235459940653,0.7311572700300001,13.1,3151,3172,14344,45.8
7932,2020-04-12,1,0,20187,2020-06-11,9.0,0.0,2020-06-12,9.0,0.0,,,,0,2107,490,885,206,209,2.9484739467,2006,0.177897574124,0.78167115903,11.5,561,365,2063,39.6
7935,2020-04-12,1,0,20093,2020-06-11,46.0,1.0,2020-06-12,46.0,1.0,,,,0,3931,755,1146,708,402,4.4087411492,3838,0.169056603774,0.7909433962260001,12.4,1139,568,3932,34.4
7938,2020-04-13,1,0,40003,2020-06-12,1.0,0.0,,,,,,,0,5877,1503,1419,711,916,6.5800034933000005,5702,0.09574468085110001,0.855939716312,15.2,1171,1098,5857,42.9
7941,2020-04-13,1,0,32001,2020-06-12,10.0,1.0,,,,,,,0,24022,5694,8587,1358,1156,5.0315934926,24909,0.202084857352,0.7158010241399999,11.4,5479,4446,24010,39.5
7944,2020-04-13,2,0,37099,2020-06-12,59.0,1.0,,,,,,,9,41725,10654,12751,4300,5957,89.46727558299999,43938,0.4201288602530001,0.539102421684,16.7,7163,7976,42256,37.5
7950,2020-04-13,1,0,55047,2020-06-12,24.0,0.0,,,,,,,5,18745,5437,4767,4083,3231,54.10763675,18913,0.289855072464,0.666666666667,11.0,4260,4016,18757,45.4
7953,2020-04-13,4,0,47095,2020-06-12,691.0,0.0,,,,,,,0,7588,1586,1223,569,736,42.319864,7016,0.292893401015,0.68883248731,36.5,1138,1141,7526,40.2
7956,2020-04-13,1,0,47175,2020-06-12,4.0,0.0,,,,,,,0,5675,1717,996,1168,398,21.47648435,5872,0.22300372362399998,0.752999586264,16.3,1066,1262,5704,47.1
7959,2020-04-13,1,0,46069,2020-06-12,3.0,0.0,,,,,,,0,1373,424,630,116,181,1.5116843566,1301,0.18115942028999998,0.7869565217389999,10.3,278,346,1331,51.0
7962,2020-04-13,1,0,48345,2020-06-12,1.0,0.0,,,,,,,0,1114,354,334,116,63,1.2126528967,1200,0.0645161290323,0.920967741935,17.8,310,338,1156,38.3
7965,2020-04-13,1,0,17087,2020-06-12,14.0,0.0,,,,,,,0,12899,3202,1741,2413,1222,36.123786904,12417,0.188632208742,0.7718131959450001,12.2,2329,2572,12602,43.2
7968,2020-04-13,1,0,5067,2020-06-12,15.0,0.0,,,,,,,0,17429,4039,3983,1477,1562,26.377455851999997,16719,0.310818770862,0.640486942863,25.6,3473,2985,17225,39.9
7971,2020-04-13,1,0,26119,2020-06-12,5.0,0.0,,,,,,,0,9290,3665,1828,1021,766,17.063162454,9328,0.25678913738000003,0.6984824281149999,18.2,1391,2842,9261,55.7
7974,2020-04-13,1,0,19029,2020-06-12,13.0,0.0,,,,,,,4,13327,3898,5192,1342,1347,22.748443331,12836,0.275832742736,0.673990077959,12.6,2901,2910,13191,44.9
7977,2020-04-14,2,0,37177,2020-06-12,5.0,0.0,,,,,,,0,4090,1372,850,491,561,10.276999845,4016,0.414705882353,0.569411764706,25.2,530,876,4119,49.2
7980,2020-04-14,2,0,40069,2020-06-12,4.0,0.0,,,,,,,0,11039,2703,2299,1678,924,17.238194327000002,11085,0.195451137216,0.7700574856290001,19.5,2604,2063,11041,39.8
7983,2020-04-14,1,0,41031,2020-06-12,65.0,0.0,,,,,,,0,22707,5825,5946,1963,1293,13.835407554000001,24658,0.325895875592,0.601419878296,16.0,5463,4275,23143,40.5
7986,2020-04-14,1,0,31151,2020-06-12,518.0,2.0,,,,,,,0,14325,2883,4883,2046,2143,24.777834741,14224,0.339937434828,0.594160583942,12.4,3643,2027,14288,35.8
7989,2020-04-14,1,0,55129,2020-06-12,3.0,0.0,,,,,,,0,15638,5285,4473,2287,2061,19.721141206,15720,0.362402031129,0.596533833756,12.5,3021,3913,15689,50.7
