,icu_beds,commuting_in,commuting_out,commuting_within,density,percent_democrat,percent_in_poverty,pop_under18,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019,cases_60days,cases_70days,cases_80days
7368,0,2313,4675,12040,94.637987543,0.440652740127,19.9,10458,7692,40.5,13.9,38514,44829,182.0,196.0,
7371,0,268,225,1444,2.6028380851,0.128321085359,8.7,785,642,41.4,24.3,62270,3024,1.0,1.0,
7374,0,1708,2078,12615,36.150608763,0.26252345892900003,9.2,6007,6452,46.9,18.6,54876,29910,6.0,6.0,
7377,5,5204,7166,12159,66.55831582399999,0.185273031103,14.4,9354,8860,43.9,16.4,46751,43425,16.0,18.0,
7380,0,1147,2106,3870,45.562258785,0.199562602515,18.0,3836,3553,42.6,15.7,42258,16931,9.0,13.0,
7383,0,491,646,1385,4.892786865400001,0.0988423864648,12.1,1331,916,40.2,24.5,50728,4891,3.0,2.0,
7386,0,583,3755,2071,31.200586164,0.170833333333,16.6,3986,3280,43.5,12.4,38765,16878,4.0,6.0,
7389,0,611,2372,2073,21.563161223,0.263656977943,13.1,2253,1819,39.3,24.4,45767,10001,3.0,3.0,
7392,8,2056,4414,8257,50.586398876000004,0.191844773506,16.2,7265,5575,37.5,20.3,45336,32149,4.0,7.0,
7395,0,279,706,1445,11.230055777999999,0.185467479675,14.1,1389,891,37.5,12.0,42053,4902,9.0,8.0,
7398,0,604,1490,2462,13.331281979000002,0.185463121784,23.8,2373,2526,46.8,12.2,32720,10529,2.0,3.0,
7401,0,862,2640,1774,28.251103095999998,0.399139322216,18.2,2301,2578,45.5,10.6,41421,12196,17.0,19.0,
7404,0,900,1999,1459,27.668047536,0.391764176418,8.7,1310,1877,50.1,32.9,71035,7370,18.0,16.0,
7407,0,361,2505,1136,88.438827029,0.554261514029,8.2,1235,1349,47.8,39.2,67746,7235,7.0,8.0,
7410,0,130,1634,428,15.638609565,0.194324712644,11.9,884,1184,48.3,18.5,50858,5131,6.0,6.0,
7413,0,3753,8966,3561,56.64794257,0.42599571418,12.5,5796,4706,43.2,17.2,57257,28544,98.0,105.0,
7416,12,2517,1946,5036,41.769544661,0.186659436009,27.6,3979,4562,46.5,10.6,32144,21004,18.0,18.0,
7419,0,1376,4204,4375,26.302579724,0.432517758485,11.3,4138,2941,41.4,18.9,60711,16665,30.0,38.0,
7422,0,3494,5549,4637,245.96476615,0.267190775681,13.7,4119,5070,46.2,19.4,48342,21939,5.0,5.0,
7425,0,1911,2350,7256,37.869888577,0.194033031433,19.0,5128,5362,45.0,15.2,38572,24496,8.0,7.0,
7428,0,874,1694,1548,33.519079786999995,0.13946423639900002,15.5,1766,1891,46.7,13.9,46054,8591,3.0,3.0,
7431,0,1255,2344,3963,40.831293511,0.135868869253,24.1,4530,4256,44.2,9.5,35460,20394,2.0,5.0,
7434,3,3028,6897,8642,64.09488481,0.279581220781,22.5,9132,8673,43.8,15.2,37867,42406,54.0,54.0,
7437,7,1633,1106,3444,33.03730782,0.231267195339,35.4,3942,3822,44.6,5.4,27292,17624,6.0,6.0,
7440,0,580,909,1986,9.3788807722,0.161187214612,21.4,1649,1298,34.1,11.8,48529,8545,1.0,2.0,
7443,0,486,432,1059,4.3074404297000015,0.181885125184,20.4,1021,683,39.5,19.6,39726,3664,1.0,1.0,
7446,0,330,1044,1391,6.3730385172,0.273364485981,23.7,1591,1058,38.1,12.8,37911,5737,3.0,4.0,
7449,0,1269,711,2638,4.8478760867,0.144625407166,12.1,2281,751,31.6,13.6,50587,7287,27.0,36.0,
7452,0,514,2895,2092,15.503036229000001,0.102231821454,12.0,3221,2751,42.9,19.1,50330,13943,10.0,12.0,
7455,0,746,1031,2220,10.121847605,0.13272374619000002,14.7,1707,2082,46.0,21.7,49210,8461,9.0,11.0,
7458,0,337,527,2054,5.8696910124,0.0878274268105,11.6,1633,863,34.3,14.3,57240,5399,20.0,21.0,
7461,0,482,1422,698,17.952857857,0.7544792833149999,30.7,1208,1844,46.5,8.8,31716,8457,197.0,201.0,
7464,6,1267,860,6127,20.673471932,0.231598232568,21.6,4236,4222,41.7,7.4,42307,21569,45.0,52.0,
7467,0,1925,1504,2582,42.12493578,0.213280344428,17.5,3143,2771,41.0,13.5,43767,15678,4.0,4.0,
7470,8,1599,1812,5386,43.087580814,0.206946264744,15.0,3612,3138,41.9,21.3,48152,15513,4.0,4.0,
7473,0,1539,4766,5027,28.521693745,0.208852639296,10.2,4669,4684,44.8,16.9,56509,21634,16.0,16.0,
7476,0,1546,970,2191,5.471475969299999,0.253444525018,13.7,2321,1209,37.7,15.9,51921,7681,7.0,9.0,
7479,9,5786,3770,20711,99.592136412,0.337581093605,20.0,9357,8335,35.2,25.6,47291,50621,138.0,142.0,
7485,0,1442,3762,2381,53.137750778000004,0.173081492041,16.8,3562,3517,42.5,14.2,42186,18582,19.0,22.0,
7488,6,1953,2149,9754,58.880195562,0.360281075181,12.1,5930,6464,46.1,23.2,51083,29144,38.0,38.0,
7491,0,1088,421,7861,9.0720458901,0.2389597013,8.5,3774,2509,41.4,19.3,60239,15165,3.0,6.0,
7494,0,942,1186,3626,12.488154938,0.337962962963,10.2,2119,2025,44.0,18.0,51552,9266,19.0,19.0,
7497,4,805,1202,3135,15.603445723,0.35447291054200003,12.1,2074,1939,44.5,20.1,51861,8888,14.0,20.0,
7500,5,2308,1089,9291,34.12772577,0.348575620492,10.2,5147,2914,35.2,19.6,52683,19620,1115.0,1488.0,
7503,0,1822,3660,5601,29.447001038000003,0.32253136934,9.0,4116,3247,43.6,16.6,61342,17011,19.0,27.0,
7506,0,357,423,1897,3.9036217019,0.127206880942,12.8,1121,1019,43.8,18.3,47634,4427,1.0,1.0,
7509,0,401,2671,1737,38.248687962,0.156068279872,18.0,2333,2185,44.6,12.0,36782,10941,2.0,2.0,
7512,0,1822,3206,3556,46.138540653,0.238259192949,22.2,4613,3036,40.2,11.8,37038,19035,31.0,36.0,
7515,0,2922,1510,1544,5.4270110836,0.0874864572048,13.9,1502,1079,44.5,11.6,57299,6973,9.0,11.0,
7518,0,685,2588,2024,32.827507186,0.218402850555,17.1,3314,1921,37.6,12.9,51027,12294,23.0,23.0,
7521,0,357,420,2185,5.5248185644,0.11480235492,11.2,1164,1099,43.8,24.0,47365,4920,8.0,7.0,
7524,0,226,422,2036,6.7211539001,0.107457156091,7.8,1328,808,39.4,24.9,63790,4823,14.0,15.0,
7527,8,2406,1377,9547,33.49941877,0.314358001265,15.1,7228,2216,29.4,11.1,50671,21428,891.0,924.0,
7530,4,2493,3941,8777,77.116814064,0.237329103407,16.8,7883,5326,40.1,15.3,44726,32413,15.0,16.0,
7533,5,3726,6143,7003,64.916674805,0.26991441738,10.8,6440,4811,41.3,18.0,57705,27006,18.0,19.0,
7536,6,1227,592,10329,9.3181363293,0.249949688066,11.4,4254,3845,40.2,23.5,57002,20704,42.0,51.0,
7539,0,1107,658,5070,5.1823990582,0.13902743142100002,8.7,2747,1616,38.9,19.0,67242,10803,3.0,3.0,
7542,0,1778,4808,4000,32.545209763,0.207565470417,21.7,5743,3955,40.7,9.4,38591,24730,13.0,13.0,
7545,0,504,1446,883,9.2872322452,0.376570583888,15.5,1113,1526,50.4,15.6,43671,6163,3.0,3.0,
7548,0,4085,3043,4267,42.782731993,0.206031892766,22.5,4992,4183,42.7,8.4,38110,21457,15.0,17.0,
7551,0,947,1616,3587,27.327303933000003,0.259727434327,21.6,2860,3054,45.2,15.1,39292,13957,2.0,3.0,
7554,0,920,4999,3742,36.188205303000004,0.184176697441,20.0,4496,4972,46.5,12.2,44442,23175,33.0,35.0,
7557,0,838,2004,2455,34.931930105999996,0.195324448329,18.2,2488,2710,45.8,12.8,42905,11663,8.0,14.0,
7563,0,1570,2223,2645,21.627863961,0.15761968981799998,22.0,3497,2968,38.5,11.5,43903,20083,637.0,632.0,
7566,0,268,1211,587,20.756749454,0.175515577007,17.2,1220,1042,42.3,21.3,44410,5331,2.0,2.0,
7569,8,1971,2315,7988,36.995617216999996,0.407070229369,26.7,6949,3879,35.4,10.2,41806,32565,22.0,31.0,
7572,0,267,145,580,2.4519694288,0.140814081408,20.3,480,513,43.9,16.7,39627,2211,1.0,2.0,
7575,0,411,615,1939,5.7572372388,0.222165474974,21.0,1579,1097,36.9,15.9,39891,5712,16.0,16.0,
7578,0,3809,1398,5121,17.914411486,0.522176667909,27.5,4619,2381,31.4,7.2,41038,20306,46.0,57.0,
7581,0,809,4464,3990,22.309337817,0.223074955232,11.1,3785,4066,46.0,21.3,53553,17708,17.0,18.0,
7584,0,566,1415,1072,18.542654276,0.276320650166,11.2,1199,1184,45.1,17.5,52651,5342,3.0,3.0,
7587,0,559,3248,3460,19.869131375,0.23400176939,18.4,3811,2962,42.6,12.5,42674,16576,54.0,99.0,
7590,0,414,1123,1526,15.500288740999999,0.15259259259299998,21.0,1966,1177,39.1,15.8,42689,8422,10.0,12.0,
7593,0,343,423,2339,6.906872066,0.329800048181,13.2,1436,2074,51.6,15.8,44887,8094,4.0,4.0,
7596,0,2446,4683,7732,20.958857302000002,0.333600407896,12.0,5880,5659,44.5,14.5,50387,29579,93.0,95.0,
7599,0,985,2231,1490,18.44680705,0.36124288425,9.8,1608,1481,44.0,15.5,58587,7381,3.0,4.0,
7602,0,352,1854,2148,38.612937494,0.08768419137710001,26.5,3055,2172,41.0,12.2,35317,13329,61.0,63.0,
7605,10,4460,4244,7899,82.826507636,0.150163458046,25.7,8876,5694,36.8,19.2,36863,36264,13.0,17.0,
7608,0,1213,1910,1519,31.952183635,0.199170124481,15.3,1783,1618,43.3,13.3,47658,7888,13.0,14.0,
7611,0,1584,2397,2173,36.240107909,0.204425531915,18.1,2658,3737,49.7,10.3,48792,14424,6.0,6.0,
7614,0,2491,2493,6124,11.267876644000001,0.276675603217,11.6,3462,2731,37.8,21.6,61174,16177,28.0,33.0,
7617,0,512,1199,1805,13.139109944000001,0.263411864888,10.8,1461,1556,46.2,18.1,57548,6459,9.0,9.0,
7620,0,1080,1585,2748,5.3663673795,0.18770764119600009,8.1,2050,1988,46.6,25.3,66226,9642,2.0,2.0,
7623,0,616,203,3247,1.0780196709,0.187384044527,13.3,2005,1587,39.2,14.9,58942,9580,3.0,3.0,
7626,0,349,1240,1548,11.892442783,0.16193853427899998,8.5,1216,1109,45.2,21.1,59815,5213,11.0,12.0,
7629,0,647,1397,1848,13.921868747000001,0.202159827214,18.2,1834,2508,49.9,13.4,37013,9397,2.0,2.0,
7632,6,1853,1838,7377,24.882881679,0.198927238806,17.2,4922,3808,40.9,17.7,42552,20563,12.0,12.0,
7635,0,816,2712,1193,19.982272597999998,0.405040682675,16.2,1843,2053,47.2,13.1,43302,9419,26.0,26.0,
7638,4,557,462,4439,3.1775091604,0.401821286283,19.8,2311,3155,49.0,20.5,41592,11941,5.0,5.0,
7641,0,1111,2161,2169,81.193649014,0.35151818485200004,12.7,1696,3304,53.4,21.8,54871,10582,14.0,14.0,
7644,0,832,3844,3374,41.344329308,0.288509784245,12.3,3136,3407,47.0,22.3,48315,15749,8.0,8.0,
7647,0,1394,1075,5757,13.166078145,0.366422041972,14.5,3208,4054,50.2,23.2,46490,16558,8.0,9.0,
7650,0,4825,8630,5664,77.86856706399999,0.221087533156,20.9,8636,8060,43.7,15.1,38704,39402,103.0,104.0,
7653,0,258,351,877,1.6544558133,0.455319148936,33.6,1496,446,28.7,17.0,34024,4086,4.0,9.0,
7656,0,452,214,793,3.8260312882,0.273009307135,14.5,429,548,50.6,20.8,47689,2013,40.0,40.0,
7659,0,825,4679,4048,29.218905059,0.169000293743,13.4,3759,5633,52.1,23.8,53008,23112,6.0,7.0,
7662,0,590,334,3197,7.492486188200001,0.155541153597,18.5,1866,1789,44.6,19.0,42719,7984,3.0,3.0,
7665,0,2134,1362,2735,30.648067901999998,0.205696941396,17.9,3025,2062,34.7,13.6,45445,14284,10.0,19.0,
7668,0,514,1046,1665,21.439459374000002,0.132270573029,17.6,1964,3162,52.7,16.0,40641,10542,15.0,15.0,
7671,0,1303,702,6622,18.447292328,0.139327124121,15.8,4303,2592,36.1,16.5,53059,16703,26.0,28.0,
7674,0,1415,1345,1944,9.8085490643,0.094040131776,17.7,1866,1504,39.7,12.6,48780,8935,4.0,4.0,
7677,0,1511,1064,804,26.766584671,0.330367974121,19.7,1207,1191,44.1,12.3,38400,5335,61.0,59.0,
7680,0,671,1593,1422,15.476773912999999,0.283227848101,11.4,1345,1505,45.8,18.2,52018,6768,13.0,13.0,
7683,0,617,1274,1508,12.39897807,0.727497621313,35.3,2069,1764,37.7,15.7,26814,8923,50.0,62.0,
7686,0,398,493,5007,7.429211220499999,0.235636801928,21.6,3031,2066,38.0,17.4,42455,12172,16.0,17.0,
7689,0,4111,1571,1572,41.613730276,0.457190822608,6.7,962,858,45.7,38.7,72949,6243,5.0,6.0,
7692,0,766,2563,1468,27.244699908,0.596440596441,26.0,2338,2428,44.3,13.9,31739,11128,85.0,84.0,
7695,4,3284,3905,5291,80.622996485,0.14673777185200002,31.9,7476,5364,40.0,13.1,30742,31145,10.0,10.0,
7698,0,1366,313,1706,4.5405655376,0.350353892821,7.8,759,833,45.1,17.5,64756,3898,4.0,4.0,
7701,0,710,1727,2112,19.392154847,0.239766081871,26.1,2816,2091,40.0,11.6,37545,11993,6.0,6.0,
7704,0,1228,2003,4031,33.798980541,0.196561085973,14.9,3248,2626,43.0,18.5,50031,14073,6.0,6.0,
7707,0,758,1403,1741,10.838920036,0.158089471914,11.0,1522,1220,42.5,18.4,56259,6203,24.0,24.0,
7710,0,162,607,950,5.1735299796,0.150966183575,13.4,570,796,50.7,16.6,48778,2979,6.0,6.0,
7713,0,320,638,1017,6.0652647493,0.181387077653,13.2,817,796,45.2,22.6,45058,3487,5.0,6.0,
7716,0,1038,558,4043,2.6649647236000003,0.496865959499,25.6,4494,1576,30.8,17.4,40425,13319,41.0,43.0,
7719,6,950,945,7287,7.995808434,0.44099378882,27.2,6385,4994,37.8,12.2,30570,23709,12.0,21.0,
7722,0,155,113,1006,0.8971725037999999,0.08866615266000001,13.6,479,468,41.0,16.6,51036,2356,2.0,2.0,
7725,0,2149,5038,3154,40.248041999,0.157036300348,18.5,4062,4999,46.9,14.4,40161,21566,7.0,7.0,
7734,3,3677,8169,12529,47.88586279800001,0.33352430479,9.6,9305,8427,45.2,20.4,59990,43783,34.0,36.0,
7737,0,1141,1486,5490,24.068951795,0.430955282647,15.4,3608,6234,53.1,18.0,46365,22471,10.0,11.0,
7740,0,256,360,777,3.8865583774,0.264097744361,11.5,568,470,44.1,20.2,50123,2216,3.0,3.0,
7743,0,836,2730,1645,54.538367195,0.133693304536,14.5,2303,2821,48.3,11.7,47572,12514,4.0,4.0,
7746,0,419,838,2355,9.5213322415,0.224239188468,14.1,2361,889,32.5,9.5,56781,8010,3.0,4.0,
7749,0,452,683,3011,10.444717572,0.100781928758,19.4,2109,1793,38.6,16.6,43115,9366,4.0,4.0,
7752,5,5106,6035,11317,47.16062333399999,0.147539952183,14.8,9504,7044,40.4,20.5,52047,41257,20.0,23.0,
7755,0,438,251,704,2.7710147494,0.138706654171,26.6,541,755,41.9,11.9,40987,2726,1.0,1.0,
7758,8,2389,1840,11801,40.701983211999995,0.203405430281,20.6,8012,4596,36.6,12.3,50423,36664,15.0,18.0,
7761,0,697,3036,2728,23.882255596,0.216889209672,13.9,2781,2484,42.9,12.4,47314,12969,7.0,7.0,
7764,5,1319,6966,8344,39.667635105,0.391953360241,14.2,7084,6939,43.0,17.6,51258,34340,12.0,12.0,
7767,0,974,1270,1458,9.998044827100001,0.197572078907,23.8,1393,1305,40.3,12.7,40814,8354,218.0,218.0,
7770,0,1414,2437,3113,27.96517883,0.204971717773,18.7,3049,4496,51.7,17.2,36581,16694,2.0,2.0,
7773,0,2400,4848,5198,21.819069668,0.328750580585,12.4,4373,5319,48.2,16.7,46486,22780,9.0,9.0,
7776,0,2560,1852,8443,30.246431716,0.318086592179,10.8,5872,3408,35.7,15.3,55766,21629,1597.0,1607.0,
7779,0,546,1215,2004,14.94406449,0.172661870504,9.4,1440,1256,43.8,18.1,60627,5958,41.0,49.0,
7782,4,1797,966,5330,28.894466354000002,0.332871012483,13.4,2801,2450,39.9,17.2,49887,12241,11.0,10.0,
7785,4,2303,3062,5210,50.214788473999995,0.381557632399,12.4,4120,3411,42.2,14.9,52332,19169,58.0,79.0,
7788,0,547,2459,1034,55.859628715,0.232171156894,16.5,1946,1483,43.0,12.0,51674,8471,6.0,5.0,
7791,4,2234,6140,5815,67.083076061,0.29673139934500004,14.1,6366,5219,42.9,14.8,50568,28264,73.0,73.0,
7794,0,271,507,4355,15.700671564,0.5726379027849999,24.7,4950,1599,30.8,20.0,42021,14176,7.0,7.0,
7797,12,1138,1087,21998,40.403599241,0.34309665021,15.9,11759,15845,48.5,17.9,48352,64487,32.0,32.0,
7800,0,590,198,5287,10.027968985,0.200168031926,13.7,2824,1910,40.7,18.2,57952,10783,3.0,3.0,
7803,0,37,117,232,0.6990668972,0.151709401709,18.9,129,181,56.0,25.9,38782,821,3.0,3.0,
7806,0,1531,1465,3553,21.189121524,0.221390374332,13.9,1836,1418,31.8,34.5,55970,9385,26.0,26.0,
7809,0,535,1806,1820,12.469282269,0.106703910615,9.8,1779,1323,41.5,22.3,57367,7148,6.0,6.0,
7812,0,1565,1718,2040,18.400244116,0.219014084507,19.9,2134,2180,45.4,10.9,37755,10125,2.0,2.0,
7815,0,227,216,2651,2.8716526292,0.286197183099,24.1,1858,2026,43.8,15.8,33085,8253,4.0,4.0,
7818,4,1278,970,5556,10.646262077000001,0.353306878307,12.4,2339,3299,51.6,16.9,47032,13351,2.0,2.0,
7821,0,595,2313,2384,34.867616067,0.244687435527,26.9,2241,3018,48.2,13.9,34768,12573,1.0,1.0,
7824,0,659,3170,1994,28.080152586,0.192063492063,14.9,2670,3264,46.7,13.8,38171,13275,8.0,9.0,
7827,0,197,571,686,4.1177106827999985,0.214603739982,12.9,528,449,43.1,19.7,54874,2344,13.0,13.0,
7830,0,5434,746,3375,7.6184187949,0.673798449612,24.6,3195,1734,33.7,14.1,37177,10124,1.0,1.0,
7833,0,519,2275,1025,38.035182446,0.237921348315,22.1,1897,1450,40.0,14.1,41834,9172,17.0,19.0,
7836,0,2050,3868,4277,47.338086833999995,0.250669688852,17.8,4078,3855,41.7,11.7,49965,20916,43.0,43.0,
7839,7,3033,1794,12143,50.366264505,0.408830364059,21.9,5141,5120,32.1,32.4,42887,29682,93.0,102.0,
7842,0,1969,2689,5220,31.05548238,0.387402597403,12.9,3876,3180,39.3,23.0,53532,16844,127.0,127.0,
7848,9,2072,1219,10861,49.670674998,0.332039760349,15.3,5468,6395,47.8,17.5,42792,28405,113.0,115.0,
7851,0,629,1740,1470,20.882984645,0.363926426426,22.3,1934,3206,52.7,11.3,36044,11853,7.0,7.0,
7854,0,316,419,1185,7.1899664276,0.522611089265,31.6,1122,1061,43.5,10.5,28962,4334,21.0,21.0,
7857,0,778,6510,1939,40.940176015,0.223741794311,8.2,4012,3149,42.4,23.8,57459,17712,34.0,34.0,
7860,8,2664,4267,11399,26.175510045,0.304739613809,11.1,8277,6689,41.8,24.5,59440,34423,45.0,47.0,
7863,34,1692,1074,14803,31.728644056,0.228902229846,12.0,6243,4277,32.6,34.8,53840,28553,14.0,14.0,
7866,0,168,172,1142,2.5478828777,0.134592680047,14.1,802,325,32.2,18.2,51559,2539,27.0,31.0,
7869,10,4053,2271,7642,87.407174054,0.373201948125,22.7,4706,3266,30.4,26.6,41196,24460,11.0,13.0,
7872,0,948,2381,2282,42.120167308,0.216296038916,32.1,3178,2622,42.6,12.9,32228,14806,4.0,4.0,
7875,0,441,459,2269,5.908308454,0.113366526235,12.4,1237,1199,44.6,22.3,47405,5234,2.0,2.0,
7878,3,921,2999,2787,41.833900245,0.21568,18.6,3556,2458,40.9,12.7,42571,14581,2.0,4.0,
7881,0,1181,2522,1234,90.186591437,0.224655068986,15.1,2153,1167,38.9,11.6,49060,8869,51.0,51.0,
7884,0,6732,4856,5085,75.777798743,0.400055104009,12.4,5879,2619,33.8,12.5,55522,20026,1731.0,1731.0,
7887,0,757,951,4262,3.7584190299,0.116952155936,13.0,3063,2457,41.3,18.8,55195,11790,10.0,10.0,
7890,3,1090,1630,3141,24.232662101,0.103134479272,14.9,2212,2750,46.2,14.4,42146,11568,16.0,16.0,
7893,6,2600,3428,3781,55.35760939,0.144154609779,27.0,5514,4306,42.7,9.5,32917,23424,11.0,12.0,
7896,4,302,409,2112,7.669599074700002,0.184497375858,15.0,1293,1289,43.0,23.2,48394,5435,5.0,5.0,
7899,0,190,160,626,1.3817111662,0.159117305459,8.8,317,299,45.5,25.5,59457,1391,1.0,1.0,
7902,0,1730,1473,2368,58.252119003000004,0.313714602998,26.6,2840,1712,37.7,15.5,37319,10654,7.0,7.0,
7905,0,699,2156,1833,21.524663329000006,0.235358511221,11.5,2169,1485,40.5,16.9,51649,8748,37.0,37.0,
7908,6,1457,5718,4624,45.730009763999995,0.13054292821,21.3,5856,5152,42.4,11.1,37823,26271,46.0,46.0,
7911,3,2198,5167,6067,26.097102749,0.233004018754,12.4,5809,5051,44.0,15.5,58113,24664,368.0,371.0,
7914,0,430,1101,939,9.3777358222,0.288615713522,10.7,985,777,42.5,16.9,54412,4055,4.0,4.0,
7917,0,849,1638,3061,19.307375140999998,0.285625130019,8.9,2354,1849,40.9,23.0,63503,9315,23.0,23.0,
7920,0,1557,3493,2316,37.059264584,0.216998494228,11.1,2799,2429,43.7,13.7,54265,12389,6.0,6.0,
7923,0,646,1239,2343,34.920123,0.21107847251400005,27.3,2480,2015,41.3,13.6,35848,13309,4.0,6.0,
7926,0,159,470,694,22.36465182,0.145702902675,39.2,906,807,42.5,16.2,26278,4415,2.0,2.0,
7929,0,1082,2599,2941,33.180015671999996,0.235459940653,13.1,3151,3172,45.8,16.9,49767,14651,14.0,16.0,
7932,0,209,206,885,2.9484739467,0.177897574124,11.5,561,365,39.6,19.3,60136,2006,9.0,9.0,
7935,0,402,708,1146,4.4087411492,0.169056603774,12.4,1139,568,34.4,15.9,63248,3838,46.0,46.0,
7938,0,916,711,1419,6.5800034933000005,0.0957446808511,15.2,1171,1098,42.9,20.2,52952,5702,1.0,,
7941,0,1156,1358,8587,5.0315934926,0.202084857352,11.4,5479,4446,39.5,17.5,58429,24909,10.0,,
7944,9,5957,4300,12751,89.46727558299999,0.4201288602530001,16.7,7163,7976,37.5,30.5,44502,43938,59.0,,
7950,5,3231,4083,4767,54.10763675,0.289855072464,11.0,4260,4016,45.4,19.3,55512,18913,24.0,,
7953,0,736,569,1223,42.319864,0.292893401015,36.5,1138,1141,40.2,10.4,33709,7016,691.0,,
7956,0,398,1168,996,21.47648435,0.223003723624,16.3,1066,1262,47.1,8.5,38265,5872,4.0,,
7959,0,181,116,630,1.5116843566,0.18115942029,10.3,278,346,51.0,22.5,52496,1301,3.0,,
7962,0,63,116,334,1.2126528967,0.0645161290323,17.8,310,338,38.3,16.7,41009,1200,1.0,,
7965,0,1222,2413,1741,36.123786904,0.188632208742,12.2,2329,2572,43.2,16.5,53884,12417,14.0,,
7968,0,1562,1477,3983,26.377455851999997,0.310818770862,25.6,3473,2985,39.9,10.2,36573,16719,15.0,,
7971,0,766,1021,1828,17.063162454,0.25678913738000003,18.2,1391,2842,55.7,12.8,40650,9328,5.0,,
7974,4,1347,1342,5192,22.748443331,0.275832742736,12.6,2901,2910,44.9,19.6,50356,12836,13.0,,
7977,0,561,491,850,10.276999845,0.414705882353,25.2,530,876,49.2,9.7,36765,4016,5.0,,
7980,0,924,1678,2299,17.238194327000002,0.195451137216,19.5,2604,2063,39.8,17.2,39756,11085,4.0,,
7983,0,1293,1963,5946,13.835407554000001,0.325895875592,16.0,5463,4275,40.5,18.4,50376,24658,65.0,,
7986,0,2143,2046,4883,24.777834741,0.339937434828,12.4,3643,2027,35.8,14.3,54569,14224,518.0,,
7989,0,2061,2287,4473,19.721141206,0.362402031129,12.5,3021,3913,50.7,22.3,50482,15720,3.0,,
7992,0,696,4690,2441,46.698195797,0.205352032055,23.3,4736,3803,43.0,8.7,39766,20409,5.0,,
7995,0,133,585,366,2.0756584535,0.0688298918387,10.7,396,400,46.3,23.2,57210,1887,2.0,,
7998,0,1041,608,5293,13.151093865,0.19678127286,15.3,2911,2294,37.8,16.1,44735,12769,7.0,,
8001,0,1315,1631,2613,6.2208760739,0.6691512382779999,25.5,2962,2025,36.1,9.3,35156,11157,5.0,,
8004,0,1617,2121,4082,28.154649273,0.161516406499,14.3,2973,2632,42.7,15.2,45427,13184,2.0,,
8007,0,1663,3220,5767,21.799919935,0.197552447552,10.9,4580,3593,41.5,22.1,50605,18466,6.0,,
8010,0,1476,2535,1169,29.361760703,0.191081430418,13.9,1990,1886,45.7,11.4,48182,9194,9.0,,
8013,0,570,5022,1899,76.77575191,0.190857743334,16.1,3849,3023,42.7,16.8,51203,17666,9.0,,
8016,0,920,2771,2990,36.374604485999996,0.119136377757,26.0,3572,3127,42.9,13.3,34358,16159,10.0,,
8019,0,1997,3431,3188,37.382149104,0.239074180564,15.3,3222,3118,46.0,10.1,50301,15040,10.0,,
8022,0,303,556,2093,3.6385085471,0.27377414561700003,17.8,1524,1194,40.5,24.8,42890,5911,2.0,,
8025,0,302,604,1811,3.2602041376,0.13019390581700002,14.5,1167,976,42.5,18.1,49151,4642,12.0,,
8028,0,2306,5635,4988,43.231385743999994,0.153320483617,16.9,5944,4548,40.8,16.6,47225,25619,4.0,,
8031,0,435,1703,1631,14.696013434000001,0.197885605855,14.9,2133,1664,40.5,18.1,51255,8278,7.0,,
8034,0,328,728,1497,9.516026800599999,0.14735945485500002,13.3,909,1063,48.4,19.8,47191,4403,1.0,,
8037,0,1132,683,7633,11.316802821,0.0810062590274,12.0,6362,3332,35.2,17.1,54339,21620,22.0,,
8040,0,838,1998,989,50.207956065,0.16951469583,9.1,1267,1351,45.3,20.7,58234,6488,5.0,,
8043,0,873,3546,3434,19.008512137,0.163780941388,14.9,3900,4428,46.7,18.5,48460,18685,7.0,,
8046,0,1583,2779,4852,22.463610852,0.192034700315,13.7,4546,3787,40.4,13.0,49317,19717,15.0,,
8049,0,1358,3258,3983,40.281928891,0.280596664318,17.4,3572,3419,43.7,22.8,49716,16653,172.0,,
8055,0,460,1627,1561,15.422689479,0.280304256352,19.5,1345,3681,58.2,15.7,39862,10405,21.0,,
8058,0,543,1126,1898,7.304171681900001,0.391089108911,10.9,1535,1393,44.2,18.4,48799,6375,17.0,,
8061,0,189,258,1543,4.0012762274,0.146474677259,12.2,727,1002,51.6,19.1,41899,3583,2.0,,
8064,0,368,1723,1481,11.320165882000001,0.183908045977,10.2,1542,1349,43.1,20.5,52292,6445,44.0,,
8067,0,262,683,1072,7.968788082,0.175109443402,11.7,812,714,44.3,19.8,47279,3519,4.0,,
8070,7,1632,2380,2720,42.604057261,0.4745984310800001,13.7,2257,2379,46.0,16.5,50785,10953,52.0,,
8073,0,621,1305,2032,12.661166272,0.355631399317,9.9,1636,1170,40.4,21.0,57392,6576,20.0,,
8076,0,593,2198,1611,25.871391119000002,0.274845458868,21.9,1847,2544,50.1,14.9,38011,9854,19.0,,
8079,0,585,2455,2139,11.517649526,0.223042549058,18.2,2463,2903,45.6,12.6,42233,12023,89.0,,
8082,0,65,234,172,0.9241846788,0.0363636363636,7.8,277,200,38.0,26.3,67470,854,2.0,,
8085,0,163,488,963,3.2746038482,0.102893890675,12.1,710,435,40.4,19.7,57052,3022,28.0,,
8088,0,3352,389,1864,5.0581686572,0.549048316252,29.6,1621,1034,33.8,13.1,40072,7520,4.0,,
8091,0,841,1433,939,24.473855356999998,0.447517730496,27.6,1581,1328,42.8,11.3,35249,5761,16.0,,
