,icu_beds,commuting_in,commuting_out,commuting_within,density,percent_democrat,percent_in_poverty,pop_under18,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019,cases_60days,cases_70days,cases_80days
2085,0,1431,1510,2210,19.879066674,0.452739439565,26.5,2578,1928,40.7,15.6,34984,10190,231.0,238.0,249.0
2088,0,3272,17210,7973,134.28047126,0.20735199829,8.3,15732,6519,36.1,20.1,65793,64296,45.0,75.0,78.0
2091,117,32298,9724,49040,614.11369433,0.589486858573,24.7,38018,22757,36.2,25.7,41390,153159,397.0,444.0,503.0
2094,0,2759,2386,14694,37.612599392,0.715797936487,24.4,12872,7891,36.6,21.0,40545,46498,78.0,225.0,634.0
2097,39,3255,7088,72357,28.942035103000002,0.320165984048,13.2,37771,66850,52.9,25.2,48758,235099,267.0,294.0,327.0
2100,30,24896,17659,91493,329.21407866,0.29591988288000004,8.6,69288,33925,35.3,32.4,68978,279141,150.0,428.0,956.0
2103,24,3638,2495,12544,63.444582878999995,0.183823529412,14.8,8513,7491,42.4,16.0,44482,37432,4.0,6.0,7.0
2106,0,2292,2741,6875,25.77136629,0.4310818888220001,19.9,4266,3593,34.1,27.6,45408,22320,35.0,38.0,40.0
2109,0,4136,8133,11635,78.56551116199999,0.5296873021899999,19.2,13447,6495,35.1,18.0,42606,47955,237.0,318.0,463.0
2112,0,1101,4478,3002,28.908936635,0.205251641138,13.1,4149,3116,40.4,18.3,52050,18265,16.0,18.0,19.0
2115,8,3909,4553,12786,78.45926416,0.21189848842,16.5,10991,6946,37.9,15.9,46512,45325,24.0,60.0,67.0
2118,12,3995,2148,12752,49.507557221000006,0.214089117013,14.5,8897,6398,39.4,18.9,45596,37825,26.0,29.0,33.0
2121,66,9614,5122,39576,155.98965575,0.299530999771,17.9,26195,14104,34.1,26.3,45615,110332,141.0,203.0,302.0
2124,0,1533,4281,4623,31.024751005,0.355479840999,23.7,5736,4198,39.7,10.1,37370,23528,27.0,31.0,44.0
2127,0,2950,8129,5403,55.74284076,0.418275511685,18.7,7006,6409,43.0,13.2,39917,33254,329.0,349.0,390.0
2130,157,26164,15422,153297,336.10418322,0.418815450434,20.8,98337,63650,37.6,22.9,43598,413210,1735.0,2124.0,2450.0
2133,12,4537,7287,16221,80.30445929,0.153404233492,17.9,14353,12024,42.4,11.6,45434,63521,139.0,299.0,462.0
2136,6,871,780,6602,23.282172074,0.148996429011,20.0,4701,4471,43.7,13.3,39048,19964,8.0,12.0,41.0
2139,11,5863,4903,22103,78.856275223,0.223624970991,16.0,14579,9589,35.0,22.0,45788,64072,76.0,129.0,204.0
2142,0,670,593,863,7.6972162063,0.22236929186,44.3,717,724,35.6,9.6,35880,6061,39.0,63.0,66.0
2145,0,331,1109,1695,11.833169822999999,0.162520281233,24.3,1594,1961,47.6,12.5,31659,7881,6.0,7.0,7.0
2148,69,23619,8554,45773,240.65234879,0.279725417269,15.6,30879,19388,37.5,19.7,46843,127827,16.0,24.0,85.0
2151,0,1111,2430,4548,30.084666463,0.23798981625,20.1,4938,2424,34.9,11.5,44100,17007,32.0,131.0,339.0
2154,0,1226,1985,3319,23.311018833000002,0.217550274223,16.4,3347,4223,47.9,14.1,40486,16545,28.0,28.0,30.0
2157,4,6497,27776,17293,434.00050012,0.383680515594,5.4,21510,12769,40.8,31.1,106270,92525,246.0,321.0,359.0
2160,24,12400,11573,35400,276.71828694,0.421646609163,14.6,22504,15479,35.8,26.8,54313,103609,837.0,919.0,977.0
2163,0,9518,6033,6645,52.55324499100001,0.51885557564,23.8,7058,4844,38.3,14.5,47917,32511,527.0,563.0,596.0
2166,80,44255,16544,97772,909.31982202,0.309908237767,15.3,57076,29415,34.9,32.1,57821,244390,598.0,695.0,880.0
2169,0,7222,39778,20422,217.20879605,0.120450606586,11.3,36076,17307,36.3,18.3,63088,140789,350.0,408.0,464.0
2172,0,12319,3997,6301,29.728545536,0.316590995081,15.5,6134,2879,36.2,19.6,58643,23197,194.0,201.0,218.0
2175,0,4898,4535,4305,86.871546668,0.531071576334,16.8,4895,3427,39.9,14.3,53903,21096,284.0,294.0,304.0
2178,16,6358,12940,17473,88.887185914,0.430522892169,32.7,22666,12844,36.3,14.2,36624,82124,235.0,252.0,309.0
2181,16,3332,5310,9749,64.634343586,0.345038588754,26.0,9032,7488,40.8,15.1,35070,38340,117.0,143.0,182.0
2184,0,7610,7518,3906,137.55753053,0.423446105429,12.8,6304,3337,36.2,20.6,58205,26465,148.0,159.0,185.0
2187,11,10301,9296,21749,121.63527746,0.329635792198,24.1,19140,10199,36.5,12.7,42909,69830,355.0,404.0,424.0
2190,11,23080,28444,53456,305.04380266,0.662852700749,11.1,24335,25710,36.3,46.5,74456,160830,774.0,845.0,905.0
2193,0,3555,4386,14320,56.319970768999994,0.42326718599,11.6,9939,7256,39.1,21.7,53387,40062,65.0,231.0,504.0
2196,0,21822,46413,26843,418.27773972,0.38314289555,5.2,40405,14306,36.1,39.3,101427,149013,259.0,383.0,486.0
2199,2,8849,24101,11591,140.52327145,0.406518094862,7.5,17745,12490,40.6,31.4,70967,79595,135.0,139.0,182.0
2202,0,23523,27456,23230,191.70294512,0.440577523974,9.3,23206,19038,41.0,26.8,66716,110268,165.0,183.0,245.0
2205,151,27124,40777,117459,637.13419012,0.523843271216,18.8,94100,67774,40.3,20.9,48370,405813,1869.0,1983.0,2544.0
2208,8,17571,50428,39999,339.66252777,0.325620163483,5.0,41755,29976,43.2,34.8,84048,191995,386.0,391.0,536.0
2211,26,13168,10117,26558,161.06787449,0.369404657967,11.3,18005,14640,41.7,34.0,58057,83156,71.0,81.0,121.0
2214,0,1974,5564,3556,53.98189615,0.228403755869,12.6,4464,3833,44.9,12.6,49731,20799,27.0,35.0,36.0
2217,75,11948,6626,78135,191.17170445,0.313860074248,14.9,49916,28553,36.0,21.9,50531,203436,520.0,588.0,637.0
2220,30,18141,7340,77406,392.32152734,0.439417921054,18.1,38990,20611,28.0,37.7,52269,195732,308.0,384.0,455.0
2223,30,6729,4930,23107,163.99070715,0.325395894428,16.0,14736,12367,40.9,18.2,45130,65884,170.0,221.0,248.0
2226,18,27864,4623,25771,98.202174987,0.325705741085,18.2,19691,8490,28.4,17.3,40299,70461,97.0,111.0,142.0
2229,32,7582,5506,37475,221.45056716,0.309560237804,15.3,24403,16340,38.7,22.9,51441,101511,293.0,313.0,340.0
2232,38,4507,2592,22605,98.690719695,0.150205247189,19.5,14291,11710,41.9,15.3,41541,64979,50.0,56.0,65.0
2235,6,13419,9835,14962,202.30864343,0.319259903142,8.3,13670,6149,36.2,28.6,73500,57004,34.0,35.0,37.0
2238,0,853,6299,2879,64.647079959,0.360509904622,20.7,5053,3781,40.5,10.2,48120,21891,230.0,248.0,257.0
2241,236,29940,12313,225669,517.63208961,0.369106500692,13.4,133696,69749,35.2,30.9,56381,516042,536.0,573.0,654.0
2244,12,5249,6185,13751,103.57571385,0.340595165549,16.3,10624,7733,40.8,17.9,51161,45210,95.0,112.0,121.0
2247,0,1058,2288,1650,16.332789212,0.168497312456,12.9,2213,2108,43.9,16.0,47153,9703,7.0,8.0,10.0
2250,0,474,1058,1756,8.0823455421,0.228193146417,11.4,1212,1337,47.7,20.1,49287,5620,3.0,5.0,5.0
2253,18,11755,3440,45996,159.97222714,0.464424822073,11.3,22312,16344,38.5,30.5,60367,97311,276.0,338.0,364.0
2256,5,6530,4887,15933,97.529987564,0.434035418631,11.8,10788,6798,38.1,22.0,58465,42664,532.0,549.0,566.0
2259,0,2007,4651,4647,33.934863448,0.233603625089,16.5,4844,3749,41.9,19.1,44475,19939,8.0,9.0,10.0
2262,20,13361,19524,36067,277.79772419,0.304511874188,16.3,31464,23456,40.2,18.7,46864,142088,560.0,630.0,772.0
2265,13,36906,29518,39013,373.46914676,0.740385819867,12.4,28526,18364,34.7,57.6,71920,148476,283.0,326.0,405.0
2268,10,4120,8751,16849,158.94886275,0.237954568605,13.2,13277,11242,42.3,15.8,51491,62806,32.0,57.0,117.0
2271,71,14358,12827,66702,277.05461555,0.523446284371,23.2,38485,21939,32.2,31.8,43303,180742,221.0,286.0,397.0
2274,10,5598,5203,12063,175.52892186,0.498408394247,18.2,8775,6367,38.2,20.5,46355,39824,87.0,104.0,114.0
2277,19,4704,11839,27895,138.50558787,0.381597126278,17.4,21911,17737,42.4,14.1,46950,97241,244.0,330.0,374.0
2280,0,412,417,1752,3.9036233971,0.213366336634,11.6,892,975,45.8,19.2,47360,3975,3.0,3.0,3.0
2283,0,1097,750,5289,9.717556673999999,0.288424683787,12.3,2702,2187,41.6,26.1,54814,11519,8.0,8.0,8.0
2286,20,8194,19643,24601,191.53930458,0.271160601843,15.1,21521,20059,44.0,14.8,44938,101883,453.0,739.0,899.0
2289,8,4737,7536,22325,136.8649266,0.265608494271,9.8,12414,16237,47.9,28.4,55052,69473,35.0,36.0,40.0
2292,29,11900,36648,33122,302.99227737,0.240623220807,15.0,36830,28859,42.3,18.5,47758,167609,306.0,385.0,520.0
2295,0,4417,16307,9803,141.69366231,0.428432880744,12.7,14574,10417,41.3,21.3,57710,69685,129.0,157.0,190.0
2298,0,97,214,2611,1.5899583374,0.175497482618,16.4,1308,2034,52.6,18.8,46141,7199,1.0,1.0,1.0
2301,4,744,719,10137,13.174169677,0.258403529884,13.9,5759,5043,39.6,24.8,50616,26835,6.0,6.0,6.0
2304,0,14725,7497,66332,146.46518319999996,0.484852906067,18.1,24494,21423,31.7,44.7,58258,162385,132.0,151.0,157.0
2307,15,7022,6635,18282,161.19786926,0.302089831566,16.5,13719,11160,41.3,13.1,45419,65093,2524.0,2657.0,2694.0
2310,7,18629,11717,13211,136.63334929,0.283797535145,5.0,13872,6508,38.4,33.0,84861,58988,36.0,51.0,58.0
2313,57,45630,61477,42607,584.76648345,0.289145237803,5.2,57412,30752,39.3,42.3,87391,234602,285.0,359.0,427.0
2316,0,3993,2690,7847,34.547662166,0.175861741525,15.1,7004,4859,39.2,14.5,47858,27711,15.0,17.0,20.0
2319,34,3887,2793,23998,51.288943726999996,0.229037456659,10.7,11449,6636,33.3,34.7,59193,49659,136.0,153.0,174.0
2322,108,17975,9902,149092,380.97565271,0.46634515381,12.4,71260,40421,33.3,38.8,58618,319090,912.0,1176.0,1372.0
2325,0,2491,3137,10647,2.5587515174,0.260055124541,15.2,7457,12644,52.7,11.5,47031,46523,57.0,63.0,67.0
2328,27,6177,8784,30058,107.66103741,0.537098344693,10.2,13822,14195,42.7,32.6,60251,76085,49.0,57.0,59.0
2331,0,1577,3934,2313,25.01462249,0.211487559555,16.8,3884,2939,40.1,12.5,46764,15916,120.0,148.0,168.0
2334,0,1525,2804,5406,48.086327833,0.197746910205,16.9,5425,3530,39.4,15.5,39833,22015,69.0,71.0,84.0
2337,0,6502,25363,11735,157.46085469,0.205464560081,8.6,21702,12600,37.9,28.2,58057,88595,21.0,22.0,28.0
2340,0,1992,3454,8051,53.83678693,0.223188954038,26.1,7858,5460,39.9,13.1,37331,29131,26.0,33.0,49.0
2343,0,5973,1805,26306,96.154009665,0.217064643309,15.2,11645,4373,27.7,25.9,52532,52607,36.0,36.0,39.0
2346,12,6405,6452,10512,91.14470895299999,0.207260496405,19.1,9209,6760,39.9,14.5,44261,38280,86.0,100.0,123.0
2349,9,6976,11552,17728,93.689022044,0.481489634929,11.7,10965,13577,47.8,31.3,64916,59461,350.0,382.0,414.0
2352,8,4552,9295,14241,107.74438361,0.296733629811,13.0,10977,9981,43.8,17.8,51388,53383,182.0,206.0,227.0
2355,10,7281,11097,18056,116.20104734,0.283939009933,9.9,11934,10453,43.3,21.5,58925,57280,182.0,199.0,208.0
2358,32,15712,38903,59899,400.65064847,0.382418604651,13.0,42846,38400,43.2,23.8,55013,209281,845.0,1008.0,1116.0
2361,51,20130,13137,88331,188.62097719,0.366600696266,14.8,49082,41650,41.2,24.7,54096,228671,785.0,988.0,1170.0
2364,36,16690,16311,45043,309.34872587,0.5101097740389999,15.2,36503,22325,37.2,14.7,51790,149527,1759.0,2209.0,2575.0
2370,5,2561,2238,20212,13.093231142999999,0.633062382762,32.3,21366,8412,32.0,11.6,33976,71367,1987.0,2348.0,2746.0
2373,88,10146,5351,121059,337.55736828,0.467587853975,15.3,59836,46335,39.4,27.7,48453,269728,147.0,253.0,378.0
2385,18,6942,8261,31339,96.91166412,0.3922611850060001,12.2,24114,19408,41.5,16.6,58624,110593,69.0,73.0,86.0
2388,0,2569,5481,13547,47.991200971000005,0.637619372442,8.9,6474,6832,43.7,36.7,68878,36777,62.0,62.0,65.0
2391,13,3432,3971,25530,62.583169139,0.49273318872,10.4,10595,12283,46.6,30.3,51723,58191,50.0,55.0,57.0
2394,10,2214,3289,10922,71.923561531,0.42761028245,17.3,6881,7171,45.9,18.5,42879,32316,701.0,827.0,983.0
2397,7,3306,10428,7401,171.47072076,0.276531448474,9.1,7486,6788,44.7,22.8,70938,37348,28.0,30.0,33.0
2400,4,9790,20226,23222,152.32759668,0.391243738777,8.1,18371,13470,40.7,24.8,65831,84769,62.0,101.0,130.0
2403,52,12548,10462,58518,87.816412897,0.384551700097,7.5,31270,22508,40.6,25.6,63442,135692,34.0,46.0,64.0
2406,33,11201,22609,51579,227.46671712,0.524179470437,10.9,38146,25528,39.5,21.8,57675,163354,438.0,620.0,792.0
2409,0,11749,23315,21903,125.52631489,0.373694440291,4.7,22424,11411,38.6,33.7,82575,90687,48.0,77.0,106.0
2412,14,4307,722,25287,9.650222492000001,0.0738221354893,9.2,13177,3971,33.5,19.2,78112,46341,29.0,31.0,35.0
2415,14,2705,1794,38831,14.953176216,0.202289723941,9.9,19405,11087,36.6,22.7,64714,79858,64.0,76.0,87.0
2418,18,25412,33787,34397,200.22178346,0.223955277397,9.6,35975,21695,37.4,29.2,66296,155271,295.0,399.0,485.0
2421,6,5174,7568,11936,63.282897588999994,0.485391942951,7.7,8317,6468,42.9,23.0,63160,36960,46.0,65.0,71.0
2424,0,4291,7623,14363,53.36404640000001,0.409687230469,12.5,8884,6688,34.3,28.0,57506,45368,20.0,24.0,29.0
2427,0,438,381,6962,101.09730097,0.666068561715,10.2,2232,5248,56.1,48.6,62249,17582,15.0,15.0,15.0
2430,0,1381,5076,10517,18.456077462,0.264509064363,13.5,9663,9689,46.6,18.5,51183,45723,10.0,11.0,13.0
2433,0,2078,4622,6150,61.538550758,0.218698381236,16.7,6295,5668,43.4,17.1,48731,28576,135.0,136.0,140.0
2436,156,28928,8336,73749,197.5573514,0.373153234839,17.1,37561,36007,43.3,24.9,41926,178124,203.0,223.0,242.0
2439,6,7841,12549,18128,64.12223077899999,0.37733151155,11.3,14472,10768,40.9,20.1,59528,64658,42.0,55.0,59.0
2442,0,5134,8383,12633,33.083066459,0.511246337616,11.7,8725,7600,41.9,24.0,50637,43150,15.0,19.0,20.0
2445,98,18844,9134,48416,172.75603372,0.460965899256,18.0,33224,22029,39.0,23.1,47949,138293,547.0,637.0,724.0
2448,20,7684,8041,25025,77.891551197,0.676334226252,25.9,19672,16249,39.6,19.5,37134,86175,115.0,168.0,273.0
2451,15,13060,22386,27285,255.31145916,0.211311411676,16.6,23689,19478,36.2,24.5,48794,126884,94.0,138.0,207.0
2454,25,26619,10745,20319,228.28363229,0.303132254483,16.5,16004,14731,43.3,23.5,50672,76978,37.0,39.0,48.0
2457,16,12612,21158,34264,238.15910556,0.2330806765800001,9.9,26545,25022,43.4,24.0,57939,133088,76.0,89.0,94.0
2460,27,10165,10966,31837,328.83989693,0.184152948531,14.7,23205,17356,39.5,21.9,50427,108110,84.0,113.0,219.0
2463,17,8715,8162,35121,160.46489451,0.545405012713,18.7,26008,16592,36.3,18.5,45181,106721,323.0,365.0,472.0
2466,12,6932,10822,14632,118.83322041,0.467876906465,23.5,15238,11912,41.4,17.2,37206,66618,227.0,276.0,330.0
2469,6,2577,5586,5511,55.596729558999996,0.503760886778,26.4,6750,7439,44.3,15.5,36722,33745,293.0,296.0,306.0
2472,24,12306,21366,48776,200.73439178,0.249794505732,11.0,34814,28920,41.4,21.0,60744,155027,644.0,762.0,798.0
2475,4,1740,1964,4828,15.28313493,0.1671595731,14.8,3550,3860,46.7,15.5,44883,16526,4.0,4.0,11.0
2478,35,17252,21058,47319,159.59199841,0.34004252872,15.0,36645,30578,41.0,26.4,52633,170872,156.0,191.0,212.0
2481,0,20935,49369,38077,206.4992844,0.38637083592,12.8,50532,27136,36.0,23.8,62204,227907,203.0,228.0,282.0
2484,6,4946,9759,11773,110.12082279,0.25339706751200003,13.8,12279,8051,39.4,15.4,56166,53948,93.0,109.0,125.0
2487,2,2301,5984,7039,39.865984721,0.17733043768800005,13.8,7244,6445,41.9,16.7,53111,35514,27.0,38.0,43.0
2490,0,2882,3136,7263,25.342588379000002,0.172617412799,19.5,6091,3192,33.5,14.0,46764,23021,24.0,27.0,27.0
2493,0,2388,10028,6339,71.619969175,0.149390626963,15.9,9867,7098,40.9,17.0,48554,41753,18.0,21.0,31.0
2496,6,4417,5232,21775,111.01328032,0.17926014218199998,15.1,13442,14283,44.5,15.3,44366,69069,46.0,49.0,52.0
2499,20,10890,5745,19050,402.84412486,0.198017396375,17.1,14837,11409,40.4,16.1,44040,64934,24.0,34.0,58.0
2502,65,10646,15790,22431,157.20258709,0.285901676742,10.8,21025,13716,38.8,21.8,57337,96387,71.0,88.0,116.0
2505,7,2620,16764,10056,134.3756967,0.247261680644,12.0,15386,8469,37.5,16.7,60874,61599,407.0,437.0,480.0
2508,12,1818,1363,13457,40.090958631999996,0.116209047244,13.2,8623,7236,41.3,19.3,47097,37864,51.0,58.0,59.0
2511,0,1969,4676,7105,32.045993415,0.193865242116,20.4,6812,6474,43.4,16.4,44154,30026,21.0,29.0,31.0
2514,28,4048,2920,11208,96.054561794,0.488453911597,30.6,10439,6489,37.3,15.5,33983,39288,184.0,202.0,211.0
2517,14,5832,2315,36257,75.509435696,0.446552292973,12.0,11528,16263,47.3,33.3,67094,74228,99.0,108.0,114.0
2520,0,1021,318,4054,6.356440374500001,0.686615634424,8.6,1461,995,41.5,56.7,69458,8179,22.0,23.0,23.0
2523,32,28148,26738,110317,398.72059141,0.505520891052,9.8,53209,46320,41.4,33.3,67790,265206,880.0,1068.0,1120.0
2526,18,13592,18342,28306,240.45156181,0.28397037308,16.8,27861,15152,34.5,20.6,52502,119992,418.0,517.0,585.0
2529,0,607,1236,1093,20.246237336,0.244881889764,22.4,1339,1244,43.8,12.3,42483,5718,36.0,41.0,42.0
2532,0,3728,6505,3994,69.625311737,0.281656804734,13.0,5652,4736,43.1,26.3,59362,27578,102.0,120.0,123.0
2535,61,39853,13290,72814,904.33168193,0.579654566745,20.1,48785,24712,33.9,26.2,46628,195769,451.0,602.0,808.0
2538,0,7305,11004,4966,218.51540925,0.276037834997,5.7,9934,5357,40.4,51.1,99497,40280,81.0,116.0,125.0
2541,6,4049,5945,6572,140.44249934,0.141396080675,11.0,6362,6417,45.1,23.7,65062,32591,39.0,47.0,52.0
2544,0,487,537,1937,15.827719352999999,0.551640759931,30.8,1824,1499,40.0,11.7,28298,6778,169.0,179.0,183.0
2547,22,9451,11411,11503,340.33316973,0.36033153431,17.3,15507,11052,39.1,16.4,43510,66703,246.0,275.0,296.0
2550,10,3551,2562,8473,61.141832578999995,0.503052948145,25.7,7057,4838,35.5,18.6,37562,29524,421.0,476.0,496.0
2553,0,810,1557,1495,25.409627259,0.5424742761429999,27.8,2064,1622,40.9,12.3,35290,8531,199.0,213.0,217.0
2556,20,7687,2630,13154,155.79031876,0.304157549234,19.6,10067,5778,35.5,16.5,45680,40644,188.0,255.0,320.0
2559,0,679,1298,1532,27.976777811999998,0.366666666667,27.9,1935,1436,38.8,12.5,33261,7985,85.0,115.0,140.0
2562,0,1388,5586,2681,35.476726848,0.243769658843,20.5,4802,3744,41.1,10.4,48708,20247,201.0,209.0,240.0
2565,0,183,1845,1206,37.650702451,0.31,17.2,1520,1761,47.3,13.5,46967,7921,13.0,16.0,16.0
2568,78,36649,10130,115610,668.24945353,0.556516653618,14.4,62468,41403,35.2,33.2,54165,289430,379.0,491.0,552.0
2571,0,4634,6428,3263,123.83548313,0.123630136986,8.7,5006,4659,43.4,30.4,68835,26108,86.0,109.0,114.0
2574,8,20926,37459,22953,731.21043705,0.539893663384,12.6,37390,15585,36.4,27.1,60512,146343,445.0,539.0,601.0
2577,0,765,3122,1237,40.284179989,0.176652401331,17.1,2721,1886,41.5,9.8,46218,11923,20.0,32.0,36.0
2580,0,1903,4113,2671,103.96149303,0.299273927393,17.3,3865,3034,37.5,17.1,48323,19077,44.0,67.0,76.0
2583,42,2056,3589,69297,38.772802141999996,0.449863833755,19.5,53271,37429,34.3,14.8,44116,213787,433.0,929.0,2257.0
2586,12,5556,9859,21995,114.01021653,0.100059016042,14.5,18572,14803,40.6,13.7,45796,83768,70.0,114.0,204.0
2589,10,4075,6942,13628,47.891104629,0.17623286023600002,19.7,11159,9972,43.3,14.2,41929,51626,63.0,76.0,97.0
2592,0,966,2174,3147,22.823980559000002,0.14932910114,17.4,3065,2938,44.5,12.5,40936,13805,15.0,23.0,30.0
2595,48,6900,11770,27415,138.81313278,0.254476592894,14.0,18522,17876,41.4,23.9,48707,92729,116.0,156.0,189.0
2598,0,1842,2807,2726,15.113785233,0.278615167216,17.6,3703,3038,43.6,11.1,44424,16326,61.0,67.0,81.0
2601,20,28489,22711,8491,2135.0741839,0.523003588453,4.9,15692,8499,37.7,55.5,96924,70465,214.0,232.0,256.0
2604,0,827,5617,3117,8.5897142148,0.327086383602,8.1,3009,3322,50.6,30.2,72121,18845,20.0,23.0,23.0
2607,6,3843,3817,8063,66.858209499,0.34353543582,11.8,5822,9952,50.5,20.3,58515,39752,8.0,10.0,9.0
2610,28,4184,4507,52816,43.399192676999995,0.6818279801680001,21.4,51676,22446,32.4,14.5,46633,181215,902.0,1634.0,3048.0
2613,6,8962,6490,16053,111.60503213,0.343475030308,10.4,8990,13839,50.1,30.4,59266,52276,165.0,207.0,240.0
2616,26,10378,5151,46313,98.192567737,0.322284387206,19.4,32907,20481,37.3,20.5,48116,129648,504.0,703.0,975.0
2619,64,9818,19183,33454,170.29739933,0.322044252687,17.9,32172,17724,35.1,19.4,47128,134758,742.0,831.0,944.0
2622,15,2761,1887,8654,66.385698464,0.5666448337969999,29.4,6604,5586,41.0,17.8,33392,30693,177.0,192.0,222.0
2625,0,535,1684,1348,13.676416200999999,0.3486608201,20.1,1863,1449,42.1,15.3,39508,7713,21.0,28.0,29.0
2628,0,408,918,1664,19.268154104,0.7368713531540001,37.0,2274,1323,38.0,14.4,28542,8064,49.0,59.0,74.0
2631,24,4848,3676,18439,85.514469568,0.405661337949,18.0,9710,6225,29.9,43.9,49381,54019,109.0,130.0,157.0
2634,0,945,2234,2305,29.228846945,0.344604202876,18.7,3090,2167,40.3,15.6,40510,12586,80.0,102.0,109.0
2637,42,20297,6584,30606,189.87249178,0.301338587602,13.1,21752,12089,37.2,23.9,51088,85436,96.0,139.0,237.0
2640,0,2493,8398,5442,49.978391123,0.54048169819,20.9,7720,5857,40.2,13.7,40285,35294,67.0,81.0,93.0
2643,5,3094,6212,12359,22.357037187,0.175879699248,12.0,14287,6234,33.5,20.7,50941,46811,6.0,6.0,23.0
2646,10,6568,16962,10127,136.36792119,0.309207237829,6.4,12657,7883,41.0,20.5,82814,56579,38.0,60.0,70.0
2649,0,8003,18419,14202,61.44480003100001,0.445719389858,11.8,15154,8077,32.5,33.5,65914,64222,318.0,420.0,469.0
2652,0,1468,4704,5644,24.459645838,0.3527696793,9.9,5102,4242,42.4,21.1,58761,21067,17.0,17.0,20.0
2655,170,29197,16373,151053,577.03834878,0.378785488418,13.5,96132,51307,35.8,28.2,54473,379299,1060.0,1459.0,1905.0
2658,19,6817,5060,23534,158.82833351,0.27849756329500003,19.9,13914,12283,40.3,17.1,45138,65769,201.0,259.0,303.0
2661,0,6274,8728,12360,108.79302183,0.236799553945,11.6,10170,7212,41.0,19.4,57193,44729,417.0,535.0,584.0
2664,154,33367,12538,72476,776.50862047,0.39323484859,15.1,39361,29133,38.1,26.3,50500,181451,226.0,268.0,306.0
2667,54,13915,5285,41055,265.2407105,0.402385705982,19.2,22215,16694,36.2,24.5,48335,107038,120.0,165.0,197.0
2670,41,13377,31566,48386,391.53410967,0.231685808324,11.5,62189,27959,33.4,18.3,53381,229849,280.0,300.0,345.0
2673,55,6250,13866,50193,133.8663393,0.245361011375,10.3,35654,27653,40.2,24.9,56188,165697,66.0,67.0,85.0
2676,25,5670,2783,29221,76.519560184,0.240258105131,12.3,15033,12969,41.3,24.8,55174,65435,42.0,44.0,45.0
2679,0,2503,6111,8829,45.531319283,0.260091443501,12.5,6843,6335,43.2,16.6,52936,32304,32.0,33.0,35.0
2682,30,14227,9253,80181,144.95426442,0.454687005507,14.4,37736,21223,32.9,44.8,67087,171517,189.0,217.0,228.0
2685,0,526,1651,1956,13.409082383,0.272240527183,26.0,2181,1617,38.1,11.7,35812,9494,106.0,112.0,121.0
2688,0,3720,5443,4929,31.335221614,0.382529450989,18.3,6616,4606,39.7,14.2,44457,27463,226.0,242.0,263.0
